Time,Operator,Technology,SS-RSRP,SS-RSRQ,IP Thrpt UL,Network Thrpt UL,Lat,Long,PCI,Speed o.g.
49:42.3,SGP-M1,5G-NR,-78.7,-10.8,29.936,29.726,1.300345,103.800945,135,36
49:43.0,SGP-M1,5G-NR,-78.4,-10.7,29.84,31.752,1.300345,103.800945,135,36
49:43.5,SGP-M1,5G-NR,-84.1,-11.3,28.045,28.167,1.300283,103.80102,135,38
49:44.0,SGP-M1,5G-NR,-86.4,-11.6,9.701,18.338,1.300251,103.80106,135,39
49:44.2,SGP-M1,5G-NR,-99.7,-16.8,9.701,8.801,1.300218,103.8011,135,41
49:44.7,SGP-M1,5G-NR,-99.6,-16.5,6.609,4.852,1.300183,103.801142,135,42
49:45.2,SGP-M1,5G-NR,-94,-14,0.69,1.533,1.300147,103.801183,136,43
49:45.8,SGP-M1,5G-NR,-91.2,-11.1,1.165,8.444,1.300147,103.801183,551,43
49:46.3,SGP-M1,5G-NR,-93.9,-12.3,2.11,3.484,1.30008,103.801275,551,45
49:46.8,SGP-M1,5G-NR,-94.7,-12,19.868,19.125,1.300041,103.801323,551,46
49:47.3,SGP-M1,5G-NR,-93.8,-12.1,18.978,19.887,1.300002,103.80137,551,48
49:47.8,SGP-M1,5G-NR,-94.7,-13.5,20.198,17.071,1.299962,103.801417,551,48
49:48.3,SGP-M1,5G-NR,-98.5,-14.1,13.471,14.915,1.299921,103.801464,551,48
49:49.0,SGP-M1,5G-NR,-87.5,-12,22.423,16.151,1.299921,103.801464,237,48
49:49.5,SGP-M1,5G-NR,-91.1,-12.2,26.614,24.26,1.299839,103.801557,237,49
49:50.0,SGP-M1,5G-NR,-90.5,-12.6,34.913,32.047,1.299753,103.801657,237,49
49:50.7,SGP-M1,5G-NR,-85.7,-12.2,30.435,29.093,1.299753,103.801657,237,49
49:51.2,SGP-M1,5G-NR,-88.1,-12.5,28.767,29.186,1.299669,103.801749,237,49
49:51.6,SGP-M1,5G-NR,-88.8,-13,30.348,29.186,1.299627,103.801795,237,49
49:52.1,SGP-M1,5G-NR,-83.2,-11.2,60.203,27.667,1.299585,103.801841,137,49
49:52.7,SGP-M1,5G-NR,-77.7,-10.7,58.628,44.497,1.299585,103.801841,137,49
49:53.2,SGP-M1,5G-NR,-83.7,-11.3,29.89,30.335,1.299503,103.801937,137,50
49:54.0,SGP-M1,5G-NR,-77.3,-10.6,29.855,29.774,1.299503,103.801937,137,50
49:54.5,SGP-M1,5G-NR,-75.7,-10.5,29.818,28.804,1.299427,103.80203,137,49
49:55.0,SGP-M1,5G-NR,-72.4,-10.4,29.934,31.499,1.299346,103.802119,137,49
49:55.5,SGP-M1,5G-NR,-73.8,-10.4,30.351,30.696,1.299304,103.802166,137,49
49:56.0,SGP-M1,5G-NR,-77.1,-10.4,29.467,29.949,1.299261,103.802213,137,49
49:56.5,SGP-M1,5G-NR,-76.9,-10.4,9.983,30.328,1.299218,103.802262,137,49
49:57.0,SGP-M1,5G-NR,-77.5,-10.5,24.537,6.816,1.299175,103.80231,137,50
49:57.7,SGP-M1,5G-NR,-76.1,-10.5,29.951,29.957,1.299175,103.80231,137,50
49:58.2,SGP-M1,5G-NR,-67.9,-10.4,29.763,31.927,1.299096,103.802402,137,49
49:58.7,SGP-M1,5G-NR,-67.7,-10.4,29.936,32.154,1.299055,103.802446,137,49
49:59.2,SGP-M1,5G-NR,-70.2,-10.4,29.932,30.872,1.299014,103.80249,137,49
49:59.7,SGP-M1,5G-NR,-69.2,-10.4,29.804,30.172,1.299014,103.80249,137,49
50:00.2,SGP-M1,5G-NR,-75.4,-10.5,29.866,31.373,1.29893,103.802582,137,49
50:01.0,SGP-M1,5G-NR,-83.2,-11,29.879,31.557,1.29893,103.802582,137,49
50:01.5,SGP-M1,5G-NR,-83.2,-10.9,29.966,30.257,1.298845,103.802675,137,50
50:02.0,SGP-M1,5G-NR,-76.4,-10.6,29.879,32.166,1.298803,103.802723,137,50
50:02.5,SGP-M1,5G-NR,-69.5,-10.4,29.816,31.626,1.29876,103.80277,137,50
50:03.0,SGP-M1,5G-NR,-75.1,-10.6,30.002,31.111,1.298674,103.802872,137,52
50:03.5,SGP-M1,5G-NR,-75.9,-10.5,29.828,31.672,1.298629,103.802919,137,51
50:04.0,SGP-M1,5G-NR,-69.1,-10.4,29.851,30.948,1.298584,103.802966,137,51
50:04.7,SGP-M1,5G-NR,-75.5,-10.5,29.752,30.819,1.298584,103.802966,137,51
50:05.2,SGP-M1,5G-NR,-79.5,-11,30.032,30.268,1.298499,103.803063,137,51
50:05.7,SGP-M1,5G-NR,-77.8,-10.7,29.884,31.061,1.298455,103.803111,137,51
50:06.0,SGP-M1,5G-NR,-80.4,-10.9,29.878,31.061,1.298411,103.803158,137,51
50:06.5,SGP-M1,5G-NR,-81.6,-10.8,29.929,30.73,1.298411,103.803158,137,51
50:07.0,SGP-M1,5G-NR,-82.6,-11.2,5.25,22.507,1.298367,103.803207,137,51
50:07.5,SGP-M1,5G-NR,-81.6,-11.3,29.24,13.198,1.298323,103.803255,137,52
50:08.0,SGP-M1,5G-NR,-81.3,-10.9,29.84,30.223,1.298233,103.803355,137,53
50:08.5,SGP-M1,5G-NR,-82.1,-11,29.881,30.311,1.298189,103.803406,137,53
50:09.0,SGP-M1,5G-NR,-82.3,-10.8,29.903,31.138,1.298144,103.803457,137,53
50:09.5,SGP-M1,5G-NR,-82.2,-10.7,29.889,31.305,1.298098,103.803509,137,53
50:10.0,SGP-M1,5G-NR,-84.9,-11,29.816,30.349,1.298052,103.80356,137,54
50:10.8,SGP-M1,5G-NR,-84.4,-10.8,29.89,30.584,1.298052,103.80356,137,54
50:11.3,SGP-M1,5G-NR,-86.2,-11.1,29.918,30.499,1.297966,103.803662,137,54
50:11.8,SGP-M1,5G-NR,-86.1,-11.2,29.829,30.81,1.29792,103.803712,137,53
50:12.3,SGP-M1,5G-NR,-84.7,-10.8,29.935,30.822,1.297874,103.803762,137,53
50:12.8,SGP-M1,5G-NR,-85.6,-11.1,29.819,30.525,1.297874,103.803762,137,53
50:13.2,SGP-M1,5G-NR,-87.6,-11.7,29.886,30.673,1.297786,103.803861,137,53
50:13.8,SGP-M1,5G-NR,-80.5,-10.7,27.852,29.72,1.297743,103.80391,98,53
50:14.3,SGP-M1,5G-NR,-79.8,-10.6,32.055,30.797,1.2977,103.803959,98,53
50:14.8,SGP-M1,5G-NR,-79.2,-10.7,29.775,30.356,1.297656,103.804008,98,52
50:15.3,SGP-M1,5G-NR,-78.3,-10.5,29.876,30.42,1.297611,103.804056,98,52
50:16.0,SGP-M1,5G-NR,-81,-10.6,29.932,30.192,1.297611,103.804056,98,52
50:16.5,SGP-M1,5G-NR,-80.2,-10.5,29.787,30.94,1.297522,103.804153,98,52
50:17.0,SGP-M1,5G-NR,-73.5,-10.4,30.25,31.396,1.297476,103.8042,98,51
50:17.5,SGP-M1,5G-NR,-77.2,-10.4,2.397,17.195,1.29743,103.804247,98,51
50:18.0,SGP-M1,5G-NR,-80.9,-10.5,29.847,17.119,1.297336,103.804345,98,54
50:18.5,SGP-M1,5G-NR,-81.1,-10.6,29.865,30.977,1.297292,103.804391,98,52
50:19.0,SGP-M1,5G-NR,-78.1,-10.6,29.877,30.432,1.297248,103.804436,98,50
50:19.8,SGP-M1,5G-NR,-80,-10.6,29.869,30.432,1.297248,103.804436,98,50
50:20.3,SGP-M1,5G-NR,-80.1,-10.9,29.935,30.86,1.297152,103.804525,98,50
50:20.8,SGP-M1,5G-NR,-79.4,-11,29.953,30.607,1.297107,103.804565,98,48
50:21.3,SGP-M1,5G-NR,-79.6,-10.7,29.871,30.857,1.297062,103.804605,98,47
50:21.8,SGP-M1,5G-NR,-74.5,-10.7,29.903,30.532,1.297016,103.804642,98,46
50:22.3,SGP-M1,5G-NR,-77.2,-11,29.82,30.77,1.29697,103.804679,98,46
50:22.8,SGP-M1,5G-NR,-79.9,-11.3,29.947,31.163,1.29697,103.804679,98,46
50:23.3,SGP-M1,5G-NR,-81,-10.8,29.9,30.294,1.296881,103.804748,98,44
50:23.8,SGP-M1,5G-NR,-84.9,-10.8,29.775,30.294,1.296839,103.80478,98,43
50:24.3,SGP-M1,5G-NR,-86.8,-10.7,29.976,31.461,1.296797,103.804812,98,42
50:24.8,SGP-M1,5G-NR,-85.7,-10.5,29.88,29.783,1.296797,103.804812,98,42
50:25.3,SGP-M1,5G-NR,-86.7,-10.5,29.923,21.616,1.296712,103.804874,98,41
50:25.8,SGP-M1,5G-NR,-78.9,-10.8,29.876,39.297,1.296669,103.804905,137,41
50:26.3,SGP-M1,5G-NR,-84.4,-12,29.827,30.304,1.296625,103.804936,137,41
50:27.0,SGP-M1,5G-NR,-85.9,-11.4,29.934,30.305,1.296625,103.804936,137,41
50:27.5,SGP-M1,5G-NR,-78.7,-10.5,28.212,27.758,1.296537,103.804995,137,41
50:28.0,SGP-M1,5G-NR,-89,-11.7,5.694,14.36,1.296496,103.805022,137,40
50:28.5,SGP-M1,5G-NR,-90.4,-11.8,29.529,21.677,1.296454,103.805048,137,40
50:29.0,SGP-M1,5G-NR,-95.5,-13.2,17.3,19.465,1.296454,103.805048,137,40
50:29.5,SGP-M1,5G-NR,-81.5,-10.4,42.418,32.693,1.29637,103.805102,98,39
50:30.0,SGP-M1,5G-NR,-74.6,-10.4,29.957,38.687,1.29633,103.80513,98,39
50:30.5,SGP-M1,5G-NR,-74.7,-10.4,29.833,30.652,1.29629,103.805158,98,39
50:31.0,SGP-M1,5G-NR,-81.3,-10.4,29.84,30.259,1.296206,103.805213,98,39
50:31.8,SGP-M1,5G-NR,-67.1,-10.3,29.995,31.763,1.296206,103.805213,98,39
50:32.3,SGP-M1,5G-NR,-67.7,-10.4,29.863,29.923,1.296121,103.805272,98,40
50:32.8,SGP-M1,5G-NR,-79.4,-10.4,29.863,29.662,1.296078,103.805299,98,40
50:33.3,SGP-M1,5G-NR,-73.4,-10.4,29.905,31.248,1.296035,103.805326,98,40
50:33.8,SGP-M1,5G-NR,-73.6,-10.4,29.803,29.792,1.295991,103.805353,98,40
50:34.3,SGP-M1,5G-NR,-73.7,-10.3,29.918,30.922,1.295947,103.80538,98,41
50:34.8,SGP-M1,5G-NR,-84.3,-10.6,29.919,24.006,1.295903,103.80541,98,41
50:35.3,SGP-M1,5G-NR,-88,-10.8,28.729,28.773,1.295859,103.805439,98,41
50:35.8,SGP-M1,5G-NR,-86.7,-10.7,30.976,34.768,1.295812,103.805467,98,41
50:36.3,SGP-M1,5G-NR,-83.7,-10.5,29.892,32.331,1.295765,103.805495,98,42
50:36.8,SGP-M1,5G-NR,-75.2,-10.4,29.941,30.404,1.295717,103.805525,98,42
50:37.2,SGP-M1,5G-NR,-78.6,-10.4,29.841,30.404,1.295669,103.805555,98,43
50:37.8,SGP-M1,5G-NR,-82.2,-10.6,29.86,29.901,1.295669,103.805555,98,43
50:38.3,SGP-M1,5G-NR,-77.5,-10.4,24.638,5.895,1.295574,103.80561,98,44
50:38.9,SGP-M1,5G-NR,-82.9,-10.5,9.083,28.195,1.295525,103.805643,98,44
50:39.4,SGP-M1,5G-NR,-92,-11.8,30.06,31.283,1.295476,103.805676,98,44
50:40.0,SGP-M1,5G-NR,-91.8,-13.4,29.852,29.602,1.295476,103.805676,98,44
50:40.5,SGP-M1,5G-NR,-84,-11.6,29.884,29.576,1.295375,103.805733,98,45
50:41.0,SGP-M1,5G-NR,-92.2,-12.8,29.904,31.664,1.295273,103.805794,98,46
50:41.5,SGP-M1,5G-NR,-96,-13.3,18.355,19.604,1.295273,103.805794,98,46
50:42.0,SGP-M1,5G-NR,-91.7,-11,41.495,30.302,1.295224,103.805829,97,46
50:42.5,SGP-M1,5G-NR,-89,-10.8,29.904,43.003,1.295175,103.805864,97,47
50:43.0,SGP-M1,5G-NR,-86.5,-10.6,29.814,30.787,1.295126,103.805896,97,47
50:43.5,SGP-M1,5G-NR,-82.6,-10.5,29.927,30.496,1.295077,103.805928,97,47
50:44.0,SGP-M1,5G-NR,-80.5,-10.6,29.838,30.186,1.295026,103.805961,97,47
50:44.4,SGP-M1,5G-NR,-84.2,-10.6,29.838,31.565,1.294974,103.805993,97,48
50:45.0,SGP-M1,5G-NR,-79.2,-10.4,29.831,31.023,1.294974,103.805993,97,48
50:45.5,SGP-M1,5G-NR,-84.5,-10.5,29.934,31.977,1.294873,103.806055,97,47
50:46.0,SGP-M1,5G-NR,-85.4,-10.5,29.984,29.8,1.294873,103.806055,97,47
50:46.5,SGP-M1,5G-NR,-85.3,-10.5,29.919,30.983,1.294781,103.806122,97,47
50:47.0,SGP-M1,5G-NR,-81.3,-10.4,29.883,30.763,1.29473,103.806156,97,47
50:47.5,SGP-M1,5G-NR,-85.4,-10.4,29.866,30.199,1.294678,103.80619,97,47
50:48.0,SGP-M1,5G-NR,-85.1,-10.5,30.132,30.568,1.294629,103.806225,97,46
50:48.5,SGP-M1,5G-NR,-85.8,-10.6,20.451,30.819,1.294579,103.806259,97,46
50:49.0,SGP-M1,5G-NR,-86,-10.6,13.621,5.248,1.294479,103.806326,97,46
50:49.9,SGP-M1,5G-NR,-86.1,-10.5,29.929,30.24,1.294479,103.806326,97,46
50:50.9,SGP-M1,5G-NR,-88.8,-10.6,29.853,29.798,1.294315,103.806439,97,45
50:51.9,SGP-M1,5G-NR,-84.6,-10.6,29.903,30.274,1.294232,103.806496,97,45
50:52.9,SGP-M1,5G-NR,-85.4,-10.5,29.908,30.541,1.29415,103.806552,97,45
50:53.9,SGP-M1,5G-NR,-83.2,-10.4,29.884,29.883,1.294068,103.806609,97,45
50:54.9,SGP-M1,5G-NR,-84.1,-10.4,29.889,30.355,1.293986,103.806665,97,45
50:55.9,SGP-M1,5G-NR,-87.8,-10.5,29.917,29.796,1.293904,103.806722,97,45
50:56.9,SGP-M1,5G-NR,-87.8,-10.5,29.926,29.921,1.293822,103.806778,97,45
50:57.8,SGP-M1,5G-NR,-87.8,-10.8,29.919,30.69,1.293739,103.806835,97,45
50:58.5,SGP-M1,5G-NR,-86.2,-10.7,29.829,29.053,1.293657,103.806891,97,45
50:59.4,SGP-M1,5G-NR,-89,-10.8,16.215,24.226,1.293575,103.806948,97,45
50:59.9,SGP-M1,5G-NR,-90.8,-10.8,17.267,30.654,1.293575,103.806948,97,45
51:00.3,SGP-M1,5G-NR,-90.6,-10.7,29.877,30.654,1.293493,103.807004,97,45
51:00.8,SGP-M1,5G-NR,-90,-10.7,29.786,29.528,1.293493,103.807004,97,45
51:01.4,SGP-M1,5G-NR,-90,-10.9,29.979,29.759,1.293411,103.807061,97,45
51:01.9,SGP-M1,5G-NR,-90.4,-10.9,29.885,26.87,1.293411,103.807061,97,45
51:02.5,SGP-M1,5G-NR,-90.8,-10.7,21.821,22.242,1.293329,103.807117,97,45
51:03.1,SGP-M1,5G-NR,-91.2,-10.5,18.389,18.983,1.293246,103.807174,97,45
51:03.9,SGP-M1,5G-NR,-92.8,-10.7,21.612,21.146,1.293246,103.807174,97,45
51:04.3,SGP-M1,5G-NR,-92.8,-10.6,20.791,22.111,1.293164,103.80723,97,45
51:04.9,SGP-M1,5G-NR,-93.7,-10.8,22.051,22.978,1.293164,103.80723,97,45
51:05.4,SGP-M1,5G-NR,-92.3,-10.6,21.768,26.154,1.293082,103.807287,97,45
51:06.0,SGP-M1,5G-NR,-92.4,-10.8,25.263,27.479,1.293082,103.807287,97,45
51:06.5,SGP-M1,5G-NR,-91.2,-10.6,34.646,30.99,1.293001,103.807368,97,44
51:07.0,SGP-M1,5G-NR,-90.3,-10.6,28.906,31.307,1.292929,103.807442,97,39
51:07.5,SGP-M1,5G-NR,-90.4,-10.7,39.485,39.049,1.292898,103.807478,97,37
51:08.0,SGP-M1,5G-NR,-91,-10.6,52.594,51.907,1.292867,103.807513,97,36
51:08.7,SGP-M1,5G-NR,-86,-10.5,55.975,54.782,1.292867,103.807513,97,36
51:09.2,SGP-M1,5G-NR,-86.3,-10.5,30.342,39.613,1.292814,103.807582,97,34
51:09.7,SGP-M1,5G-NR,-84.7,-10.4,12.762,18.413,1.292788,103.807616,97,34
51:10.2,SGP-M1,5G-NR,-83.8,-10.4,20.326,17.082,1.292762,103.807649,97,34
51:11.0,SGP-M1,5G-NR,-84.4,-10.4,29.882,30.249,1.292762,103.807649,97,34
51:11.5,SGP-M1,5G-NR,-82.6,-10.4,29.923,30.579,1.292709,103.807714,97,33
51:12.0,SGP-M1,5G-NR,-82.6,-10.4,29.861,30.062,1.292649,103.807776,97,34
51:12.5,SGP-M1,5G-NR,-85.1,-10.5,29.929,30.191,1.292649,103.807776,97,34
51:13.0,SGP-M1,5G-NR,-86.4,-10.5,29.821,30.454,1.292626,103.807813,97,35
51:13.5,SGP-M1,5G-NR,-89.3,-10.6,29.975,24.836,1.292603,103.80785,97,36
51:14.0,SGP-M1,5G-NR,-89.6,-10.6,22.506,21.609,1.292577,103.807883,97,35
51:14.5,SGP-M1,5G-NR,-93.4,-10.8,25.741,27.126,1.29255,103.807916,97,34
51:15.0,SGP-M1,5G-NR,-91.9,-10.8,33.536,32.271,1.292523,103.807946,97,33
51:15.5,SGP-M1,5G-NR,-91,-10.9,33.536,28.386,1.292495,103.807976,97,32
51:16.0,SGP-M1,5G-NR,-91.3,-11.2,22.893,24.121,1.292495,103.807976,97,32
51:16.5,SGP-M1,5G-NR,-88.9,-10.9,34.055,32.962,1.292439,103.808034,97,31
51:17.0,SGP-M1,5G-NR,-87.7,-10.6,31.564,32.613,1.292413,103.808063,97,31
51:17.5,SGP-M1,5G-NR,-88.1,-10.6,30.435,32.43,1.292387,103.808092,97,31
51:18.0,SGP-M1,5G-NR,-85.6,-10.6,31.025,29.943,1.292331,103.808153,97,32
51:18.8,SGP-M1,5G-NR,-91.2,-11.3,25.251,24.091,1.292331,103.808153,97,32
51:19.4,SGP-M1,5G-NR,-88.8,-11,27.784,28.294,1.292271,103.808214,97,33
51:20.0,SGP-M1,5G-NR,-85.4,-10.6,30.755,19.457,1.292271,103.808214,97,33
51:20.5,SGP-M1,5G-NR,-86.5,-10.7,8.754,17.294,1.292216,103.80828,97,33
51:21.0,SGP-M1,5G-NR,-90.2,-12,19.628,29.145,1.292187,103.80831,97,33
51:21.5,SGP-M1,5G-NR,-91.9,-12.2,29.885,28.498,1.292158,103.808339,97,33
51:22.0,SGP-M1,5G-NR,-92.3,-13.3,29.945,34.454,1.292158,103.808339,97,33
51:22.5,SGP-M1,5G-NR,-88.2,-11.8,29.995,30.418,1.2921,103.808406,97,35
51:23.0,SGP-M1,5G-NR,-82.8,-10.9,24.082,17.338,1.29207,103.808435,97,34
51:23.5,SGP-M1,5G-NR,-89.9,-12.5,14.09,14.495,1.292039,103.808464,97,33
51:24.0,SGP-M1,5G-NR,-93.3,-16.3,1.386,3.466,1.29201,103.808494,97,33
51:24.5,SGP-M1,5G-NR,-81.8,-11.5,9.737,7.811,1.291981,103.808523,79,33
51:24.9,SGP-M1,5G-NR,-103.8,-22.1,9.737,1.827,1.291981,103.808523,79,33
51:25.4,SGP-M1,5G-NR,-86.9,-10.8,2.079,31.518,1.291923,103.808583,640,32
51:25.9,SGP-M1,5G-NR,-84.1,-10.5,34.977,44.891,1.291893,103.808608,640,31
51:26.5,SGP-M1,5G-NR,-85.6,-10.7,45.709,35.768,1.291862,103.808632,640,31
51:26.9,SGP-M1,5G-NR,-91.1,-12.5,30.962,5.977,1.291833,103.808655,640,30
51:27.4,SGP-M1,5G-NR,-97.1,-14.6,5.601,4.361,1.291803,103.808677,640,30
51:27.9,SGP-M1,5G-NR,-85.9,-11.8,5.25,21.895,1.29175,103.808724,707,30
51:29.0,SGP-M1,5G-NR,-78.4,-10.6,32.632,32.929,1.291698,103.808771,707,30
51:30.0,SGP-M1,5G-NR,-82.9,-10.9,9.97,10.452,1.291645,103.808818,707,30
51:30.9,SGP-M1,5G-NR,-90.8,-12.1,4.552,0.648,1.291592,103.808864,707,30
51:31.5,SGP-M1,5G-NR,-89.1,-11.6,16.937,12.214,1.291539,103.808911,707,30
51:32.2,SGP-M1,5G-NR,-92.4,-13.4,11.824,11.906,1.291487,103.808958,707,30
51:32.8,SGP-M1,5G-NR,-91.4,-13.6,14.161,13.849,1.291487,103.808958,707,30
51:33.3,SGP-M1,5G-NR,-90.4,-13.3,15.384,15.507,1.291434,103.809005,707,30
51:34.0,SGP-M1,5G-NR,-90.7,-13.5,15.464,29.744,1.291434,103.809005,707,30
51:34.5,SGP-M1,5G-NR,-81.3,-10.6,31.855,63.218,1.291389,103.809063,640,30
51:35.0,SGP-M1,5G-NR,-85.4,-10.9,62.808,51.761,1.291373,103.809097,640,30
51:35.5,SGP-M1,5G-NR,-87.4,-11.5,48.917,44.696,1.291356,103.80913,640,30
51:36.0,SGP-M1,5G-NR,-87.8,-11.4,47.245,43.628,1.291339,103.809164,640,30
51:36.5,SGP-M1,5G-NR,-89.1,-12.2,34.397,18.384,1.291322,103.809198,640,31
51:37.0,SGP-M1,5G-NR,-80.7,-10.5,24.187,22.618,1.291322,103.809198,707,31
51:37.5,SGP-M1,5G-NR,-86.5,-11.2,22.166,24.319,1.291294,103.809271,707,30
51:38.0,SGP-M1,5G-NR,-86.2,-11.1,25.485,24.313,1.291291,103.809349,707,30
51:38.7,SGP-M1,5G-NR,-89,-11.6,23.982,25.616,1.291291,103.809349,707,30
51:39.2,SGP-M1,5G-NR,-85.4,-11,25.498,25.608,1.291278,103.809423,707,29
51:39.6,SGP-M1,5G-NR,-82.9,-10.9,46.139,44.071,1.29127,103.809457,707,27
51:40.1,SGP-M1,5G-NR,-72.9,-10.4,24.274,26.46,1.291262,103.80949,706,27
51:40.7,SGP-M1,5G-NR,-69.8,-10.4,54.897,61.642,1.291256,103.809524,706,26
51:41.2,SGP-M1,5G-NR,-70.9,-10.4,24.658,30.041,1.29125,103.809557,706,26
51:42.0,SGP-M1,5G-NR,-76.1,-10.4,9.634,30.412,1.29125,103.809557,706,26
51:42.5,SGP-M1,5G-NR,-82.7,-10.7,29.791,31.051,1.291241,103.809622,706,26
51:43.0,SGP-M1,5G-NR,-79.9,-10.5,29.937,30.026,1.291233,103.809653,706,25
51:43.5,SGP-M1,5G-NR,-82.5,-10.7,29.948,29.853,1.291225,103.809684,706,25
51:44.0,SGP-M1,5G-NR,-84.1,-11.2,29.905,20.358,1.29122,103.80971,706,23
51:44.5,SGP-M1,5G-NR,-89.9,-13.3,25.167,18.048,1.291215,103.809735,706,21
51:44.9,SGP-M1,5G-NR,-93.8,-15.2,18.095,7.129,1.291215,103.809735,706,21
