Time,Operator,Technology,RSRP,RSRQ,IP Thrpt UL,Network Thrpt UL,Lat,Long,PCI,Speed o.g.
2024-11-22 12:19:13.000,SGP-M1,5G-NR,-84.8,-12.2,0.003,0.122,1.292235,103.809969,705.0,4.0
2024-11-22 12:19:13.503,SGP-M1,5G-NR,-80.7,-11.5,0.002,0.118,1.292247,103.809972,705.0,5.0
2024-11-22 12:19:14.265,SGP-M1,5G-NR,-84.4,-11.3,0.002,0.126,1.292258,103.809973,705.0,3.0
2024-11-22 12:19:15.002,SGP-M1,5G-NR,-81.4,-11.0,0.003,0.138,1.292258,103.809973,705.0,3.0
2024-11-22 12:19:15.501,SGP-M1,5G-NR,-80.3,-10.9,0.002,0.154,1.292266,103.809975,705.0,3.0
2024-11-22 12:19:16.025,SGP-M1,5G-NR,-79.4,-11.0,0.002,0.116,1.292277,103.809977,705.0,4.0
2024-11-22 12:19:17.001,SGP-M1,5G-NR,-79.1,-10.9,0.003,0.156,1.292277,103.809977,705.0,4.0
2024-11-22 12:19:17.276,SGP-M1,5G-NR,-79.3,-10.9,0.003,0.128,1.292291,103.809976,705.0,5.0
2024-11-22 12:19:18.022,SGP-M1,5G-NR,-80.1,-10.9,0.002,0.125,1.292306,103.809973,705.0,5.0
2024-11-22 12:19:19.001,SGP-M1,5G-NR,-81.8,-11.3,0.003,0.114,1.292306,103.809973,705.0,5.0
2024-11-22 12:19:19.356,SGP-M1,5G-NR,-83.8,-11.6,0.003,0.122,1.29232,103.809967,705.0,6.0
2024-11-22 12:19:20.001,SGP-M1,5G-NR,-83.0,-11.4,0.003,0.106,1.29232,103.809967,705.0,6.0
2024-11-22 12:19:20.500,SGP-M1,5G-NR,-80.0,-11.0,0.017,0.143,1.292337,103.809949,705.0,11.0
2024-11-22 12:19:21.026,SGP-M1,5G-NR,-86.4,-12.3,0.003,0.108,1.292353,103.809918,705.0,15.0
2024-11-22 12:19:21.785,SGP-M1,5G-NR,-86.4,-12.5,0.001,0.125,1.292353,103.809918,705.0,15.0
2024-11-22 12:19:22.274,SGP-M1,5G-NR,-87.0,-12.0,0.003,0.116,1.292363,103.809875,705.0,19.0
2024-11-22 12:19:22.781,SGP-M1,5G-NR,-87.5,-13.0,0.002,0.124,1.29237,103.809849,705.0,21.0
2024-11-22 12:19:23.316,SGP-M1,5G-NR,-85.5,-12.1,0.002,0.127,1.292377,103.809823,705.0,23.0
2024-11-22 12:19:24.021,SGP-M1,5G-NR,-83.7,-12.0,0.003,0.117,1.292401,103.809764,705.0,25.0
2024-11-22 12:19:24.530,SGP-M1,5G-NR,-85.5,-12.5,0.002,0.129,1.292411,103.809731,705.0,26.0
2024-11-22 12:19:25.280,SGP-M1,5G-NR,-86.1,-11.9,0.002,0.083,1.292421,103.809698,705.0,27.0
2024-11-22 12:19:25.787,SGP-M1,5G-NR,-88.7,-14.8,0.017,0.124,1.292421,103.809698,705.0,27.0
2024-11-22 12:19:26.286,SGP-M1,5G-NR,-92.2,-16.8,0.053,0.187,1.292433,103.809622,705.0,29.0
2024-11-22 12:19:27.000,SGP-M1,5G-NR,-79.1,-10.9,0.003,0.149,1.292433,103.809622,640.0,29.0
2024-11-22 12:19:27.500,SGP-M1,5G-NR,-76.2,-10.8,0.002,0.108,1.292448,103.809549,640.0,29.0
2024-11-22 12:19:28.016,SGP-M1,5G-NR,-83.7,-12.8,0.018,0.099,1.292449,103.809473,640.0,31.0
2024-11-22 12:19:28.656,SGP-M1,5G-NR,-81.7,-12.3,0.018,0.096,1.292447,103.809431,640.0,32.0
2024-11-22 12:19:29.156,SGP-M1,5G-NR,-86.7,-12.5,0.002,0.1,1.292444,103.809389,640.0,33.0
2024-11-22 12:19:29.636,SGP-M1,5G-NR,-86.2,-11.5,0.003,0.075,1.29244,103.809348,640.0,32.0
2024-11-22 12:19:30.505,SGP-M1,5G-NR,-85.4,-11.4,0.002,0.094,1.292435,103.809307,640.0,32.0
2024-11-22 12:19:31.001,SGP-M1,5G-NR,-85.6,-11.4,0.003,0.105,1.292429,103.809264,640.0,31.0
2024-11-22 12:19:31.501,SGP-M1,5G-NR,-82.7,-11.2,0.019,0.103,1.292423,103.809222,640.0,31.0
2024-11-22 12:19:32.001,SGP-M1,5G-NR,-82.9,-11.0,0.003,0.092,1.292423,103.809222,640.0,31.0
2024-11-22 12:19:32.777,SGP-M1,5G-NR,-84.1,-11.1,0.003,0.076,1.292401,103.809141,640.0,31.0
2024-11-22 12:19:33.282,SGP-M1,5G-NR,-86.2,-11.6,0.002,0.079,1.292376,103.809068,640.0,30.0
2024-11-22 12:19:33.895,SGP-M1,5G-NR,-80.3,-10.7,0.003,0.079,1.292364,103.809031,640.0,29.0
2024-11-22 12:19:34.501,SGP-M1,5G-NR,-79.6,-10.7,0.017,0.094,1.292352,103.808994,640.0,29.0
2024-11-22 12:19:35.001,SGP-M1,5G-NR,-81.9,-10.8,0.003,0.101,1.292337,103.808961,640.0,28.0
2024-11-22 12:19:35.500,SGP-M1,5G-NR,-83.2,-11.0,0.002,0.069,1.292321,103.808929,640.0,28.0
2024-11-22 12:19:36.023,SGP-M1,5G-NR,-80.3,-10.7,0.003,0.072,1.292289,103.808866,640.0,27.0
2024-11-22 12:19:36.771,SGP-M1,5G-NR,-84.9,-11.0,0.002,0.063,1.292289,103.808866,640.0,27.0
2024-11-22 12:19:37.272,SGP-M1,5G-NR,-84.9,-11.1,0.003,0.083,1.292249,103.808806,640.0,27.0
2024-11-22 12:19:37.728,SGP-M1,5G-NR,-86.0,-11.8,0.003,0.058,1.292227,103.808773,640.0,27.0
2024-11-22 12:19:38.255,SGP-M1,5G-NR,-83.4,-12.7,0.002,0.133,1.292205,103.808741,189.0,28.0
2024-11-22 12:19:39.001,SGP-M1,5G-NR,-80.4,-11.6,0.002,0.08,1.292205,103.808741,189.0,28.0
2024-11-22 12:19:39.501,SGP-M1,5G-NR,-78.8,-12.4,0.003,0.076,1.292152,103.808682,189.0,30.0
2024-11-22 12:19:40.002,SGP-M1,5G-NR,-84.6,-14.4,0.002,0.055,1.292118,103.808654,189.0,30.0
2024-11-22 12:19:40.500,SGP-M1,5G-NR,-85.6,-14.6,0.003,0.053,1.292084,103.808626,189.0,31.0
2024-11-22 12:19:41.013,SGP-M1,5G-NR,-88.0,-16.0,0.002,0.058,1.292035,103.808562,189.0,32.0
2024-11-22 12:19:41.513,SGP-M1,5G-NR,-83.1,-12.6,0.003,0.049,1.292,103.808531,189.0,34.0
2024-11-22 12:19:42.013,SGP-M1,5G-NR,-88.3,-13.3,0.002,0.032,1.291965,103.808501,189.0,37.0
2024-11-22 12:19:42.516,SGP-M1,5G-NR,-91.4,-13.1,0.003,0.042,1.291931,103.808469,189.0,37.0
2024-11-22 12:19:43.226,SGP-M1,5G-NR,-86.3,-13.1,0.003,0.049,1.291896,103.808437,189.0,37.0
2024-11-22 12:19:43.835,SGP-M1,5G-NR,-89.6,-14.5,0.002,0.05,1.291896,103.808437,189.0,37.0
2024-11-22 12:19:44.248,SGP-M1,5G-NR,-90.1,-14.3,0.003,0.064,1.291813,103.808382,189.0,37.0
2024-11-22 12:19:44.752,SGP-M1,5G-NR,-84.3,-11.8,0.002,0.127,1.291773,103.808342,79.0,39.0
2024-11-22 12:19:45.262,SGP-M1,5G-NR,-83.4,-13.0,0.003,0.073,1.291732,103.808303,79.0,41.0
2024-11-22 12:19:45.781,SGP-M1,5G-NR,-80.6,-11.7,0.002,0.109,1.291687,103.808276,79.0,40.0
2024-11-22 12:19:46.273,SGP-M1,5G-NR,-77.5,-10.6,0.003,0.107,1.291641,103.80825,79.0,40.0
2024-11-22 12:19:46.783,SGP-M1,5G-NR,-81.5,-11.6,0.002,0.103,1.291592,103.808208,79.0,43.0
2024-11-22 12:19:47.278,SGP-M1,5G-NR,-80.2,-11.7,0.003,0.127,1.291543,103.808166,79.0,46.0
2024-11-22 12:19:47.955,SGP-M1,5G-NR,-79.8,-11.5,0.017,0.12,1.291543,103.808166,79.0,46.0
2024-11-22 12:19:48.475,SGP-M1,5G-NR,-81.7,-12.6,0.003,0.133,1.291456,103.808097,79.0,44.0
2024-11-22 12:19:48.954,SGP-M1,5G-NR,-84.9,-13.2,0.018,0.106,1.291411,103.808063,79.0,44.0
2024-11-22 12:19:49.465,SGP-M1,5G-NR,-83.9,-11.7,0.003,0.09,1.291365,103.808029,79.0,45.0
2024-11-22 12:19:50.013,SGP-M1,5G-NR,-83.8,-12.5,0.002,0.096,1.291281,103.807943,79.0,44.0
2024-11-22 12:19:50.522,SGP-M1,5G-NR,-87.4,-14.8,0.003,0.088,1.291245,103.807909,79.0,42.0
2024-11-22 12:19:51.268,SGP-M1,5G-NR,-85.9,-13.1,0.003,0.108,1.291208,103.807876,79.0,41.0
2024-11-22 12:19:52.000,SGP-M1,5G-NR,-84.8,-11.9,0.002,0.091,1.291171,103.807844,79.0,40.0
2024-11-22 12:19:52.279,SGP-M1,5G-NR,-87.4,-13.5,0.002,0.125,1.291134,103.807813,79.0,39.0
2024-11-22 12:19:52.779,SGP-M1,5G-NR,-86.8,-12.2,0.018,0.114,1.291093,103.807775,79.0,39.0
2024-11-22 12:19:53.287,SGP-M1,5G-NR,-85.4,-10.7,0.003,0.117,1.291052,103.807738,79.0,39.0
2024-11-22 12:19:54.000,SGP-M1,5G-NR,-85.4,-11.6,0.003,0.092,1.291052,103.807738,79.0,39.0
2024-11-22 12:19:54.524,SGP-M1,5G-NR,-82.4,-11.3,0.003,0.122,1.290949,103.80764,79.0,39.0
2024-11-22 12:19:55.025,SGP-M1,5G-NR,-80.5,-11.2,0.002,0.115,1.290913,103.807603,79.0,40.0
2024-11-22 12:19:55.530,SGP-M1,5G-NR,-80.4,-11.4,0.021,0.136,1.290879,103.807565,79.0,39.0
2024-11-22 12:19:56.036,SGP-M1,5G-NR,-83.3,-12.8,0.002,0.122,1.290845,103.807527,79.0,39.0
2024-11-22 12:19:56.595,SGP-M1,5G-NR,-87.9,-14.4,0.003,0.097,1.290845,103.807527,79.0,39.0
2024-11-22 12:19:57.116,SGP-M1,5G-NR,-84.3,-12.7,0.002,0.099,1.290769,103.807455,79.0,39.0
2024-11-22 12:19:57.616,SGP-M1,5G-NR,-82.2,-12.9,0.003,0.093,1.290729,103.807423,79.0,40.0
2024-11-22 12:19:58.264,SGP-M1,5G-NR,-74.4,-11.2,0.003,0.112,1.290688,103.807392,79.0,41.0
2024-11-22 12:19:58.767,SGP-M1,5G-NR,-70.6,-11.0,0.017,0.086,1.290651,103.80736,79.0,40.0
2024-11-22 12:19:59.287,SGP-M1,5G-NR,-67.1,-10.7,0.003,0.074,1.290614,103.807328,79.0,39.0
2024-11-22 12:20:00.000,SGP-M1,5G-NR,-68.1,-10.6,0.003,0.086,1.290614,103.807328,79.0,39.0
2024-11-22 12:20:00.499,SGP-M1,5G-NR,-70.8,-10.7,0.002,0.095,1.29054,103.807257,79.0,41.0
2024-11-22 12:20:01.015,SGP-M1,5G-NR,-68.2,-10.6,0.003,0.08,1.290463,103.807186,79.0,42.0
2024-11-22 12:20:01.715,SGP-M1,5G-NR,-67.8,-10.7,0.003,0.088,1.290424,103.80715,79.0,42.0
2024-11-22 12:20:02.235,SGP-M1,5G-NR,-67.9,-10.5,0.002,0.102,1.290384,103.807115,79.0,42.0
2024-11-22 12:20:02.785,SGP-M1,5G-NR,-68.0,-10.6,0.003,0.107,1.290384,103.807115,79.0,42.0
2024-11-22 12:20:03.283,SGP-M1,5G-NR,-67.2,-10.5,0.002,0.112,1.2903,103.807044,79.0,42.0
2024-11-22 12:20:03.948,SGP-M1,5G-NR,-72.3,-11.0,0.003,0.08,1.290226,103.806983,79.0,42.0
2024-11-22 12:20:05.817,SGP-M1,5G-NR,-81.7,-11.6,0.003,0.106,1.290078,103.80686,79.0,42.0
2024-11-22 12:20:06.781,SGP-M1,5G-NR,-81.2,-12.1,0.003,0.108,1.290005,103.806799,79.0,42.0
2024-11-22 12:20:07.777,SGP-M1,5G-NR,-73.1,-10.5,0.003,0.121,1.289931,103.806738,79.0,42.0
2024-11-22 12:20:08.779,SGP-M1,5G-NR,-71.6,-10.6,0.002,0.085,1.289857,103.806677,79.0,42.0
2024-11-22 12:20:09.785,SGP-M1,5G-NR,-68.5,-10.4,0.002,0.105,1.289783,103.806616,79.0,42.0
2024-11-22 12:20:10.775,SGP-M1,5G-NR,-71.4,-10.5,0.002,0.11,1.289709,103.806554,79.0,42.0
2024-11-22 12:20:11.501,SGP-M1,5G-NR,-72.0,-10.5,0.002,0.113,1.289635,103.806493,79.0,42.0
2024-11-22 12:20:12.352,SGP-M1,5G-NR,-72.8,-10.4,0.003,0.115,1.289561,103.806432,79.0,42.0
2024-11-22 12:20:13.000,SGP-M1,5G-NR,-74.0,-10.5,0.003,0.087,1.289561,103.806432,79.0,42.0
2024-11-22 12:20:13.786,SGP-M1,5G-NR,-72.7,-10.4,0.002,0.108,1.289487,103.806371,79.0,42.0
2024-11-22 12:20:14.295,SGP-M1,5G-NR,-71.6,-10.4,0.003,0.104,1.289414,103.80631,79.0,42.0
2024-11-22 12:20:15.000,SGP-M1,5G-NR,-68.8,-10.4,0.003,0.115,1.289414,103.80631,79.0,42.0
2024-11-22 12:20:15.500,SGP-M1,5G-NR,-71.3,-10.5,0.002,0.116,1.28934,103.806248,79.0,42.0
2024-11-22 12:20:16.087,SGP-M1,5G-NR,-74.4,-10.6,0.003,0.124,1.289266,103.806187,79.0,42.0
2024-11-22 12:20:16.786,SGP-M1,5G-NR,-77.7,-11.1,0.002,0.116,1.289266,103.806187,79.0,42.0
2024-11-22 12:20:17.356,SGP-M1,5G-NR,-74.0,-10.6,0.002,0.151,1.289192,103.806126,79.0,42.0
2024-11-22 12:20:17.875,SGP-M1,5G-NR,-68.6,-10.4,0.092,0.127,1.289154,103.806091,79.0,42.0
2024-11-22 12:20:18.355,SGP-M1,5G-NR,-67.0,-10.4,0.002,0.108,1.289115,103.806056,79.0,42.0
2024-11-22 12:20:19.020,SGP-M1,5G-NR,-72.1,-10.8,0.003,0.091,1.289033,103.805987,79.0,42.0
2024-11-22 12:20:19.501,SGP-M1,5G-NR,-78.2,-11.2,0.002,0.11,1.289033,103.805987,79.0,42.0
2024-11-22 12:20:20.357,SGP-M1,5G-NR,-78.4,-10.6,0.002,0.104,1.288933,103.805896,79.0,38.0
2024-11-22 12:20:21.000,SGP-M1,5G-NR,-81.1,-10.9,0.002,0.115,1.288933,103.805896,79.0,38.0
2024-11-22 12:20:21.500,SGP-M1,5G-NR,-83.5,-11.9,0.003,0.106,1.288883,103.80585,79.0,36.0
2024-11-22 12:20:22.017,SGP-M1,5G-NR,-82.1,-12.6,0.002,0.102,1.288813,103.805806,79.0,33.0
2024-11-22 12:20:22.519,SGP-M1,5G-NR,-78.1,-10.8,0.003,0.099,1.288787,103.805784,79.0,30.0
2024-11-22 12:20:23.021,SGP-M1,5G-NR,-75.3,-10.5,0.002,0.105,1.28876,103.805762,79.0,29.0
2024-11-22 12:20:23.523,SGP-M1,5G-NR,-79.4,-10.6,0.003,0.114,1.288738,103.805742,79.0,27.0
2024-11-22 12:20:24.186,SGP-M1,5G-NR,-86.3,-11.2,0.003,0.095,1.288715,103.805722,79.0,26.0
2024-11-22 12:20:25.001,SGP-M1,5G-NR,-89.3,-11.3,0.002,0.081,1.288715,103.805722,79.0,26.0
2024-11-22 12:20:25.500,SGP-M1,5G-NR,-91.5,-12.5,0.003,0.089,1.288667,103.805689,79.0,22.0
2024-11-22 12:20:26.020,SGP-M1,5G-NR,-90.0,-12.5,0.003,0.084,1.288631,103.80565,79.0,19.0
2024-11-22 12:20:26.875,SGP-M1,5G-NR,-82.9,-10.9,0.003,0.131,1.288631,103.80565,640.0,19.0
2024-11-22 12:20:27.355,SGP-M1,5G-NR,-80.8,-10.7,0.002,0.055,1.288597,103.805623,640.0,17.0
2024-11-22 12:20:28.006,SGP-M1,5G-NR,-80.4,-10.7,0.003,0.039,1.288562,103.805597,640.0,17.0
2024-11-22 12:20:29.771,SGP-M1,5G-NR,-84.7,-11.5,0.002,0.045,1.288492,103.805546,640.0,19.0
2024-11-22 12:20:30.782,SGP-M1,5G-NR,-81.3,-10.8,0.002,0.065,1.288457,103.80552,640.0,20.0
2024-11-22 12:20:31.781,SGP-M1,5G-NR,-84.6,-11.2,0.002,0.071,1.288422,103.805495,640.0,20.0
2024-11-22 12:20:32.780,SGP-M1,5G-NR,-90.8,-11.2,0.003,0.057,1.288388,103.805469,640.0,21.0
2024-11-22 12:20:33.555,SGP-M1,5G-NR,-82.3,-12.4,0.003,0.077,1.288353,103.805443,640.0,22.0
2024-11-22 12:20:34.353,SGP-M1,5G-NR,-70.6,-11.2,0.002,0.077,1.288318,103.805418,80.0,23.0
2024-11-22 12:20:35.271,SGP-M1,5G-NR,-71.1,-13.5,0.003,0.119,1.288283,103.805392,80.0,23.0
2024-11-22 12:20:35.782,SGP-M1,5G-NR,-85.3,-15.1,0.002,0.08,1.288283,103.805392,80.0,23.0
2024-11-22 12:20:36.335,SGP-M1,5G-NR,-71.9,-10.5,0.002,0.045,1.288248,103.805366,189.0,24.0
2024-11-22 12:20:37.105,SGP-M1,5G-NR,-71.9,-11.2,0.003,0.103,1.288213,103.805341,189.0,25.0
2024-11-22 12:20:37.788,SGP-M1,5G-NR,-73.5,-11.6,0.053,0.109,1.288213,103.805341,189.0,25.0
2024-11-22 12:20:38.259,SGP-M1,5G-NR,-75.0,-11.4,0.002,0.064,1.288178,103.805315,189.0,26.0
2024-11-22 12:20:38.855,SGP-M1,5G-NR,-78.2,-11.8,0.002,0.066,1.288154,103.805291,189.0,26.0
2024-11-22 12:20:39.394,SGP-M1,5G-NR,-80.7,-12.6,0.003,0.054,1.28813,103.805267,189.0,27.0
2024-11-22 12:20:40.021,SGP-M1,5G-NR,-80.7,-12.8,0.002,0.062,1.288077,103.805214,189.0,30.0
2024-11-22 12:20:40.763,SGP-M1,5G-NR,-71.8,-10.9,0.003,0.182,1.288077,103.805214,80.0,30.0
2024-11-22 12:20:41.273,SGP-M1,5G-NR,-76.0,-11.4,0.002,0.087,1.288031,103.805154,80.0,31.0
2024-11-22 12:20:41.555,SGP-M1,5G-NR,-83.0,-13.7,0.003,0.087,1.288005,103.805124,80.0,31.0
2024-11-22 12:20:42.075,SGP-M1,5G-NR,-81.8,-13.3,0.002,0.089,1.287979,103.805094,80.0,31.0
2024-11-22 12:20:43.000,SGP-M1,5G-NR,-75.0,-11.2,0.003,0.114,1.287979,103.805094,80.0,31.0
2024-11-22 12:20:43.615,SGP-M1,5G-NR,-72.2,-10.7,0.003,0.081,1.287937,103.805041,80.0,28.0
2024-11-22 12:20:44.115,SGP-M1,5G-NR,-71.1,-10.4,0.002,0.119,1.287901,103.804993,80.0,22.0
2024-11-22 12:20:44.780,SGP-M1,5G-NR,-70.9,-10.4,0.002,0.087,1.287884,103.804972,80.0,20.0
2024-11-22 12:20:45.500,SGP-M1,5G-NR,-68.4,-10.4,0.002,0.087,1.287867,103.804951,80.0,19.0
2024-11-22 12:20:46.000,SGP-M1,5G-NR,-67.5,-10.4,0.003,0.107,1.287854,103.804933,80.0,18.0
2024-11-22 12:20:46.501,SGP-M1,5G-NR,-69.0,-10.4,0.002,0.081,1.287841,103.804916,80.0,17.0
2024-11-22 12:20:47.020,SGP-M1,5G-NR,-71.9,-10.4,0.003,0.09,1.287818,103.804885,80.0,15.0
2024-11-22 12:20:47.706,SGP-M1,5G-NR,-72.0,-10.5,0.002,0.101,1.287818,103.804885,80.0,15.0
2024-11-22 12:20:48.215,SGP-M1,5G-NR,-69.5,-10.4,0.003,0.086,1.287799,103.804855,80.0,13.0
2024-11-22 12:20:48.787,SGP-M1,5G-NR,-70.8,-10.4,0.002,0.077,1.287799,103.804855,80.0,13.0
2024-11-22 12:20:49.500,SGP-M1,5G-NR,-71.1,-10.4,0.003,0.11,1.28778,103.804832,80.0,11.0
2024-11-22 12:20:50.024,SGP-M1,5G-NR,-72.1,-10.5,0.002,0.094,1.287765,103.804811,80.0,9.0
2024-11-22 12:20:50.783,SGP-M1,5G-NR,-72.5,-10.5,0.002,0.118,1.287765,103.804811,80.0,9.0
2024-11-22 12:20:51.278,SGP-M1,5G-NR,-75.5,-10.7,0.003,0.11,1.287753,103.804793,80.0,8.0
2024-11-22 12:20:52.024,SGP-M1,5G-NR,-76.3,-10.7,0.002,0.08,1.287744,103.804777,80.0,6.0
2024-11-22 12:20:52.774,SGP-M1,5G-NR,-73.3,-10.5,0.002,0.134,1.287744,103.804777,80.0,6.0
2024-11-22 12:20:53.780,SGP-M1,5G-NR,-79.3,-11.5,0.002,0.112,1.287739,103.804766,80.0,4.0
2024-11-22 12:20:54.278,SGP-M1,5G-NR,-76.0,-10.6,0.002,0.104,1.287738,103.804764,80.0,1.0
2024-11-22 12:20:55.024,SGP-M1,5G-NR,-73.7,-10.4,0.003,0.103,1.287741,103.804765,80.0,0.0
2024-11-22 12:20:55.784,SGP-M1,5G-NR,-73.4,-10.4,0.001,0.096,1.287741,103.804765,80.0,0.0
2024-11-22 12:20:56.288,SGP-M1,5G-NR,-72.8,-10.4,0.003,0.099,1.28774,103.804764,80.0,0.0
2024-11-22 12:20:56.824,SGP-M1,5G-NR,-74.4,-10.4,0.002,0.097,1.28774,103.804764,80.0,0.0
2024-11-22 12:20:57.770,SGP-M1,5G-NR,-74.2,-10.4,0.002,0.099,1.287742,103.804765,80.0,0.0
2024-11-22 12:20:58.355,SGP-M1,5G-NR,-73.0,-10.4,0.003,0.116,1.287742,103.804765,80.0,0.0
2024-11-22 12:21:01.029,SGP-M1,5G-NR,-74.4,-10.5,0.003,0.111,1.287738,103.804762,80.0,1.0
2024-11-22 12:21:01.832,SGP-M1,5G-NR,-75.5,-10.8,0.002,0.123,1.287738,103.804762,80.0,1.0
2024-11-22 12:21:02.425,SGP-M1,5G-NR,-77.2,-10.9,0.002,0.103,1.287736,103.804757,80.0,2.0
2024-11-22 12:21:03.000,SGP-M1,5G-NR,-79.0,-11.2,0.002,0.115,1.287736,103.804757,80.0,2.0
2024-11-22 12:21:03.955,SGP-M1,5G-NR,-81.1,-11.3,0.002,0.109,1.287733,103.804751,80.0,2.0
2024-11-22 12:21:04.500,SGP-M1,5G-NR,-82.1,-11.2,0.003,0.099,1.28773,103.804747,80.0,1.0
2024-11-22 12:21:05.019,SGP-M1,5G-NR,-81.7,-11.1,0.002,0.132,1.28773,103.804747,80.0,0.0
2024-11-22 12:21:05.833,SGP-M1,5G-NR,-80.1,-10.8,0.002,0.105,1.28773,103.804747,640.0,0.0
2024-11-22 12:21:08.755,SGP-M1,5G-NR,-76.6,-11.0,0.002,0.076,1.287731,103.804749,640.0,0.0
2024-11-22 12:21:09.327,SGP-M1,5G-NR,-75.8,-10.9,0.002,0.065,1.28773,103.804749,640.0,0.0
2024-11-22 12:21:11.022,SGP-M1,5G-NR,-75.6,-10.8,0.002,0.069,1.28773,103.80475,640.0,0.0
2024-11-22 12:21:11.839,SGP-M1,5G-NR,-76.2,-10.7,0.002,0.075,1.28773,103.80475,640.0,0.0
2024-11-22 12:21:12.754,SGP-M1,5G-NR,-75.7,-10.6,0.002,0.071,1.287728,103.804749,640.0,0.0
2024-11-22 12:21:13.275,SGP-M1,5G-NR,-76.6,-10.5,0.003,0.059,1.287727,103.804747,640.0,0.0
2024-11-22 12:21:13.837,SGP-M1,5G-NR,-76.5,-10.6,0.002,0.065,1.287727,103.804747,640.0,0.0
2024-11-22 12:21:14.775,SGP-M1,5G-NR,-76.5,-10.6,0.002,0.064,1.287725,103.804748,640.0,0.0
2024-11-22 12:21:15.775,SGP-M1,5G-NR,-75.8,-10.5,0.002,0.066,1.287723,103.80475,640.0,0.0
2024-11-22 12:21:16.275,SGP-M1,5G-NR,-75.0,-10.5,0.003,0.082,1.287721,103.804752,640.0,0.0
2024-11-22 12:21:17.021,SGP-M1,5G-NR,-74.8,-10.5,0.002,0.079,1.28772,103.804753,640.0,0.0
2024-11-22 12:21:17.827,SGP-M1,5G-NR,-74.8,-10.6,0.002,0.067,1.28772,103.804753,640.0,0.0
2024-11-22 12:21:18.328,SGP-M1,5G-NR,-74.5,-10.5,0.003,0.098,1.287718,103.804753,640.0,0.0
2024-11-22 12:21:19.026,SGP-M1,5G-NR,-75.4,-10.7,0.002,0.085,1.287718,103.804754,640.0,0.0
2024-11-22 12:21:19.837,SGP-M1,5G-NR,-77.3,-10.6,0.002,0.07,1.287718,103.804754,640.0,0.0
2024-11-22 12:21:20.754,SGP-M1,5G-NR,-76.5,-10.8,0.003,0.089,1.287718,103.804754,640.0,0.0
2024-11-22 12:21:21.328,SGP-M1,5G-NR,-76.2,-10.9,0.002,0.073,1.287718,103.804754,640.0,0.0
2024-11-22 12:21:22.330,SGP-M1,5G-NR,-75.8,-10.6,0.002,0.079,1.287718,103.804754,640.0,0.0
2024-11-22 12:21:23.001,SGP-M1,5G-NR,-76.3,-10.6,0.002,0.067,1.287718,103.804754,640.0,0.0
2024-11-22 12:21:23.775,SGP-M1,5G-NR,-77.1,-10.7,0.002,0.07,1.287719,103.804755,640.0,0.0
2024-11-22 12:21:24.503,SGP-M1,5G-NR,-76.8,-10.7,0.003,0.077,1.287719,103.804755,640.0,0.0
2024-11-22 12:21:25.335,SGP-M1,5G-NR,-79.6,-10.9,0.002,0.067,1.287719,103.804755,640.0,0.0
2024-11-22 12:21:26.355,SGP-M1,5G-NR,-79.3,-11.5,0.002,0.078,1.287719,103.804755,640.0,0.0
2024-11-22 12:21:26.893,SGP-M1,5G-NR,-76.0,-11.0,0.003,0.083,1.287719,103.804755,640.0,0.0
2024-11-22 12:21:27.504,SGP-M1,5G-NR,-75.7,-10.9,0.136,0.203,1.287719,103.804755,640.0,0.0
2024-11-22 12:21:28.021,SGP-M1,5G-NR,-79.0,-12.2,0.038,0.168,1.287718,103.804755,640.0,0.0
2024-11-22 12:21:28.903,SGP-M1,5G-NR,-78.7,-11.6,0.002,0.077,1.287718,103.804755,640.0,0.0
2024-11-22 12:21:29.502,SGP-M1,5G-NR,-80.1,-11.9,0.003,0.097,1.287718,103.804755,640.0,0.0
2024-11-22 12:21:30.418,SGP-M1,5G-NR,-82.5,-12.8,0.013,0.081,1.287718,103.804755,640.0,0.0
2024-11-22 12:21:30.935,SGP-M1,5G-NR,-77.0,-11.0,0.002,0.094,1.287718,103.804755,640.0,0.0
2024-11-22 12:21:31.927,SGP-M1,5G-NR,-76.3,-10.8,0.003,0.077,1.287718,103.804755,640.0,0.0
2024-11-22 12:21:32.505,SGP-M1,5G-NR,-79.6,-11.9,0.002,0.101,1.287718,103.804755,640.0,0.0
2024-11-22 12:21:33.442,SGP-M1,5G-NR,-77.5,-11.4,0.003,0.086,1.287718,103.804755,640.0,0.0
2024-11-22 12:21:34.000,SGP-M1,5G-NR,-76.1,-11.1,0.003,0.091,1.287718,103.804755,640.0,0.0
2024-11-22 12:21:34.505,SGP-M1,5G-NR,-73.8,-10.8,0.002,0.094,1.287718,103.804755,640.0,0.0
2024-11-22 12:21:35.500,SGP-M1,5G-NR,-76.2,-10.8,0.003,0.103,1.287718,103.804755,640.0,0.0
2024-11-22 12:21:36.054,SGP-M1,5G-NR,-76.3,-11.0,0.002,0.093,1.287718,103.804755,640.0,0.0
2024-11-22 12:21:36.973,SGP-M1,5G-NR,-76.9,-11.3,0.003,0.107,1.287718,103.804755,640.0,0.0
2024-11-22 12:21:37.575,SGP-M1,5G-NR,-77.7,-11.8,0.002,0.096,1.287718,103.804755,640.0,0.0
2024-11-22 12:21:38.500,SGP-M1,5G-NR,-76.5,-11.5,0.002,0.1,1.287718,103.804755,640.0,0.0
