Time,Network,Operator,Technology,MCC,MNC,Network Thrpt DL,Network Thrpt UL,IP Thrpt UL,IP Thrpt DL,Cell ID,gNB,Num Beams,Num SCS Carrier​ (PCell),PCI​ (PCell),SS-RSRP,SS-RSRQ​ (PCell),SS-SINR​ (PCell),Beam Index​ (PCell),Max MIMO-Layers CB PUSCH,Lat,Long,Speed o.g.,SCS​ (PCell),Bandwidth DL​ (PCell),Bandwidth UL​ (PCell),TDD Slot Pattern​ (PCell),CSI-RSRP,Num PUSCH Carrier,Num Slots​ (PCell),Bytes Transferred​ (PCell),Sched PUSCH Thp​ (PCell),Net PUSCH Thp​ (PCell),Retransmission​ (PCell),Average TB Size​ (PCell),Num of TBs​ (PCell),Average RBs​ (PCell),Average MCS Index​ (PCell),PUSCH TxPower​ (PCell),PUSCH Pathloss​ (PCell),Max Num Layers​ (PCell),Modulation​ (PCell),Layer​ (PCell),MAC UL Thp​ (PCell)
12:57.6,,,5G-NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:58.0,Home network,SGP-M1,5G-NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:58.0,Home network,SGP-M1,5G-NR,525,3,,,,,11264082922,687505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:58.0,Home network,SGP-M1,5G-NR,525,3,,,,,11264082922,687505,,,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:58.2,Home network,SGP-M1,5G-NR,525,3,,,,,11264082922,687505,,,343,-68.6,-10.3,34,4,,,,,,,,,,,,,,,,,,,,,,,,,
13:00.8,Home network,SGP-M1,5G-NR,525,3,,,,,11264082922,687505,,,343,-79.3,-10.3,,4,,,,,,,,,,,,,,,,,,,,,,,,,
13:03.0,Home network,SGP-M1,5G-NR,525,3,,,0,,11264082922,687505,,,343,-79.3,-10.3,,4,,,,,,,,,,,,,,,,,,,,,,,,,
13:03.0,Home network,SGP-M1,5G-NR,525,3,,,0,0,11264082922,687505,,,343,-79.3,-10.3,,4,,,,,,,,,,,,,,,,,,,,,,,,,
13:03.2,Home network,SGP-M1,5G-NR,525,3,,,0,0,11264082922,687505,,,343,-79.3,-10.3,,4,,1.299894,103.781259,0,,,,,,,,,,,,,,,,,,,,,
13:03.2,Home network,SGP-M1,5G-NR,525,3,,,0,0,11264082922,687505,,,343,-79.3,-10.3,,4,,,,,,,,,,,,,,,,,,,,,,,,,
13:03.3,Home network,SGP-M1,5G-NR,525,3,,,0,0,11264082922,687505,,,343,-77,-10.3,28.8,4,,,,,,,,,,,,,,,,,,,,,,,,,
13:03.3,Home network,SGP-M1,5G-NR,525,3,,,0,0,11264082922,687505,,,343,-77,-10.3,28.8,4,,,,,,,,,,1,,,,,,,,,,,,,,,
13:03.3,Home network,SGP-M1,5G-NR,525,3,,,0,0,11264082922,687505,,,343,-77,-10.3,28.8,4,,,,,,,,,,1,0,0,0,0,,,0,,,,,,,,
13:03.4,Home network,SGP-M1,5G-NR,525,3,0.04,,0,0,11264082922,687505,,,343,-77,-10.3,28.8,4,,,,,,,,,,1,0,0,0,0,,,0,,,,,,,,
13:03.4,Home network,SGP-M1,5G-NR,525,3,0.04,0.003,0,0,11264082922,687505,,,343,-77,-10.3,28.8,4,,,,,,,,,,1,0,0,0,0,,,0,,,,,,,,
13:03.4,Home network,SGP-M1,5G-NR,525,3,0.04,0.003,0,0,11264082922,687505,,,343,-77,-10.3,28.8,4,,,,,,,,,,1,1,11,0.003,0.003,0,11,1,3,0,,,,,,
13:03.4,Home network,SGP-M1,5G-NR,525,3,0.04,0.003,0,0,11264082922,687505,,,343,-77,-10.3,28.8,4,,,,,,,,,,1,1,11,0.003,0.003,0,11,1,3,0,,,,QPSK: 100.0,,
13:03.5,Home network,SGP-M1,5G-NR,525,3,0.04,0.003,0.001,0,11264082922,687505,,,343,-77,-10.3,28.8,4,,,,,,,,,,1,1,11,0.003,0.003,0,11,1,3,0,,,,QPSK: 100.0,,
13:03.8,Home network,SGP-M1,5G-NR,525,3,0.04,0.003,0.001,0,11264082922,687505,,,343,-77.8,-10.3,30.2,4,,,,,,,,,,1,1,11,0.003,0.003,0,11,1,3,0,,,,QPSK: 100.0,,
13:03.9,Home network,SGP-M1,5G-NR,525,3,332.427,0.003,0.001,0,11264082922,687505,,,343,-77.8,-10.3,30.2,4,,,,,,,,,,1,1,11,0.003,0.003,0,11,1,3,0,,,,QPSK: 100.0,,
13:03.9,Home network,SGP-M1,5G-NR,525,3,332.427,0.122,0.001,0,11264082922,687505,,,343,-77.8,-10.3,30.2,4,,,,,,,,,,1,1,11,0.003,0.003,0,11,1,3,0,,,,QPSK: 100.0,,
13:03.9,Home network,SGP-M1,5G-NR,525,3,332.427,0.122,0.001,0,11264082922,687505,,,343,-77.8,-10.3,30.2,4,,,,,,,,,,1,51,7880,0.122,0.122,0,154.5,51,3,11.2,11.3,96.6,1,QPSK: 100.0,,
13:03.9,Home network,SGP-M1,5G-NR,525,3,332.427,0.122,0.001,0,11264082922,687505,,,343,-77.8,-10.3,30.2,4,,,,,,,,,,1,51,7880,0.122,0.122,0,154.5,51,3,11.2,11.3,96.6,1,64-QAM: 62.7,,
13:03.9,Home network,SGP-M1,5G-NR,525,3,332.427,0.122,0.001,0,11264082922,687505,,,343,-77.8,-10.3,30.2,4,,,,,,,,,,1,51,7880,0.122,0.122,0,154.5,51,3,11.2,11.3,96.6,1,64-QAM: 62.7,1 Layer: 100.0,
13:04.0,Home network,SGP-M1,5G-NR,525,3,332.427,0.122,0.01,0,11264082922,687505,,,343,-77.8,-10.3,30.2,4,,,,,,,,,,1,51,7880,0.122,0.122,0,154.5,51,3,11.2,11.3,96.6,1,64-QAM: 62.7,1 Layer: 100.0,
13:04.0,Home network,SGP-M1,5G-NR,525,3,332.427,0.122,0.01,589.12,11264082922,687505,,,343,-77.8,-10.3,30.2,4,,,,,,,,,,1,51,7880,0.122,0.122,0,154.5,51,3,11.2,11.3,96.6,1,64-QAM: 62.7,1 Layer: 100.0,
13:04.3,Home network,SGP-M1,5G-NR,525,3,332.427,0.122,0.01,589.12,11264082922,687505,,,343,-80.1,-10.4,29.8,4,,,,,,,,,,1,51,7880,0.122,0.122,0,154.5,51,3,11.2,11.3,96.6,1,64-QAM: 62.7,1 Layer: 100.0,
13:04.4,Home network,SGP-M1,5G-NR,525,3,857.497,0.122,0.01,589.12,11264082922,687505,,,343,-80.1,-10.4,29.8,4,,,,,,,,,,1,51,7880,0.122,0.122,0,154.5,51,3,11.2,11.3,96.6,1,64-QAM: 62.7,1 Layer: 100.0,
13:04.4,Home network,SGP-M1,5G-NR,525,3,857.497,0.167,0.01,589.12,11264082922,687505,,,343,-80.1,-10.4,29.8,4,,,,,,,,,,1,51,7880,0.122,0.122,0,154.5,51,3,11.2,11.3,96.6,1,64-QAM: 62.7,1 Layer: 100.0,
13:04.4,Home network,SGP-M1,5G-NR,525,3,857.497,0.167,0.01,589.12,11264082922,687505,,,343,-80.1,-10.4,29.8,4,,,,,,,,,,1,58,10706,0.167,0.167,0,184.6,58,3,11.8,7.8,96.7,1,64-QAM: 62.7,1 Layer: 100.0,
13:04.4,Home network,SGP-M1,5G-NR,525,3,857.497,0.167,0.01,589.12,11264082922,687505,,,343,-80.1,-10.4,29.8,4,,,,,,,,,,1,58,10706,0.167,0.167,0,184.6,58,3,11.8,7.8,96.7,1,64-QAM: 84.5,1 Layer: 100.0,
13:04.5,Home network,SGP-M1,5G-NR,525,3,857.497,0.167,0,589.12,11264082922,687505,,,343,-80.1,-10.4,29.8,4,,,,,,,,,,1,58,10706,0.167,0.167,0,184.6,58,3,11.8,7.8,96.7,1,64-QAM: 84.5,1 Layer: 100.0,
13:04.5,Home network,SGP-M1,5G-NR,525,3,857.497,0.167,0,869.588,11264082922,687505,,,343,-80.1,-10.4,29.8,4,,,,,,,,,,1,58,10706,0.167,0.167,0,184.6,58,3,11.8,7.8,96.7,1,64-QAM: 84.5,1 Layer: 100.0,
13:04.8,Home network,SGP-M1,5G-NR,525,3,857.497,0.167,0,869.588,11264082922,687505,,,343,-78.3,-10.4,30.8,4,,,,,,,,,,1,58,10706,0.167,0.167,0,184.6,58,3,11.8,7.8,96.7,1,64-QAM: 84.5,1 Layer: 100.0,
13:04.9,Home network,SGP-M1,5G-NR,525,3,827.634,0.167,0,869.588,11264082922,687505,,,343,-78.3,-10.4,30.8,4,,,,,,,,,,1,58,10706,0.167,0.167,0,184.6,58,3,11.8,7.8,96.7,1,64-QAM: 84.5,1 Layer: 100.0,
13:04.9,Home network,SGP-M1,5G-NR,525,3,827.634,0.161,0,869.588,11264082922,687505,,,343,-78.3,-10.4,30.8,4,,,,,,,,,,1,58,10706,0.167,0.167,0,184.6,58,3,11.8,7.8,96.7,1,64-QAM: 84.5,1 Layer: 100.0,
13:04.9,Home network,SGP-M1,5G-NR,525,3,827.634,0.161,0,869.588,11264082922,687505,,,343,-78.3,-10.4,30.8,4,,,,,,,,,,1,57,10444,0.161,0.161,0,183.2,57,3,12.2,3.3,93.3,1,64-QAM: 84.5,1 Layer: 100.0,
13:04.9,Home network,SGP-M1,5G-NR,525,3,827.634,0.161,0,869.588,11264082922,687505,,,343,-78.3,-10.4,30.8,4,,,,,,,,,,1,57,10444,0.161,0.161,0,183.2,57,3,12.2,3.3,93.3,1,64-QAM: 89.5,1 Layer: 100.0,
13:04.9,Home network,SGP-M1,5G-NR,525,3,827.634,0.161,0,869.588,11264082922,687505,,,343,-78.3,-10.4,30.8,4,,1.299894,103.781258,0,,,,,,1,57,10444,0.161,0.161,0,183.2,57,3,12.2,3.3,93.3,1,64-QAM: 89.5,1 Layer: 100.0,
13:05.0,Home network,SGP-M1,5G-NR,525,3,827.634,0.161,0,864.959,11264082922,687505,,,343,-78.3,-10.4,30.8,4,,1.299894,103.781258,0,,,,,,1,57,10444,0.161,0.161,0,183.2,57,3,12.2,3.3,93.3,1,64-QAM: 89.5,1 Layer: 100.0,
13:05.0,Home network,SGP-M1,5G-NR,525,3,827.634,0.161,0,864.959,11264082922,687505,,,343,-78.3,-10.4,30.8,4,,,,,,,,,,1,57,10444,0.161,0.161,0,183.2,57,3,12.2,3.3,93.3,1,64-QAM: 89.5,1 Layer: 100.0,
13:05.3,Home network,SGP-M1,5G-NR,525,3,827.634,0.161,0,864.959,11264082922,687505,,,343,-74.3,-10.4,32.9,4,,,,,,,,,,1,57,10444,0.161,0.161,0,183.2,57,3,12.2,3.3,93.3,1,64-QAM: 89.5,1 Layer: 100.0,
13:05.4,Home network,SGP-M1,5G-NR,525,3,893.195,0.161,0,864.959,11264082922,687505,,,343,-74.3,-10.4,32.9,4,,,,,,,,,,1,57,10444,0.161,0.161,0,183.2,57,3,12.2,3.3,93.3,1,64-QAM: 89.5,1 Layer: 100.0,
13:05.4,Home network,SGP-M1,5G-NR,525,3,893.195,0.175,0,864.959,11264082922,687505,,,343,-74.3,-10.4,32.9,4,,,,,,,,,,1,57,10444,0.161,0.161,0,183.2,57,3,12.2,3.3,93.3,1,64-QAM: 89.5,1 Layer: 100.0,
13:05.4,Home network,SGP-M1,5G-NR,525,3,893.195,0.175,0,864.959,11264082922,687505,,,343,-74.3,-10.4,32.9,4,,,,,,,,,,1,54,11145,0.175,0.175,0,206.4,54,3,12.9,-0.1,90.3,1,64-QAM: 89.5,1 Layer: 100.0,
13:05.4,Home network,SGP-M1,5G-NR,525,3,893.195,0.175,0,864.959,11264082922,687505,,,343,-74.3,-10.4,32.9,4,,,,,,,,,,1,54,11145,0.175,0.175,0,206.4,54,3,12.9,-0.1,90.3,1,64-QAM: 98.1,1 Layer: 100.0,
13:05.5,Home network,SGP-M1,5G-NR,525,3,893.195,0.175,0,885.431,11264082922,687505,,,343,-74.3,-10.4,32.9,4,,,,,,,,,,1,54,11145,0.175,0.175,0,206.4,54,3,12.9,-0.1,90.3,1,64-QAM: 98.1,1 Layer: 100.0,
13:05.8,Home network,SGP-M1,5G-NR,525,3,893.195,0.175,0,885.431,11264082922,687505,,,343,-70.8,-10.4,33.1,4,,,,,,,,,,1,54,11145,0.175,0.175,0,206.4,54,3,12.9,-0.1,90.3,1,64-QAM: 98.1,1 Layer: 100.0,
13:05.9,Home network,SGP-M1,5G-NR,525,3,897.194,0.175,0,885.431,11264082922,687505,,,343,-70.8,-10.4,33.1,4,,,,,,,,,,1,54,11145,0.175,0.175,0,206.4,54,3,12.9,-0.1,90.3,1,64-QAM: 98.1,1 Layer: 100.0,
13:05.9,Home network,SGP-M1,5G-NR,525,3,897.194,0.163,0,885.431,11264082922,687505,,,343,-70.8,-10.4,33.1,4,,,,,,,,,,1,54,11145,0.175,0.175,0,206.4,54,3,12.9,-0.1,90.3,1,64-QAM: 98.1,1 Layer: 100.0,
13:05.9,Home network,SGP-M1,5G-NR,525,3,897.194,0.163,0,885.431,11264082922,687505,,,343,-70.8,-10.4,33.1,4,,,,,,,,,,1,53,10452,0.163,0.163,0,197.2,53,3,12.3,0.1,88,1,64-QAM: 98.1,1 Layer: 100.0,
13:05.9,Home network,SGP-M1,5G-NR,525,3,897.194,0.163,0,885.431,11264082922,687505,,,343,-70.8,-10.4,33.1,4,,,,,,,,,,1,53,10452,0.163,0.163,0,197.2,53,3,12.3,0.1,88,1,64-QAM: 92.5,1 Layer: 100.0,
13:06.0,Home network,SGP-M1,5G-NR,525,3,897.194,0.163,0,887.203,11264082922,687505,,,343,-70.8,-10.4,33.1,4,,,,,,,,,,1,53,10452,0.163,0.163,0,197.2,53,3,12.3,0.1,88,1,64-QAM: 92.5,1 Layer: 100.0,
13:06.3,Home network,SGP-M1,5G-NR,525,3,897.194,0.163,0,887.203,11264082922,687505,,,343,-70,-10.3,31.6,4,,,,,,,,,,1,53,10452,0.163,0.163,0,197.2,53,3,12.3,0.1,88,1,64-QAM: 92.5,1 Layer: 100.0,
13:06.4,Home network,SGP-M1,5G-NR,525,3,848.547,0.163,0,887.203,11264082922,687505,,,343,-70,-10.3,31.6,4,,,,,,,,,,1,53,10452,0.163,0.163,0,197.2,53,3,12.3,0.1,88,1,64-QAM: 92.5,1 Layer: 100.0,
13:06.4,Home network,SGP-M1,5G-NR,525,3,848.547,0.177,0,887.203,11264082922,687505,,,343,-70,-10.3,31.6,4,,,,,,,,,,1,53,10452,0.163,0.163,0,197.2,53,3,12.3,0.1,88,1,64-QAM: 92.5,1 Layer: 100.0,
13:06.4,Home network,SGP-M1,5G-NR,525,3,848.547,0.177,0,887.203,11264082922,687505,,,343,-70,-10.3,31.6,4,,,,,,,,,,1,55,11326,0.177,0.177,0,205.9,55,3,12.8,0.9,89.1,1,64-QAM: 92.5,1 Layer: 100.0,
13:06.4,Home network,SGP-M1,5G-NR,525,3,848.547,0.177,0,887.203,11264082922,687505,,,343,-70,-10.3,31.6,4,,,,,,,,,,1,55,11326,0.177,0.177,0,205.9,55,3,12.8,0.9,89.1,1,64-QAM: 92.7,1 Layer: 100.0,
13:06.5,Home network,SGP-M1,5G-NR,525,3,848.547,0.177,0,846.666,11264082922,687505,,,343,-70,-10.3,31.6,4,,,,,,,,,,1,55,11326,0.177,0.177,0,205.9,55,3,12.8,0.9,89.1,1,64-QAM: 92.7,1 Layer: 100.0,
13:06.6,Home network,SGP-M1,5G-NR,525,3,848.547,0.177,0,846.666,11264082922,687505,,,343,-70,-10.3,31.6,4,,1.299895,103.781257,0,,,,,,1,55,11326,0.177,0.177,0,205.9,55,3,12.8,0.9,89.1,1,64-QAM: 92.7,1 Layer: 100.0,
13:06.8,Home network,SGP-M1,5G-NR,525,3,848.547,0.177,0,846.666,11264082922,687505,,,343,-76.1,-10.3,28.5,4,,1.299895,103.781257,0,,,,,,1,55,11326,0.177,0.177,0,205.9,55,3,12.8,0.9,89.1,1,64-QAM: 92.7,1 Layer: 100.0,
13:06.9,Home network,SGP-M1,5G-NR,525,3,862.846,0.177,0,846.666,11264082922,687505,,,343,-76.1,-10.3,28.5,4,,1.299895,103.781257,0,,,,,,1,55,11326,0.177,0.177,0,205.9,55,3,12.8,0.9,89.1,1,64-QAM: 92.7,1 Layer: 100.0,
13:06.9,Home network,SGP-M1,5G-NR,525,3,862.846,0.177,0,846.666,11264082922,687505,,,343,-76.1,-10.3,28.5,4,,1.299895,103.781257,0,,,,,,1,48,11296,0.177,0.177,0,235.3,48,3,15.1,4.5,93.5,1,64-QAM: 92.7,1 Layer: 100.0,
13:06.9,Home network,SGP-M1,5G-NR,525,3,862.846,0.177,0,846.666,11264082922,687505,,,343,-76.1,-10.3,28.5,4,,1.299895,103.781257,0,,,,,,1,48,11296,0.177,0.177,0,235.3,48,3,15.1,4.5,93.5,1,64-QAM: 100.0,1 Layer: 100.0,
13:07.0,Home network,SGP-M1,5G-NR,525,3,862.846,0.177,0,926.399,11264082922,687505,,,343,-76.1,-10.3,28.5,4,,1.299895,103.781257,0,,,,,,1,48,11296,0.177,0.177,0,235.3,48,3,15.1,4.5,93.5,1,64-QAM: 100.0,1 Layer: 100.0,
13:07.0,Home network,SGP-M1,5G-NR,525,3,862.846,0.177,0,926.399,11264082922,687505,,,343,-76.1,-10.3,28.5,4,,,,,,,,,,1,48,11296,0.177,0.177,0,235.3,48,3,15.1,4.5,93.5,1,64-QAM: 100.0,1 Layer: 100.0,
13:07.4,Home network,SGP-M1,5G-NR,525,3,979.002,0.177,0,926.399,11264082922,687505,,,343,-76.1,-10.3,28.5,4,,,,,,,,,,1,48,11296,0.177,0.177,0,235.3,48,3,15.1,4.5,93.5,1,64-QAM: 100.0,1 Layer: 100.0,
13:07.4,Home network,SGP-M1,5G-NR,525,3,979.002,0.167,0,926.399,11264082922,687505,,,343,-76.1,-10.3,28.5,4,,,,,,,,,,1,48,11296,0.177,0.177,0,235.3,48,3,15.1,4.5,93.5,1,64-QAM: 100.0,1 Layer: 100.0,
13:07.4,Home network,SGP-M1,5G-NR,525,3,979.002,0.167,0,926.399,11264082922,687505,,,343,-76.1,-10.3,28.5,4,,,,,,,,,,1,55,10679,0.167,0.167,0,194.2,55,3,12.8,0.6,93.2,1,64-QAM: 100.0,1 Layer: 100.0,
13:07.4,Home network,SGP-M1,5G-NR,525,3,979.002,0.167,0,926.399,11264082922,687505,,,343,-75.1,-10.3,27.9,4,,,,,,,,,,1,55,10679,0.167,0.167,0,194.2,55,3,12.8,0.6,93.2,1,64-QAM: 100.0,1 Layer: 100.0,
13:07.5,Home network,SGP-M1,5G-NR,525,3,979.002,0.167,0,984.324,11264082922,687505,,,343,-75.1,-10.3,27.9,4,,,,,,,,,,1,55,10679,0.167,0.167,0,194.2,55,3,12.8,0.6,93.2,1,64-QAM: 100.0,1 Layer: 100.0,
13:07.9,Home network,SGP-M1,5G-NR,525,3,977.768,0.167,0,984.324,11264082922,687505,,,343,-75.1,-10.3,27.9,4,,,,,,,,,,1,55,10679,0.167,0.167,0,194.2,55,3,12.8,0.6,93.2,1,64-QAM: 100.0,1 Layer: 100.0,
13:07.9,Home network,SGP-M1,5G-NR,525,3,977.768,0.17,0,984.324,11264082922,687505,,,343,-75.1,-10.3,27.9,4,,,,,,,,,,1,55,10679,0.167,0.167,0,194.2,55,3,12.8,0.6,93.2,1,64-QAM: 100.0,1 Layer: 100.0,
13:07.9,Home network,SGP-M1,5G-NR,525,3,977.768,0.17,0,984.324,11264082922,687505,,,343,-75.1,-10.3,27.9,4,,,,,,,,,,1,52,10756,0.17,0.17,0,206.8,52,3,13.5,1.5,94.3,1,64-QAM: 100.0,1 Layer: 100.0,
13:07.9,Home network,SGP-M1,5G-NR,525,3,977.768,0.17,0,984.324,11264082922,687505,,,343,-75.7,-10.4,29.2,4,,,,,,,,,,1,52,10756,0.17,0.17,0,206.8,52,3,13.5,1.5,94.3,1,64-QAM: 100.0,1 Layer: 100.0,
13:08.0,Home network,SGP-M1,5G-NR,525,3,977.768,0.17,0,985.423,11264082922,687505,,,343,-75.7,-10.4,29.2,4,,,,,,,,,,1,52,10756,0.17,0.17,0,206.8,52,3,13.5,1.5,94.3,1,64-QAM: 100.0,1 Layer: 100.0,
13:08.3,Home network,SGP-M1,5G-NR,525,3,977.768,0.17,0,985.423,11264082922,687505,,,343,-75.7,-10.4,29.2,4,,1.299895,103.781256,0,,,,,,1,52,10756,0.17,0.17,0,206.8,52,3,13.5,1.5,94.3,1,64-QAM: 100.0,1 Layer: 100.0,
13:08.4,Home network,SGP-M1,5G-NR,525,3,873.321,0.17,0,985.423,11264082922,687505,,,343,-75.7,-10.4,29.2,4,,1.299895,103.781256,0,,,,,,1,52,10756,0.17,0.17,0,206.8,52,3,13.5,1.5,94.3,1,64-QAM: 100.0,1 Layer: 100.0,
13:08.4,Home network,SGP-M1,5G-NR,525,3,873.321,0.179,0,985.423,11264082922,687505,,,343,-75.7,-10.4,29.2,4,,1.299895,103.781256,0,,,,,,1,52,10756,0.17,0.17,0,206.8,52,3,13.5,1.5,94.3,1,64-QAM: 100.0,1 Layer: 100.0,
13:08.4,Home network,SGP-M1,5G-NR,525,3,873.321,0.179,0,985.423,11264082922,687505,,,343,-75.7,-10.4,29.2,4,,1.299895,103.781256,0,,,,,,1,55,11562,0.179,0.179,0,210.2,55,3,13,0,95,1,64-QAM: 100.0,1 Layer: 100.0,
13:08.4,Home network,SGP-M1,5G-NR,525,3,873.321,0.179,0,985.423,11264082922,687505,,,343,-75.7,-10.4,29.2,4,,1.299895,103.781256,0,,,,,,1,55,11562,0.179,0.179,0,210.2,55,3,13,0,95,1,64-QAM: 98.2,1 Layer: 100.0,
13:08.4,Home network,SGP-M1,5G-NR,525,3,873.321,0.179,0,985.423,11264082922,687505,,,343,-77,-10.4,35.3,4,,1.299895,103.781256,0,,,,,,1,55,11562,0.179,0.179,0,210.2,55,3,13,0,95,1,64-QAM: 98.2,1 Layer: 100.0,
13:08.5,Home network,SGP-M1,5G-NR,525,3,873.321,0.179,0,840.598,11264082922,687505,,,343,-77,-10.4,35.3,4,,1.299895,103.781256,0,,,,,,1,55,11562,0.179,0.179,0,210.2,55,3,13,0,95,1,64-QAM: 98.2,1 Layer: 100.0,
13:08.8,Home network,SGP-M1,5G-NR,525,3,873.321,0.179,0,840.598,11264082922,687505,,,343,-77,-10.4,35.3,4,,1.299897,103.781252,0,,,,,,1,55,11562,0.179,0.179,0,210.2,55,3,13,0,95,1,64-QAM: 98.2,1 Layer: 100.0,
13:08.9,Home network,SGP-M1,5G-NR,525,3,851.872,0.179,0,840.598,11264082922,687505,,,343,-77,-10.4,35.3,4,,1.299897,103.781252,0,,,,,,1,55,11562,0.179,0.179,0,210.2,55,3,13,0,95,1,64-QAM: 98.2,1 Layer: 100.0,
13:08.9,Home network,SGP-M1,5G-NR,525,3,851.872,0.189,0,840.598,11264082922,687505,,,343,-77,-10.4,35.3,4,,1.299897,103.781252,0,,,,,,1,55,11562,0.179,0.179,0,210.2,55,3,13,0,95,1,64-QAM: 98.2,1 Layer: 100.0,
13:08.9,Home network,SGP-M1,5G-NR,525,3,851.872,0.189,0,840.598,11264082922,687505,,,343,-77,-10.4,35.3,4,,1.299897,103.781252,0,,,,,,1,53,12115,0.189,0.189,0,228.6,53,3,13.3,2.4,96,1,64-QAM: 98.2,1 Layer: 100.0,
13:08.9,Home network,SGP-M1,5G-NR,525,3,851.872,0.189,0,840.598,11264082922,687505,,,343,-77,-10.4,35.3,4,,1.299897,103.781252,0,,,,,,1,53,12115,0.189,0.189,0,228.6,53,3,13.3,2.4,96,1,64-QAM: 90.6,1 Layer: 100.0,
13:08.9,Home network,SGP-M1,5G-NR,525,3,851.872,0.189,0,840.598,11264082922,687505,,,343,-76.9,-10.4,35.5,4,,1.299897,103.781252,0,,,,,,1,53,12115,0.189,0.189,0,228.6,53,3,13.3,2.4,96,1,64-QAM: 90.6,1 Layer: 100.0,
13:09.0,Home network,SGP-M1,5G-NR,525,3,851.872,0.189,0,863.22,11264082922,687505,,,343,-76.9,-10.4,35.5,4,,1.299897,103.781252,0,,,,,,1,53,12115,0.189,0.189,0,228.6,53,3,13.3,2.4,96,1,64-QAM: 90.6,1 Layer: 100.0,
13:09.0,Home network,SGP-M1,5G-NR,525,3,851.872,0.189,0,863.22,11264082922,687505,,,343,-76.9,-10.4,35.5,4,,,,,,,,,,1,53,12115,0.189,0.189,0,228.6,53,3,13.3,2.4,96,1,64-QAM: 90.6,1 Layer: 100.0,
13:09.3,Home network,SGP-M1,5G-NR,525,3,851.872,0.189,0,863.22,11264082922,687505,,,343,-76.9,-10.4,35.5,4,,1.299899,103.781249,0,,,,,,1,53,12115,0.189,0.189,0,228.6,53,3,13.3,2.4,96,1,64-QAM: 90.6,1 Layer: 100.0,
13:09.4,Home network,SGP-M1,5G-NR,525,3,881.387,0.189,0,863.22,11264082922,687505,,,343,-76.9,-10.4,35.5,4,,1.299899,103.781249,0,,,,,,1,53,12115,0.189,0.189,0,228.6,53,3,13.3,2.4,96,1,64-QAM: 90.6,1 Layer: 100.0,
13:09.4,Home network,SGP-M1,5G-NR,525,3,881.387,0.153,0,863.22,11264082922,687505,,,343,-76.9,-10.4,35.5,4,,1.299899,103.781249,0,,,,,,1,53,12115,0.189,0.189,0,228.6,53,3,13.3,2.4,96,1,64-QAM: 90.6,1 Layer: 100.0,
13:09.4,Home network,SGP-M1,5G-NR,525,3,881.387,0.153,0,863.22,11264082922,687505,,,343,-76.9,-10.4,35.5,4,,1.299899,103.781249,0,,,,,,1,53,9801,0.153,0.153,0,184.9,53,3,12.3,0.3,96.4,1,64-QAM: 90.6,1 Layer: 100.0,
13:09.4,Home network,SGP-M1,5G-NR,525,3,881.387,0.153,0,863.22,11264082922,687505,,,343,-76.9,-10.4,35.5,4,,1.299899,103.781249,0,,,,,,1,53,9801,0.153,0.153,0,184.9,53,3,12.3,0.3,96.4,1,64-QAM: 88.7,1 Layer: 100.0,
13:09.4,Home network,SGP-M1,5G-NR,525,3,881.387,0.153,0,863.22,11264082922,687505,,,343,-81.1,-10.4,35,4,,1.299899,103.781249,0,,,,,,1,53,9801,0.153,0.153,0,184.9,53,3,12.3,0.3,96.4,1,64-QAM: 88.7,1 Layer: 100.0,
13:09.5,Home network,SGP-M1,5G-NR,525,3,881.387,0.153,0,915.289,11264082922,687505,,,343,-81.1,-10.4,35,4,,1.299899,103.781249,0,,,,,,1,53,9801,0.153,0.153,0,184.9,53,3,12.3,0.3,96.4,1,64-QAM: 88.7,1 Layer: 100.0,
13:09.9,Home network,SGP-M1,5G-NR,525,3,881.387,0.153,0,915.289,11264082922,687505,,,343,-81.1,-10.4,35,4,,1.299901,103.781245,0,,,,,,1,53,9801,0.153,0.153,0,184.9,53,3,12.3,0.3,96.4,1,64-QAM: 88.7,1 Layer: 100.0,
13:09.9,Home network,SGP-M1,5G-NR,525,3,925.851,0.153,0,915.289,11264082922,687505,,,343,-81.1,-10.4,35,4,,1.299901,103.781245,0,,,,,,1,53,9801,0.153,0.153,0,184.9,53,3,12.3,0.3,96.4,1,64-QAM: 88.7,1 Layer: 100.0,
13:09.9,Home network,SGP-M1,5G-NR,525,3,925.851,0.192,0,915.289,11264082922,687505,,,343,-81.1,-10.4,35,4,,1.299901,103.781245,0,,,,,,1,53,9801,0.153,0.153,0,184.9,53,3,12.3,0.3,96.4,1,64-QAM: 88.7,1 Layer: 100.0,
13:09.9,Home network,SGP-M1,5G-NR,525,3,925.851,0.192,0,915.289,11264082922,687505,,,343,-81.1,-10.4,35,4,,1.299901,103.781245,0,,,,,,1,56,12208,0.192,0.192,0,218,56,3,14.1,2.4,92,1,64-QAM: 88.7,1 Layer: 100.0,
