Time,Network,Operator,Technology,MCC,MNC,Network Thrpt DL,Network Thrpt UL,IP Thrpt UL,IP Thrpt DL,Cell ID,gNB,Num Beams,Num SCS Carrier​ (PCell),PCI​ (PCell),SS-RSRP,SS-RSRQ​ (PCell),SS-SINR​ (PCell),Beam Index​ (PCell),Max MIMO-Layers CB PUSCH,Lat,Long,Speed o.g.,SCS​ (PCell),Bandwidth DL​ (PCell),Bandwidth UL​ (PCell),TDD Slot Pattern​ (PCell),CSI-RSRP,Num PUSCH Carrier,Num Slots​ (PCell),Bytes Transferred​ (PCell),Sched PUSCH Thp​ (PCell),Net PUSCH Thp​ (PCell),Retransmission​ (PCell),Average TB Size​ (PCell),Num of TBs​ (PCell),Average RBs​ (PCell),Average MCS Index​ (PCell),PUSCH TxPower​ (PCell),PUSCH Pathloss​ (PCell),Max Num Layers​ (PCell),Modulation​ (PCell),Layer​ (PCell),MAC UL Thp​ (PCell)
16:05.7,Home network,SGP-M1,5G-NR,525,3,156.275,0.118,0,165.134,11264084922,687505,,1,343,-96,-10.8,15.9,0,,1.29981,103.781091,1,15,23.94,23.94,,,1,33,7209,0.112,0.112,0,218.5,33,3,14.1,20,123.2,1,64-QAM: 100.0,1 Layer: 100.0,
16:05.7,Home network,SGP-M1,5G-NR,525,3,156.275,0.118,0,165.134,11264084922,687505,,1,343,-96,-10.8,15.9,0,,1.29981,103.781091,1,15,23.94,23.94,,,1,34,7570,0.118,0.118,0,222.6,34,3,14.4,20,124.7,1,64-QAM: 100.0,1 Layer: 100.0,
16:05.7,Home network,SGP-M1,5G-NR,525,3,168.153,0.118,0,165.134,11264084922,687505,,1,343,-96,-10.8,15.9,0,,1.29981,103.781091,1,15,23.94,23.94,,,1,34,7570,0.118,0.118,0,222.6,34,3,14.4,20,124.7,1,64-QAM: 100.0,1 Layer: 100.0,
16:06.0,Home network,SGP-M1,5G-NR,525,3,168.153,0.118,0,165.134,11264084922,687505,,1,343,-93.6,-11,11.9,0,,1.29981,103.781091,1,15,23.94,23.94,,,1,34,7570,0.118,0.118,0,222.6,34,3,14.4,20,124.7,1,64-QAM: 100.0,1 Layer: 100.0,
16:06.0,Home network,SGP-M1,5G-NR,525,3,168.153,0.118,0,171.277,11264084922,687505,,1,343,-93.6,-11,11.9,0,,1.29981,103.781091,1,15,23.94,23.94,,,1,34,7570,0.118,0.118,0,222.6,34,3,14.4,20,124.7,1,64-QAM: 100.0,1 Layer: 100.0,
16:06.0,Home network,SGP-M1,5G-NR,525,3,168.153,0.118,0,171.277,11264084922,687505,,1,343,-93.6,-11,11.9,0,,1.299811,103.781095,1,15,23.94,23.94,,,1,34,7570,0.118,0.118,0,222.6,34,3,14.4,20,124.7,1,64-QAM: 100.0,1 Layer: 100.0,
16:06.2,Home network,SGP-M1,5G-NR,525,3,168.153,0.121,0,171.277,11264084922,687505,,1,343,-93.6,-11,11.9,0,,1.299811,103.781095,1,15,23.94,23.94,,,1,34,7570,0.118,0.118,0,222.6,34,3,14.4,20,124.7,1,64-QAM: 100.0,1 Layer: 100.0,
16:06.2,Home network,SGP-M1,5G-NR,525,3,168.153,0.121,0,171.277,11264084922,687505,,1,343,-93.6,-11,11.9,0,,1.299811,103.781095,1,15,23.94,23.94,,,1,33,7673,0.121,0.121,0,232.5,33,3,15,20,123.8,1,64-QAM: 100.0,1 Layer: 100.0,
16:06.2,Home network,SGP-M1,5G-NR,525,3,169.707,0.121,0,171.277,11264084922,687505,,1,343,-93.6,-11,11.9,0,,1.299811,103.781095,1,15,23.94,23.94,,,1,33,7673,0.121,0.121,0,232.5,33,3,15,20,123.8,1,64-QAM: 100.0,1 Layer: 100.0,
16:06.5,Home network,SGP-M1,5G-NR,525,3,169.707,0.121,0,171.277,11264084922,687505,,1,343,-91.1,-10.6,13.6,0,,1.299811,103.781095,1,15,23.94,23.94,,,1,33,7673,0.121,0.121,0,232.5,33,3,15,20,123.8,1,64-QAM: 100.0,1 Layer: 100.0,
16:06.5,Home network,SGP-M1,5G-NR,525,3,169.707,0.121,0,159.775,11264084922,687505,,1,343,-91.1,-10.6,13.6,0,,1.299811,103.781095,1,15,23.94,23.94,,,1,33,7673,0.121,0.121,0,232.5,33,3,15,20,123.8,1,64-QAM: 100.0,1 Layer: 100.0,
16:06.6,Home network,SGP-M1,5G-NR,525,3,169.707,0.121,0,159.775,11264084922,687505,,1,343,-91.1,-10.6,13.6,0,,1.299813,103.781099,1,15,23.94,23.94,,,1,33,7673,0.121,0.121,0,232.5,33,3,15,20,123.8,1,64-QAM: 100.0,1 Layer: 100.0,
16:06.7,Home network,SGP-M1,5G-NR,525,3,147.267,0.121,0,159.775,11264084922,687505,,1,343,-91.1,-10.6,13.6,0,,1.299813,103.781099,1,15,23.94,23.94,,,1,33,7673,0.121,0.121,0,232.5,33,3,15,20,123.8,1,64-QAM: 100.0,1 Layer: 100.0,
16:06.7,Home network,SGP-M1,5G-NR,525,3,147.267,0.122,0,159.775,11264084922,687505,,1,343,-91.1,-10.6,13.6,0,,1.299813,103.781099,1,15,23.94,23.94,,,1,33,7673,0.121,0.121,0,232.5,33,3,15,20,123.8,1,64-QAM: 100.0,1 Layer: 100.0,
16:06.7,Home network,SGP-M1,5G-NR,525,3,147.267,0.122,0,159.775,11264084922,687505,,1,343,-91.1,-10.6,13.6,0,,1.299813,103.781099,1,15,23.94,23.94,,,1,34,7962,0.122,0.122,0,234.2,34,3,15.1,20,122.9,1,64-QAM: 100.0,1 Layer: 100.0,
16:07.0,Home network,SGP-M1,5G-NR,525,3,147.267,0.122,0,159.775,11264084922,687505,,1,343,-92.6,-10.6,9.2,0,,1.299813,103.781099,1,15,23.94,23.94,,,1,34,7962,0.122,0.122,0,234.2,34,3,15.1,20,122.9,1,64-QAM: 100.0,1 Layer: 100.0,
16:07.0,Home network,SGP-M1,5G-NR,525,3,147.267,0.122,0,152.7,11264084922,687505,,1,343,-92.6,-10.6,9.2,0,,1.299813,103.781099,1,15,23.94,23.94,,,1,34,7962,0.122,0.122,0,234.2,34,3,15.1,20,122.9,1,64-QAM: 100.0,1 Layer: 100.0,
16:07.2,Home network,SGP-M1,5G-NR,525,3,154.146,0.122,0,152.7,11264084922,687505,,1,343,-92.6,-10.6,9.2,0,,1.299813,103.781099,1,15,23.94,23.94,,,1,34,7962,0.122,0.122,0,234.2,34,3,15.1,20,122.9,1,64-QAM: 100.0,1 Layer: 100.0,
16:07.2,Home network,SGP-M1,5G-NR,525,3,154.146,0.119,0,152.7,11264084922,687505,,1,343,-92.6,-10.6,9.2,0,,1.299813,103.781099,1,15,23.94,23.94,,,1,34,7962,0.122,0.122,0,234.2,34,3,15.1,20,122.9,1,64-QAM: 100.0,1 Layer: 100.0,
16:07.2,Home network,SGP-M1,5G-NR,525,3,154.146,0.119,0,152.7,11264084922,687505,,1,343,-92.6,-10.6,9.2,0,,1.299813,103.781099,1,15,23.94,23.94,,,1,34,7794,0.119,0.119,0,229.2,34,3,14.8,20,121,1,64-QAM: 100.0,1 Layer: 100.0,
16:07.3,Home network,SGP-M1,5G-NR,525,3,154.146,0.119,0,152.7,11264084922,687505,,1,343,-92.6,-10.6,9.2,0,,1.299814,103.781103,1,15,23.94,23.94,,,1,34,7794,0.119,0.119,0,229.2,34,3,14.8,20,121,1,64-QAM: 100.0,1 Layer: 100.0,
16:07.5,Home network,SGP-M1,5G-NR,525,3,154.146,0.119,0,152.7,11264084922,687505,,1,343,-94.6,-11.5,9.6,0,,1.299814,103.781103,1,15,23.94,23.94,,,1,34,7794,0.119,0.119,0,229.2,34,3,14.8,20,121,1,64-QAM: 100.0,1 Layer: 100.0,
16:07.5,Home network,SGP-M1,5G-NR,525,3,154.146,0.119,0,159.364,11264084922,687505,,1,343,-94.6,-11.5,9.6,0,,1.299814,103.781103,1,15,23.94,23.94,,,1,34,7794,0.119,0.119,0,229.2,34,3,14.8,20,121,1,64-QAM: 100.0,1 Layer: 100.0,
16:07.7,Home network,SGP-M1,5G-NR,525,3,163.926,0.119,0,159.364,11264084922,687505,,1,343,-94.6,-11.5,9.6,0,,1.299814,103.781103,1,15,23.94,23.94,,,1,34,7794,0.119,0.119,0,229.2,34,3,14.8,20,121,1,64-QAM: 100.0,1 Layer: 100.0,
16:07.7,Home network,SGP-M1,5G-NR,525,3,163.926,0.126,0,159.364,11264084922,687505,,1,343,-94.6,-11.5,9.6,0,,1.299814,103.781103,1,15,23.94,23.94,,,1,34,7794,0.119,0.119,0,229.2,34,3,14.8,20,121,1,64-QAM: 100.0,1 Layer: 100.0,
16:07.7,Home network,SGP-M1,5G-NR,525,3,163.926,0.126,0,159.364,11264084922,687505,,1,343,-94.6,-11.5,9.6,0,,1.299814,103.781103,1,15,23.94,23.94,,,1,35,8091,0.126,0.126,0,231.2,35,3,14.9,20,122.3,1,64-QAM: 100.0,1 Layer: 100.0,
16:07.9,Home network,SGP-M1,5G-NR,525,3,163.926,0.126,0,159.364,11264084922,687505,,1,343,-94.6,-11.5,9.6,0,,1.299816,103.781107,1,15,23.94,23.94,,,1,35,8091,0.126,0.126,0,231.2,35,3,14.9,20,122.3,1,64-QAM: 100.0,1 Layer: 100.0,
16:08.0,Home network,SGP-M1,5G-NR,525,3,163.926,0.126,0,159.364,11264084922,687505,,1,343,-93,-10.7,11.7,0,,1.299816,103.781107,1,15,23.94,23.94,,,1,35,8091,0.126,0.126,0,231.2,35,3,14.9,20,122.3,1,64-QAM: 100.0,1 Layer: 100.0,
16:08.0,Home network,SGP-M1,5G-NR,525,3,163.926,0.126,0,162.759,11264084922,687505,,1,343,-93,-10.7,11.7,0,,1.299816,103.781107,1,15,23.94,23.94,,,1,35,8091,0.126,0.126,0,231.2,35,3,14.9,20,122.3,1,64-QAM: 100.0,1 Layer: 100.0,
16:08.2,Home network,SGP-M1,5G-NR,525,3,158.08,0.126,0,162.759,11264084922,687505,,1,343,-93,-10.7,11.7,0,,1.299816,103.781107,1,15,23.94,23.94,,,1,35,8091,0.126,0.126,0,231.2,35,3,14.9,20,122.3,1,64-QAM: 100.0,1 Layer: 100.0,
16:08.3,Home network,SGP-M1,5G-NR,525,3,158.08,0.113,0,162.759,11264084922,687505,,1,343,-93,-10.7,11.7,0,,1.299816,103.781107,1,15,23.94,23.94,,,1,35,8091,0.126,0.126,0,231.2,35,3,14.9,20,122.3,1,64-QAM: 100.0,1 Layer: 100.0,
16:08.3,Home network,SGP-M1,5G-NR,525,3,158.08,0.113,0,162.759,11264084922,687505,,1,343,-93,-10.7,11.7,0,,1.299816,103.781107,1,15,23.94,23.94,,,1,35,7555,0.116,0.113,2.9,215.9,35,3,14,20,123.9,1,64-QAM: 100.0,1 Layer: 100.0,
16:08.5,Home network,SGP-M1,5G-NR,525,3,158.08,0.113,0,162.759,11264084922,687505,,1,343,-93,-10.7,11.7,0,,1.299817,103.78111,1,15,23.94,23.94,,,1,35,7555,0.116,0.113,2.9,215.9,35,3,14,20,123.9,1,64-QAM: 100.0,1 Layer: 100.0,
16:08.5,Home network,SGP-M1,5G-NR,525,3,158.08,0.113,0,162.759,11264084922,687505,,1,343,-96.9,-11.8,13.2,0,,1.299817,103.78111,1,15,23.94,23.94,,,1,35,7555,0.116,0.113,2.9,215.9,35,3,14,20,123.9,1,64-QAM: 100.0,1 Layer: 100.0,
16:08.5,Home network,SGP-M1,5G-NR,525,3,158.08,0.113,0.002,162.759,11264084922,687505,,1,343,-96.9,-11.8,13.2,0,,1.299817,103.78111,1,15,23.94,23.94,,,1,35,7555,0.116,0.113,2.9,215.9,35,3,14,20,123.9,1,64-QAM: 100.0,1 Layer: 100.0,
16:08.5,Home network,SGP-M1,5G-NR,525,3,158.08,0.113,0.002,164.012,11264084922,687505,,1,343,-96.9,-11.8,13.2,0,,1.299817,103.78111,1,15,23.94,23.94,,,1,35,7555,0.116,0.113,2.9,215.9,35,3,14,20,123.9,1,64-QAM: 100.0,1 Layer: 100.0,
16:08.7,Home network,SGP-M1,5G-NR,525,3,166.267,0.113,0.002,164.012,11264084922,687505,,1,343,-96.9,-11.8,13.2,0,,1.299817,103.78111,1,15,23.94,23.94,,,1,35,7555,0.116,0.113,2.9,215.9,35,3,14,20,123.9,1,64-QAM: 100.0,1 Layer: 100.0,
16:08.8,Home network,SGP-M1,5G-NR,525,3,166.267,0.143,0.002,164.012,11264084922,687505,,1,343,-96.9,-11.8,13.2,0,,1.299817,103.78111,1,15,23.94,23.94,,,1,35,7555,0.116,0.113,2.9,215.9,35,3,14,20,123.9,1,64-QAM: 100.0,1 Layer: 100.0,
16:08.8,Home network,SGP-M1,5G-NR,525,3,166.267,0.143,0.002,164.012,11264084922,687505,,1,343,-96.9,-11.8,13.2,0,,1.299817,103.78111,1,15,23.94,23.94,,,1,42,9394,0.146,0.143,2.4,223.7,42,3,14.4,20,120.2,1,64-QAM: 100.0,1 Layer: 100.0,
16:09.0,Home network,SGP-M1,5G-NR,525,3,166.267,0.143,0.002,164.012,11264084922,687505,,1,343,-89.2,-10.8,10.8,0,,1.299817,103.78111,1,15,23.94,23.94,,,1,42,9394,0.146,0.143,2.4,223.7,42,3,14.4,20,120.2,1,64-QAM: 100.0,1 Layer: 100.0,
16:09.0,Home network,SGP-M1,5G-NR,525,3,166.267,0.143,0.002,171.93,11264084922,687505,,1,343,-89.2,-10.8,10.8,0,,1.299817,103.78111,1,15,23.94,23.94,,,1,42,9394,0.146,0.143,2.4,223.7,42,3,14.4,20,120.2,1,64-QAM: 100.0,1 Layer: 100.0,
16:09.1,Home network,SGP-M1,5G-NR,525,3,166.267,0.143,0.002,171.93,11264084922,687505,,1,343,-89.2,-10.8,10.8,0,,1.299819,103.781114,1,15,23.94,23.94,,,1,42,9394,0.146,0.143,2.4,223.7,42,3,14.4,20,120.2,1,64-QAM: 100.0,1 Layer: 100.0,
16:09.2,Home network,SGP-M1,5G-NR,525,3,186.838,0.143,0.002,171.93,11264084922,687505,,1,343,-89.2,-10.8,10.8,0,,1.299819,103.781114,1,15,23.94,23.94,,,1,42,9394,0.146,0.143,2.4,223.7,42,3,14.4,20,120.2,1,64-QAM: 100.0,1 Layer: 100.0,
16:09.3,Home network,SGP-M1,5G-NR,525,3,186.838,0.197,0.002,171.93,11264084922,687505,,1,343,-89.2,-10.8,10.8,0,,1.299819,103.781114,1,15,23.94,23.94,,,1,42,9394,0.146,0.143,2.4,223.7,42,3,14.4,20,120.2,1,64-QAM: 100.0,1 Layer: 100.0,
16:09.3,Home network,SGP-M1,5G-NR,525,3,186.838,0.197,0.002,171.93,11264084922,687505,,1,343,-89.2,-10.8,10.8,0,,1.299819,103.781114,1,15,23.94,23.94,,,1,50,12614,0.197,0.197,0,252.3,50,3,16.1,20,119.5,1,64-QAM: 100.0,1 Layer: 100.0,
16:09.5,Home network,SGP-M1,5G-NR,525,3,186.838,0.197,0.014,171.93,11264084922,687505,,1,343,-89.2,-10.8,10.8,0,,1.299819,103.781114,1,15,23.94,23.94,,,1,50,12614,0.197,0.197,0,252.3,50,3,16.1,20,119.5,1,64-QAM: 100.0,1 Layer: 100.0,
16:09.5,Home network,SGP-M1,5G-NR,525,3,186.838,0.197,0.014,134.009,11264084922,687505,,1,343,-89.2,-10.8,10.8,0,,1.299819,103.781114,1,15,23.94,23.94,,,1,50,12614,0.197,0.197,0,252.3,50,3,16.1,20,119.5,1,64-QAM: 100.0,1 Layer: 100.0,
16:09.5,Home network,SGP-M1,5G-NR,525,3,186.838,0.197,0.014,134.009,11264084922,687505,,1,343,-86.5,-11.2,16.4,0,,1.299819,103.781114,1,15,23.94,23.94,,,1,50,12614,0.197,0.197,0,252.3,50,3,16.1,20,119.5,1,64-QAM: 100.0,1 Layer: 100.0,
16:09.7,Home network,SGP-M1,5G-NR,525,3,186.838,0.197,0.014,134.009,11264084922,687505,,1,343,-86.5,-11.2,16.4,0,,1.29982,103.781118,1,15,23.94,23.94,,,1,50,12614,0.197,0.197,0,252.3,50,3,16.1,20,119.5,1,64-QAM: 100.0,1 Layer: 100.0,
16:09.7,Home network,SGP-M1,5G-NR,525,3,42.883,0.197,0.014,134.009,11264084922,687505,,1,343,-86.5,-11.2,16.4,0,,1.29982,103.781118,1,15,23.94,23.94,,,1,50,12614,0.197,0.197,0,252.3,50,3,16.1,20,119.5,1,64-QAM: 100.0,1 Layer: 100.0,
16:09.8,Home network,SGP-M1,5G-NR,525,3,42.883,0.206,0.014,134.009,11264084922,687505,,1,343,-86.5,-11.2,16.4,0,,1.29982,103.781118,1,15,23.94,23.94,,,1,50,12614,0.197,0.197,0,252.3,50,3,16.1,20,119.5,1,64-QAM: 100.0,1 Layer: 100.0,
16:09.8,Home network,SGP-M1,5G-NR,525,3,42.883,0.206,0.014,134.009,11264084922,687505,,1,343,-86.5,-11.2,16.4,0,,1.29982,103.781118,1,15,23.94,23.94,,,1,50,13538,0.206,0.206,0,270.8,50,3,17.1,20,116.8,1,64-QAM: 100.0,1 Layer: 100.0,
16:10.0,Home network,SGP-M1,5G-NR,525,3,42.883,0.206,0.011,134.009,11264084922,687505,,1,343,-86.5,-11.2,16.4,0,,1.29982,103.781118,1,15,23.94,23.94,,,1,50,13538,0.206,0.206,0,270.8,50,3,17.1,20,116.8,1,64-QAM: 100.0,1 Layer: 100.0,
16:10.0,Home network,SGP-M1,5G-NR,525,3,42.883,0.206,0.011,112.582,11264084922,687505,,1,343,-86.5,-11.2,16.4,0,,1.29982,103.781118,1,15,23.94,23.94,,,1,50,13538,0.206,0.206,0,270.8,50,3,17.1,20,116.8,1,64-QAM: 100.0,1 Layer: 100.0,
16:10.0,Home network,SGP-M1,5G-NR,525,3,42.883,0.206,0.011,112.582,11264084922,687505,,1,343,-81.8,-10.6,16.1,0,,1.29982,103.781118,1,15,23.94,23.94,,,1,50,13538,0.206,0.206,0,270.8,50,3,17.1,20,116.8,1,64-QAM: 100.0,1 Layer: 100.0,
16:10.2,Home network,SGP-M1,5G-NR,525,3,202.21,0.206,0.011,112.582,11264084922,687505,,1,343,-81.8,-10.6,16.1,0,,1.29982,103.781118,1,15,23.94,23.94,,,1,50,13538,0.206,0.206,0,270.8,50,3,17.1,20,116.8,1,64-QAM: 100.0,1 Layer: 100.0,
16:10.3,Home network,SGP-M1,5G-NR,525,3,202.21,0.213,0.011,112.582,11264084922,687505,,1,343,-81.8,-10.6,16.1,0,,1.29982,103.781118,1,15,23.94,23.94,,,1,50,13538,0.206,0.206,0,270.8,50,3,17.1,20,116.8,1,64-QAM: 100.0,1 Layer: 100.0,
16:10.3,Home network,SGP-M1,5G-NR,525,3,202.21,0.213,0.011,112.582,11264084922,687505,,1,343,-81.8,-10.6,16.1,0,,1.29982,103.781118,1,15,23.94,23.94,,,1,50,13690,0.213,0.213,0,273.8,50,3,17.3,20,115.2,1,64-QAM: 100.0,1 Layer: 100.0,
16:10.3,Home network,SGP-M1,5G-NR,525,3,202.21,0.213,0.011,112.582,11264084922,687505,,1,343,-81.8,-10.6,16.1,0,,1.29982,103.781118,1,15,23.94,23.94,,,1,50,13690,0.213,0.213,0,273.8,50,3,17.3,20,115.2,1,64-QAM: 98.0,1 Layer: 100.0,
16:10.3,Home network,SGP-M1,5G-NR,525,3,202.21,0.213,0.011,112.582,11264084922,687505,,1,343,-81.8,-10.6,16.1,0,,1.299822,103.781122,1,15,23.94,23.94,,,1,50,13690,0.213,0.213,0,273.8,50,3,17.3,20,115.2,1,64-QAM: 98.0,1 Layer: 100.0,
16:10.5,Home network,SGP-M1,5G-NR,525,3,202.21,0.213,0,112.582,11264084922,687505,,1,343,-81.8,-10.6,16.1,0,,1.299822,103.781122,1,15,23.94,23.94,,,1,50,13690,0.213,0.213,0,273.8,50,3,17.3,20,115.2,1,64-QAM: 98.0,1 Layer: 100.0,
16:10.5,Home network,SGP-M1,5G-NR,525,3,202.21,0.213,0,197.59,11264084922,687505,,1,343,-81.8,-10.6,16.1,0,,1.299822,103.781122,1,15,23.94,23.94,,,1,50,13690,0.213,0.213,0,273.8,50,3,17.3,20,115.2,1,64-QAM: 98.0,1 Layer: 100.0,
16:10.5,Home network,SGP-M1,5G-NR,525,3,202.21,0.213,0,197.59,11264084922,687505,,1,343,-81.7,-10.5,13.8,0,,1.299822,103.781122,1,15,23.94,23.94,,,1,50,13690,0.213,0.213,0,273.8,50,3,17.3,20,115.2,1,64-QAM: 98.0,1 Layer: 100.0,
16:10.7,Home network,SGP-M1,5G-NR,525,3,193.483,0.213,0,197.59,11264084922,687505,,1,343,-81.7,-10.5,13.8,0,,1.299822,103.781122,1,15,23.94,23.94,,,1,50,13690,0.213,0.213,0,273.8,50,3,17.3,20,115.2,1,64-QAM: 98.0,1 Layer: 100.0,
16:10.8,Home network,SGP-M1,5G-NR,525,3,193.483,0.239,0,197.59,11264084922,687505,,1,343,-81.7,-10.5,13.8,0,,1.299822,103.781122,1,15,23.94,23.94,,,1,50,13690,0.213,0.213,0,273.8,50,3,17.3,20,115.2,1,64-QAM: 98.0,1 Layer: 100.0,
16:10.8,Home network,SGP-M1,5G-NR,525,3,193.483,0.239,0,197.59,11264084922,687505,,1,343,-81.7,-10.5,13.8,0,,1.299822,103.781122,1,15,23.94,23.94,,,1,51,15303,0.239,0.234,2,300.1,51,3,19.2,18.5,115.5,1,64-QAM: 98.0,1 Layer: 100.0,
16:10.8,Home network,SGP-M1,5G-NR,525,3,193.483,0.239,0,197.59,11264084922,687505,,1,343,-81.7,-10.5,13.8,0,,1.299822,103.781122,1,15,23.94,23.94,,,1,51,15303,0.239,0.234,2,300.1,51,3,19.2,18.5,115.5,1,256-QAM: 58.8,1 Layer: 100.0,
16:10.9,Home network,SGP-M1,5G-NR,525,3,193.483,0.239,0,197.59,11264084922,687505,,1,343,-81.7,-10.5,13.8,0,,1.299823,103.781126,2,15,23.94,23.94,,,1,51,15303,0.239,0.234,2,300.1,51,3,19.2,18.5,115.5,1,256-QAM: 58.8,1 Layer: 100.0,
16:11.0,Home network,SGP-M1,5G-NR,525,3,193.483,0.239,0,207.387,11264084922,687505,,1,343,-81.7,-10.5,13.8,0,,1.299823,103.781126,2,15,23.94,23.94,,,1,51,15303,0.239,0.234,2,300.1,51,3,19.2,18.5,115.5,1,256-QAM: 58.8,1 Layer: 100.0,
16:11.0,Home network,SGP-M1,5G-NR,525,3,193.483,0.239,0,207.387,11264084922,687505,,1,343,-88,-11.2,15.9,0,,1.299823,103.781126,2,15,23.94,23.94,,,1,51,15303,0.239,0.234,2,300.1,51,3,19.2,18.5,115.5,1,256-QAM: 58.8,1 Layer: 100.0,
16:11.2,Home network,SGP-M1,5G-NR,525,3,218.456,0.239,0,207.387,11264084922,687505,,1,343,-88,-11.2,15.9,0,,1.299823,103.781126,2,15,23.94,23.94,,,1,51,15303,0.239,0.234,2,300.1,51,3,19.2,18.5,115.5,1,256-QAM: 58.8,1 Layer: 100.0,
16:11.3,Home network,SGP-M1,5G-NR,525,3,218.456,0.228,0,207.387,11264084922,687505,,1,343,-88,-11.2,15.9,0,,1.299823,103.781126,2,15,23.94,23.94,,,1,51,15303,0.239,0.234,2,300.1,51,3,19.2,18.5,115.5,1,256-QAM: 58.8,1 Layer: 100.0,
16:11.3,Home network,SGP-M1,5G-NR,525,3,218.456,0.228,0,207.387,11264084922,687505,,1,343,-88,-11.2,15.9,0,,1.299823,103.781126,2,15,23.94,23.94,,,1,51,14991,0.232,0.232,0,293.9,51,3,18.7,19.5,116.2,1,256-QAM: 58.8,1 Layer: 100.0,
16:11.3,Home network,SGP-M1,5G-NR,525,3,218.456,0.228,0,207.387,11264084922,687505,,1,343,-88,-11.2,15.9,0,,1.299823,103.781126,2,15,23.94,23.94,,,1,51,14991,0.232,0.232,0,293.9,51,3,18.7,19.5,116.2,1,64-QAM: 78.4,1 Layer: 100.0,
16:11.4,Home network,SGP-M1,5G-NR,525,3,218.456,0.228,0,207.387,11264084922,687505,,1,343,-88,-11.2,15.9,0,,1.299821,103.78113,2,15,23.94,23.94,,,1,51,14991,0.232,0.232,0,293.9,51,3,18.7,19.5,116.2,1,64-QAM: 78.4,1 Layer: 100.0,
16:11.5,Home network,SGP-M1,5G-NR,525,3,218.456,0.228,0,213.429,11264084922,687505,,1,343,-88,-11.2,15.9,0,,1.299821,103.78113,2,15,23.94,23.94,,,1,51,14991,0.232,0.232,0,293.9,51,3,18.7,19.5,116.2,1,64-QAM: 78.4,1 Layer: 100.0,
16:11.5,Home network,SGP-M1,5G-NR,525,3,218.456,0.228,0,213.429,11264084922,687505,,1,343,-83.8,-10.6,10.4,0,,1.299821,103.78113,2,15,23.94,23.94,,,1,51,14991,0.232,0.232,0,293.9,51,3,18.7,19.5,116.2,1,64-QAM: 78.4,1 Layer: 100.0,
16:11.7,Home network,SGP-M1,5G-NR,525,3,195.002,0.228,0,213.429,11264084922,687505,,1,343,-83.8,-10.6,10.4,0,,1.299821,103.78113,2,15,23.94,23.94,,,1,51,14991,0.232,0.232,0,293.9,51,3,18.7,19.5,116.2,1,64-QAM: 78.4,1 Layer: 100.0,
16:11.8,Home network,SGP-M1,5G-NR,525,3,195.002,0.224,0,213.429,11264084922,687505,,1,343,-83.8,-10.6,10.4,0,,1.299821,103.78113,2,15,23.94,23.94,,,1,51,14991,0.232,0.232,0,293.9,51,3,18.7,19.5,116.2,1,64-QAM: 78.4,1 Layer: 100.0,
16:11.8,Home network,SGP-M1,5G-NR,525,3,195.002,0.224,0,213.429,11264084922,687505,,1,343,-83.8,-10.6,10.4,0,,1.299821,103.78113,2,15,23.94,23.94,,,1,50,14674,0.224,0.224,0,293.5,50,3,18.7,19.4,117.6,1,64-QAM: 78.4,1 Layer: 100.0,
16:11.8,Home network,SGP-M1,5G-NR,525,3,195.002,0.224,0,213.429,11264084922,687505,,1,343,-83.8,-10.6,10.4,0,,1.299821,103.78113,2,15,23.94,23.94,,,1,50,14674,0.224,0.224,0,293.5,50,3,18.7,19.4,117.6,1,64-QAM: 74.0,1 Layer: 100.0,
16:11.8,Home network,SGP-M1,5G-NR,525,3,195.002,0.224,0,213.429,11264084922,687505,,1,343,-83.8,-10.6,10.4,0,,1.299819,103.781133,2,15,23.94,23.94,,,1,50,14674,0.224,0.224,0,293.5,50,3,18.7,19.4,117.6,1,64-QAM: 74.0,1 Layer: 100.0,
16:12.0,Home network,SGP-M1,5G-NR,525,3,195.002,0.224,0,180.574,11264084922,687505,,1,343,-83.8,-10.6,10.4,0,,1.299819,103.781133,2,15,23.94,23.94,,,1,50,14674,0.224,0.224,0,293.5,50,3,18.7,19.4,117.6,1,64-QAM: 74.0,1 Layer: 100.0,
16:12.0,Home network,SGP-M1,5G-NR,525,3,195.002,0.224,0,180.574,11264084922,687505,,1,343,-86.6,-10.9,9.9,0,,1.299819,103.781133,2,15,23.94,23.94,,,1,50,14674,0.224,0.224,0,293.5,50,3,18.7,19.4,117.6,1,64-QAM: 74.0,1 Layer: 100.0,
16:12.2,Home network,SGP-M1,5G-NR,525,3,195.002,0.224,0,180.574,11264084922,687505,,1,343,-86.6,-10.9,9.9,0,,1.299816,103.781137,2,15,23.94,23.94,,,1,50,14674,0.224,0.224,0,293.5,50,3,18.7,19.4,117.6,1,64-QAM: 74.0,1 Layer: 100.0,
16:12.2,Home network,SGP-M1,5G-NR,525,3,175.192,0.224,0,180.574,11264084922,687505,,1,343,-86.6,-10.9,9.9,0,,1.299816,103.781137,2,15,23.94,23.94,,,1,50,14674,0.224,0.224,0,293.5,50,3,18.7,19.4,117.6,1,64-QAM: 74.0,1 Layer: 100.0,
16:12.3,Home network,SGP-M1,5G-NR,525,3,175.192,0.221,0,180.574,11264084922,687505,,1,343,-86.6,-10.9,9.9,0,,1.299816,103.781137,2,15,23.94,23.94,,,1,50,14674,0.224,0.224,0,293.5,50,3,18.7,19.4,117.6,1,64-QAM: 74.0,1 Layer: 100.0,
