Time,Network,Operator,Technology,MCC,MNC,Network Thrpt DL,Network Thrpt UL,IP Thrpt UL,IP Thrpt DL,Cell ID,gNB,Num Beams,Num SCS Carrier​ (PCell),PCI​ (PCell),SS-RSRP,SS-RSRQ),SS-SINR,Beam Index​ (PCell),Max MIMO-Layers CB PUSCH,Lat,Long,Speed o.g.,SCS​ (PCell),Bandwidth DL​ (PCell),Bandwidth UL​ (PCell),TDD Slot Pattern​ (PCell),CSI-RSRP,Num PUSCH Carrier,Num Slots​ (PCell),Bytes Transferred​ (PCell),Sched PUSCH Thp​ (PCell),Net PUSCH Thp​ (PCell),Retransmission​ (PCell),Average TB Size​ (PCell),Num of TBs​ (PCell),Average RBs​ (PCell),Average MCS Index​ (PCell),PUSCH TxPower​ (PCell),PUSCH Pathloss​ (PCell),Max Num Layers​ (PCell),Modulation​ (PCell),Layer​ (PCell),MAC UL Thp​ (PCell)
06:26.6,Emergency only,,5G-NR,1,1,0.262,32.749,31.623,0,1703937,104,,1,21,-61.2,-10.3,38.2,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.046,33.046,0,10501.8,201,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:26.6,Emergency only,,5G-NR,1,1,0.262,32.749,31.623,0,1703937,104,,1,21,-61.2,-10.3,38.2,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.749,32.749,0,10500.5,200,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:26.8,Emergency only,,5G-NR,1,1,0.254,32.749,31.623,0,1703937,104,,1,21,-61.2,-10.3,38.2,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.749,32.749,0,10500.5,200,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:27.0,Emergency only,,5G-NR,1,1,0.254,32.749,32.117,0,1703937,104,,1,21,-61.2,-10.3,38.2,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.749,32.749,0,10500.5,200,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:27.1,Emergency only,,5G-NR,1,1,0.254,32.749,32.117,0,1703937,104,,1,21,-62.3,-10.3,38.8,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.749,32.749,0,10500.5,200,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:27.1,Emergency only,,5G-NR,1,1,0.254,32.646,32.117,0,1703937,104,,1,21,-62.3,-10.3,38.8,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.749,32.749,0,10500.5,200,130,27,-11.1,47,1,64-QAM: 100.0,1 Layer: 100.0,
06:27.1,Emergency only,,5G-NR,1,1,0.254,32.646,32.117,0,1703937,104,,1,21,-62.3,-10.3,38.8,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-10.1,48,1,64-QAM: 100.0,1 Layer: 100.0,
06:27.3,Emergency only,,5G-NR,1,1,0.286,32.646,32.117,0,1703937,104,,1,21,-62.3,-10.3,38.8,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-10.1,48,1,64-QAM: 100.0,1 Layer: 100.0,
06:27.5,Emergency only,,5G-NR,1,1,0.286,32.646,31.434,0,1703937,104,,1,21,-62.3,-10.3,38.8,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-10.1,48,1,64-QAM: 100.0,1 Layer: 100.0,
06:27.6,Emergency only,,5G-NR,1,1,0.286,32.646,31.434,0,1703937,104,,1,21,-62.9,-10.3,38.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-10.1,48,1,64-QAM: 100.0,1 Layer: 100.0,
06:27.6,Emergency only,,5G-NR,1,1,0.286,33.046,31.434,0,1703937,104,,1,21,-62.9,-10.3,38.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-10.1,48,1,64-QAM: 100.0,1 Layer: 100.0,
06:27.6,Emergency only,,5G-NR,1,1,0.286,33.046,31.434,0,1703937,104,,1,21,-62.9,-10.3,38.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.046,33.046,0,10501.8,201,130,27,-10.1,48,1,64-QAM: 100.0,1 Layer: 100.0,
06:27.8,Emergency only,,5G-NR,1,1,0.301,33.046,31.434,0,1703937,104,,1,21,-62.9,-10.3,38.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.046,33.046,0,10501.8,201,130,27,-10.1,48,1,64-QAM: 100.0,1 Layer: 100.0,
06:28.0,Emergency only,,5G-NR,1,1,0.301,33.046,31.535,0,1703937,104,,1,21,-62.9,-10.3,38.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.046,33.046,0,10501.8,201,130,27,-10.1,48,1,64-QAM: 100.0,1 Layer: 100.0,
06:28.1,Emergency only,,5G-NR,1,1,0.301,33.046,31.535,0,1703937,104,,1,21,-62.8,-10.3,37.9,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.046,33.046,0,10501.8,201,130,27,-10.1,48,1,64-QAM: 100.0,1 Layer: 100.0,
06:28.1,Emergency only,,5G-NR,1,1,0.301,32.751,31.535,0,1703937,104,,1,21,-62.8,-10.3,37.9,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.046,33.046,0,10501.8,201,130,27,-10.1,48,1,64-QAM: 100.0,1 Layer: 100.0,
06:28.1,Emergency only,,5G-NR,1,1,0.301,32.751,31.535,0,1703937,104,,1,21,-62.8,-10.3,37.9,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.751,32.751,0,10500.5,200,130,27,-8.2,49.9,1,64-QAM: 100.0,1 Layer: 100.0,
06:28.3,Emergency only,,5G-NR,1,1,0.194,32.751,31.535,0,1703937,104,,1,21,-62.8,-10.3,37.9,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.751,32.751,0,10500.5,200,130,27,-8.2,49.9,1,64-QAM: 100.0,1 Layer: 100.0,
06:28.5,Emergency only,,5G-NR,1,1,0.194,32.751,29.719,0,1703937,104,,1,21,-62.8,-10.3,37.9,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.751,32.751,0,10500.5,200,130,27,-8.2,49.9,1,64-QAM: 100.0,1 Layer: 100.0,
06:28.6,Emergency only,,5G-NR,1,1,0.194,32.751,29.719,0,1703937,104,,1,21,-71.8,-10.3,38.7,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.751,32.751,0,10500.5,200,130,27,-8.2,49.9,1,64-QAM: 100.0,1 Layer: 100.0,
06:28.6,Emergency only,,5G-NR,1,1,0.194,32.479,29.719,0,1703937,104,,1,21,-71.8,-10.3,38.7,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.751,32.751,0,10500.5,200,130,27,-8.2,49.9,1,64-QAM: 100.0,1 Layer: 100.0,
06:28.6,Emergency only,,5G-NR,1,1,0.194,32.479,29.719,0,1703937,104,,1,21,-71.8,-10.3,38.7,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2078635,32.479,32.479,0,10445.4,199,130,26.9,3.8,60,1,64-QAM: 100.0,1 Layer: 100.0,
06:28.8,Emergency only,,5G-NR,1,1,0.23,32.479,29.719,0,1703937,104,,1,21,-71.8,-10.3,38.7,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2078635,32.479,32.479,0,10445.4,199,130,26.9,3.8,60,1,64-QAM: 100.0,1 Layer: 100.0,
06:29.0,Emergency only,,5G-NR,1,1,0.23,32.479,30.533,0,1703937,104,,1,21,-71.8,-10.3,38.7,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2078635,32.479,32.479,0,10445.4,199,130,26.9,3.8,60,1,64-QAM: 100.0,1 Layer: 100.0,
06:29.1,Emergency only,,5G-NR,1,1,0.23,32.479,30.533,0,1703937,104,,1,21,-77.8,-10.3,37.5,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2078635,32.479,32.479,0,10445.4,199,130,26.9,3.8,60,1,64-QAM: 100.0,1 Layer: 100.0,
06:29.1,Emergency only,,5G-NR,1,1,0.23,33.046,30.533,0,1703937,104,,1,21,-77.8,-10.3,37.5,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2078635,32.479,32.479,0,10445.4,199,130,26.9,3.8,60,1,64-QAM: 100.0,1 Layer: 100.0,
06:29.1,Emergency only,,5G-NR,1,1,0.23,33.046,30.533,0,1703937,104,,1,21,-77.8,-10.3,37.5,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.046,33.046,0,10501.8,201,130,27,12.3,68.4,1,64-QAM: 100.0,1 Layer: 100.0,
06:29.3,Emergency only,,5G-NR,1,1,0.176,33.046,30.533,0,1703937,104,,1,21,-77.8,-10.3,37.5,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.046,33.046,0,10501.8,201,130,27,12.3,68.4,1,64-QAM: 100.0,1 Layer: 100.0,
06:29.5,Emergency only,,5G-NR,1,1,0.176,33.046,28.363,0,1703937,104,,1,21,-77.8,-10.3,37.5,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.046,33.046,0,10501.8,201,130,27,12.3,68.4,1,64-QAM: 100.0,1 Layer: 100.0,
06:29.6,Emergency only,,5G-NR,1,1,0.176,33.046,28.363,0,1703937,104,,1,21,-76.8,-10.3,37.1,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.046,33.046,0,10501.8,201,130,27,12.3,68.4,1,64-QAM: 100.0,1 Layer: 100.0,
06:29.6,Emergency only,,5G-NR,1,1,0.176,31.192,28.363,0,1703937,104,,1,21,-76.8,-10.3,37.1,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.046,33.046,0,10501.8,201,130,27,12.3,68.4,1,64-QAM: 100.0,1 Layer: 100.0,
06:29.6,Emergency only,,5G-NR,1,1,0.176,31.192,28.363,0,1703937,104,,1,21,-76.8,-10.3,37.1,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2000160,31.192,31.192,0,10000.8,200,130,26.1,5.9,62.7,1,64-QAM: 100.0,1 Layer: 100.0,
06:29.8,Emergency only,,5G-NR,1,1,0.215,31.192,28.363,0,1703937,104,,1,21,-76.8,-10.3,37.1,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2000160,31.192,31.192,0,10000.8,200,130,26.1,5.9,62.7,1,64-QAM: 100.0,1 Layer: 100.0,
06:30.0,Emergency only,,5G-NR,1,1,0.215,31.192,30.112,0,1703937,104,,1,21,-76.8,-10.3,37.1,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2000160,31.192,31.192,0,10000.8,200,130,26.1,5.9,62.7,1,64-QAM: 100.0,1 Layer: 100.0,
06:30.1,Emergency only,,5G-NR,1,1,0.215,31.192,30.112,0,1703937,104,,1,21,-67.5,-10.3,37.7,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2000160,31.192,31.192,0,10000.8,200,130,26.1,5.9,62.7,1,64-QAM: 100.0,1 Layer: 100.0,
06:30.1,Emergency only,,5G-NR,1,1,0.215,32.646,30.112,0,1703937,104,,1,21,-67.5,-10.3,37.7,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2000160,31.192,31.192,0,10000.8,200,130,26.1,5.9,62.7,1,64-QAM: 100.0,1 Layer: 100.0,
06:30.1,Emergency only,,5G-NR,1,1,0.215,32.646,30.112,0,1703937,104,,1,21,-67.5,-10.3,37.7,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-1.5,53.6,1,64-QAM: 100.0,1 Layer: 100.0,
06:30.3,Emergency only,,5G-NR,1,1,0.282,32.646,30.112,0,1703937,104,,1,21,-67.5,-10.3,37.7,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-1.5,53.6,1,64-QAM: 100.0,1 Layer: 100.0,
06:30.5,Emergency only,,5G-NR,1,1,0.282,32.646,34.509,0,1703937,104,,1,21,-67.5,-10.3,37.7,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-1.5,53.6,1,64-QAM: 100.0,1 Layer: 100.0,
06:30.6,Emergency only,,5G-NR,1,1,0.282,32.646,34.509,0,1703937,104,,1,21,-69.5,-10.3,35.7,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-1.5,53.6,1,64-QAM: 100.0,1 Layer: 100.0,
06:30.6,Emergency only,,5G-NR,1,1,0.282,33.046,34.509,0,1703937,104,,1,21,-69.5,-10.3,35.7,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-1.5,53.6,1,64-QAM: 100.0,1 Layer: 100.0,
06:30.6,Emergency only,,5G-NR,1,1,0.282,33.046,34.509,0,1703937,104,,1,21,-69.5,-10.3,35.7,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.046,33.046,0,10501.8,201,130,27,0.2,55.3,1,64-QAM: 100.0,1 Layer: 100.0,
06:30.8,Emergency only,,5G-NR,1,1,0.275,33.046,34.509,0,1703937,104,,1,21,-69.5,-10.3,35.7,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.046,33.046,0,10501.8,201,130,27,0.2,55.3,1,64-QAM: 100.0,1 Layer: 100.0,
06:31.0,Emergency only,,5G-NR,1,1,0.275,33.046,28.541,0,1703937,104,,1,21,-69.5,-10.3,35.7,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.046,33.046,0,10501.8,201,130,27,0.2,55.3,1,64-QAM: 100.0,1 Layer: 100.0,
06:31.1,Emergency only,,5G-NR,1,1,0.275,33.046,28.541,0,1703937,104,,1,21,-71,-10.3,34.7,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.046,33.046,0,10501.8,201,130,27,0.2,55.3,1,64-QAM: 100.0,1 Layer: 100.0,
06:31.1,Emergency only,,5G-NR,1,1,0.275,32.751,28.541,0,1703937,104,,1,21,-71,-10.3,34.7,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.046,33.046,0,10501.8,201,130,27,0.2,55.3,1,64-QAM: 100.0,1 Layer: 100.0,
06:31.1,Emergency only,,5G-NR,1,1,0.275,32.751,28.541,0,1703937,104,,1,21,-71,-10.3,34.7,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.751,32.751,0,10500.5,200,130,27,1.8,56.9,1,64-QAM: 100.0,1 Layer: 100.0,
06:31.3,Emergency only,,5G-NR,1,1,0.197,32.751,28.541,0,1703937,104,,1,21,-71,-10.3,34.7,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.751,32.751,0,10500.5,200,130,27,1.8,56.9,1,64-QAM: 100.0,1 Layer: 100.0,
06:31.5,Emergency only,,5G-NR,1,1,0.197,32.751,32.616,0,1703937,104,,1,21,-71,-10.3,34.7,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.751,32.751,0,10500.5,200,130,27,1.8,56.9,1,64-QAM: 100.0,1 Layer: 100.0,
06:31.6,Emergency only,,5G-NR,1,1,0.197,32.751,32.616,0,1703937,104,,1,21,-71,-10.3,37.1,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.751,32.751,0,10500.5,200,130,27,1.8,56.9,1,64-QAM: 100.0,1 Layer: 100.0,
06:31.6,Emergency only,,5G-NR,1,1,0.197,32.646,32.616,0,1703937,104,,1,21,-71,-10.3,37.1,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.751,32.751,0,10500.5,200,130,27,1.8,56.9,1,64-QAM: 100.0,1 Layer: 100.0,
06:31.6,Emergency only,,5G-NR,1,1,0.197,32.646,32.616,0,1703937,104,,1,21,-71,-10.3,37.1,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,0.3,55.3,1,64-QAM: 100.0,1 Layer: 100.0,
06:31.8,Emergency only,,5G-NR,1,1,0.272,32.646,32.616,0,1703937,104,,1,21,-71,-10.3,37.1,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,0.3,55.3,1,64-QAM: 100.0,1 Layer: 100.0,
06:32.0,Emergency only,,5G-NR,1,1,0.272,32.646,23.739,0,1703937,104,,1,21,-71,-10.3,37.1,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,0.3,55.3,1,64-QAM: 100.0,1 Layer: 100.0,
06:32.0,Emergency only,,5G-NR,1,1,0.272,32.646,23.739,0.01,1703937,104,,1,21,-71,-10.3,37.1,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,0.3,55.3,1,64-QAM: 100.0,1 Layer: 100.0,
06:32.1,Emergency only,,5G-NR,1,1,0.272,32.646,23.739,0.01,1703937,104,,1,21,-68.2,-10.3,37.7,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,0.3,55.3,1,64-QAM: 100.0,1 Layer: 100.0,
06:32.1,Emergency only,,5G-NR,1,1,0.272,26.049,23.739,0.01,1703937,104,,1,21,-68.2,-10.3,37.7,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,0.3,55.3,1,64-QAM: 100.0,1 Layer: 100.0,
06:32.1,Emergency only,,5G-NR,1,1,0.272,26.049,23.739,0.01,1703937,104,,1,21,-68.2,-10.3,37.7,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,166,1643758,26.049,26.049,0,9902.2,166,123,27,-1.7,53.8,1,64-QAM: 100.0,1 Layer: 100.0,
06:32.3,Emergency only,,5G-NR,1,1,0.136,26.049,23.739,0.01,1703937,104,,1,21,-68.2,-10.3,37.7,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,166,1643758,26.049,26.049,0,9902.2,166,123,27,-1.7,53.8,1,64-QAM: 100.0,1 Layer: 100.0,
06:32.5,Emergency only,,5G-NR,1,1,0.136,26.049,0.019,0.01,1703937,104,,1,21,-68.2,-10.3,37.7,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,166,1643758,26.049,26.049,0,9902.2,166,123,27,-1.7,53.8,1,64-QAM: 100.0,1 Layer: 100.0,
06:32.5,Emergency only,,5G-NR,1,1,0.136,26.049,0.019,0.015,1703937,104,,1,21,-68.2,-10.3,37.7,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,166,1643758,26.049,26.049,0,9902.2,166,123,27,-1.7,53.8,1,64-QAM: 100.0,1 Layer: 100.0,
06:32.6,Emergency only,,5G-NR,1,1,0.136,26.049,0.019,0.015,1703937,104,,1,21,-75.5,-10.3,35.3,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,166,1643758,26.049,26.049,0,9902.2,166,123,27,-1.7,53.8,1,64-QAM: 100.0,1 Layer: 100.0,
06:32.6,Emergency only,,5G-NR,1,1,0.136,2.824,0.019,0.015,1703937,104,,1,21,-75.5,-10.3,35.3,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,166,1643758,26.049,26.049,0,9902.2,166,123,27,-1.7,53.8,1,64-QAM: 100.0,1 Layer: 100.0,
06:32.6,Emergency only,,5G-NR,1,1,0.136,2.824,0.019,0.015,1703937,104,,1,21,-75.5,-10.3,35.3,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,40,181142,2.824,2.824,0,4528.6,40,59,26.6,4.7,63,1,64-QAM: 100.0,1 Layer: 100.0,
06:32.8,Emergency only,,5G-NR,1,1,0.032,2.824,0.019,0.015,1703937,104,,1,21,-75.5,-10.3,35.3,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,40,181142,2.824,2.824,0,4528.6,40,59,26.6,4.7,63,1,64-QAM: 100.0,1 Layer: 100.0,
06:33.0,Emergency only,,5G-NR,1,1,0.032,2.824,24.269,0.015,1703937,104,,1,21,-75.5,-10.3,35.3,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,40,181142,2.824,2.824,0,4528.6,40,59,26.6,4.7,63,1,64-QAM: 100.0,1 Layer: 100.0,
06:33.0,Emergency only,,5G-NR,1,1,0.032,2.824,24.269,0.002,1703937,104,,1,21,-75.5,-10.3,35.3,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,40,181142,2.824,2.824,0,4528.6,40,59,26.6,4.7,63,1,64-QAM: 100.0,1 Layer: 100.0,
06:33.1,Emergency only,,5G-NR,1,1,0.032,2.824,24.269,0.002,1703937,104,,1,21,-80.6,-10.3,33.1,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,40,181142,2.824,2.824,0,4528.6,40,59,26.6,4.7,63,1,64-QAM: 100.0,1 Layer: 100.0,
06:33.1,Emergency only,,5G-NR,1,1,0.032,24.357,24.269,0.002,1703937,104,,1,21,-80.6,-10.3,33.1,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,40,181142,2.824,2.824,0,4528.6,40,59,26.6,4.7,63,1,64-QAM: 100.0,1 Layer: 100.0,
06:33.1,Emergency only,,5G-NR,1,1,0.032,24.357,24.269,0.002,1703937,104,,1,21,-80.6,-10.3,33.1,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,198,1561930,24.357,24.357,0,7888.5,198,130,22.5,3.3,65.8,1,64-QAM: 100.0,1 Layer: 100.0,
06:33.3,Emergency only,,5G-NR,1,1,0.215,24.357,24.269,0.002,1703937,104,,1,21,-80.6,-10.3,33.1,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,198,1561930,24.357,24.357,0,7888.5,198,130,22.5,3.3,65.8,1,64-QAM: 100.0,1 Layer: 100.0,
06:33.5,Emergency only,,5G-NR,1,1,0.215,24.357,29.592,0.002,1703937,104,,1,21,-80.6,-10.3,33.1,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,198,1561930,24.357,24.357,0,7888.5,198,130,22.5,3.3,65.8,1,64-QAM: 100.0,1 Layer: 100.0,
06:33.5,Emergency only,,5G-NR,1,1,0.215,24.357,29.592,0,1703937,104,,1,21,-80.6,-10.3,33.1,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,198,1561930,24.357,24.357,0,7888.5,198,130,22.5,3.3,65.8,1,64-QAM: 100.0,1 Layer: 100.0,
06:33.6,Emergency only,,5G-NR,1,1,0.215,24.357,29.592,0,1703937,104,,1,21,-80.6,-10.3,34.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,198,1561930,24.357,24.357,0,7888.5,198,130,22.5,3.3,65.8,1,64-QAM: 100.0,1 Layer: 100.0,
06:33.6,Emergency only,,5G-NR,1,1,0.215,32.499,29.592,0,1703937,104,,1,21,-80.6,-10.3,34.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,198,1561930,24.357,24.357,0,7888.5,198,130,22.5,3.3,65.8,1,64-QAM: 100.0,1 Layer: 100.0,
06:33.6,Emergency only,,5G-NR,1,1,0.215,32.499,29.592,0,1703937,104,,1,21,-80.6,-10.3,34.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,202,2096624,32.499,32.499,0,10379.3,202,130,26.8,4.9,65.4,1,64-QAM: 100.0,1 Layer: 100.0,
06:33.8,Emergency only,,5G-NR,1,1,0.254,32.499,29.592,0,1703937,104,,1,21,-80.6,-10.3,34.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,202,2096624,32.499,32.499,0,10379.3,202,130,26.8,4.9,65.4,1,64-QAM: 100.0,1 Layer: 100.0,
06:34.0,Emergency only,,5G-NR,1,1,0.254,32.499,33.431,0,1703937,104,,1,21,-80.6,-10.3,34.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,202,2096624,32.499,32.499,0,10379.3,202,130,26.8,4.9,65.4,1,64-QAM: 100.0,1 Layer: 100.0,
06:34.1,Emergency only,,5G-NR,1,1,0.254,32.499,33.431,0,1703937,104,,1,21,-76.4,-10.3,34.9,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,202,2096624,32.499,32.499,0,10379.3,202,130,26.8,4.9,65.4,1,64-QAM: 100.0,1 Layer: 100.0,
06:34.1,Emergency only,,5G-NR,1,1,0.254,32.751,33.431,0,1703937,104,,1,21,-76.4,-10.3,34.9,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,202,2096624,32.499,32.499,0,10379.3,202,130,26.8,4.9,65.4,1,64-QAM: 100.0,1 Layer: 100.0,
06:34.1,Emergency only,,5G-NR,1,1,0.254,32.751,33.431,0,1703937,104,,1,21,-76.4,-10.3,34.9,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.751,32.751,0,10500.5,200,130,27,0.4,60.5,1,64-QAM: 100.0,1 Layer: 100.0,
06:34.3,Emergency only,,5G-NR,1,1,0.291,32.751,33.431,0,1703937,104,,1,21,-76.4,-10.3,34.9,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.751,32.751,0,10500.5,200,130,27,0.4,60.5,1,64-QAM: 100.0,1 Layer: 100.0,
06:34.5,Emergency only,,5G-NR,1,1,0.291,32.751,29.888,0,1703937,104,,1,21,-76.4,-10.3,34.9,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.751,32.751,0,10500.5,200,130,27,0.4,60.5,1,64-QAM: 100.0,1 Layer: 100.0,
