Time,Network,Operator,Technology,MCC,MNC,Network Thrpt DL,Network Thrpt UL,IP Thrpt UL,IP Thrpt DL,Cell ID,gNB,Num Beams,Num SCS Carrier​ (PCell),PCI​ (PCell),SS-RSRP,SS-RSRQ),SS-SINR,Beam Index​ (PCell),Max MIMO-Layers CB PUSCH,Lat,Long,Speed o.g.,SCS​ (PCell),Bandwidth DL​ (PCell),Bandwidth UL​ (PCell),TDD Slot Pattern​ (PCell),CSI-RSRP,Num PUSCH Carrier,Num Slots​ (PCell),Bytes Transferred​ (PCell),Sched PUSCH Thp​ (PCell),Net PUSCH Thp​ (PCell),Retransmission​ (PCell),Average TB Size​ (PCell),Num of TBs​ (PCell),Average RBs​ (PCell),Average MCS Index​ (PCell),PUSCH TxPower​ (PCell),PUSCH Pathloss​ (PCell),Max Num Layers​ (PCell),Modulation​ (PCell),Layer​ (PCell),MAC UL Thp​ (PCell)
06:10.5,Emergency only,,5G-NR,1,1,0.261,32.751,33.677,0,1703937,104,,1,21,-69.7,-10.3,37.1,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.751,32.751,0,10500.5,200,130,27,-3.6,56.5,1,64-QAM: 100.0,1 Layer: 100.0,
06:10.6,Emergency only,,5G-NR,1,1,0.261,32.646,33.677,0,1703937,104,,1,21,-69.7,-10.3,37.1,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.751,32.751,0,10500.5,200,130,27,-3.6,56.5,1,64-QAM: 100.0,1 Layer: 100.0,
06:10.6,Emergency only,,5G-NR,1,1,0.261,32.646,33.677,0,1703937,104,,1,21,-69.7,-10.3,37.1,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-4.2,55.9,1,64-QAM: 100.0,1 Layer: 100.0,
06:10.8,Emergency only,,5G-NR,1,1,0.28,32.646,33.677,0,1703937,104,,1,21,-69.7,-10.3,37.1,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-4.2,55.9,1,64-QAM: 100.0,1 Layer: 100.0,
06:10.8,Emergency only,,5G-NR,1,1,0.28,32.646,33.677,0,1703937,104,,1,21,-70.9,-10.3,36.8,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-4.2,55.9,1,64-QAM: 100.0,1 Layer: 100.0,
06:11.0,Emergency only,,5G-NR,1,1,0.28,32.646,19.571,0,1703937,104,,1,21,-70.9,-10.3,36.8,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-4.2,55.9,1,64-QAM: 100.0,1 Layer: 100.0,
06:11.0,Emergency only,,5G-NR,1,1,0.28,32.646,19.571,0.004,1703937,104,,1,21,-70.9,-10.3,36.8,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-4.2,55.9,1,64-QAM: 100.0,1 Layer: 100.0,
06:11.1,Emergency only,,5G-NR,1,1,0.28,22.823,19.571,0.004,1703937,104,,1,21,-70.9,-10.3,36.8,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-4.2,55.9,1,64-QAM: 100.0,1 Layer: 100.0,
06:11.1,Emergency only,,5G-NR,1,1,0.28,22.823,19.571,0.004,1703937,104,,1,21,-70.9,-10.3,36.8,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,145,1440233,22.823,22.823,0,9932.6,145,123,27,-3.7,56.8,1,64-QAM: 100.0,1 Layer: 100.0,
06:11.3,Emergency only,,5G-NR,1,1,0.106,22.823,19.571,0.004,1703937,104,,1,21,-70.9,-10.3,36.8,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,145,1440233,22.823,22.823,0,9932.6,145,123,27,-3.7,56.8,1,64-QAM: 100.0,1 Layer: 100.0,
06:11.4,Emergency only,,5G-NR,1,1,0.106,22.823,19.571,0.004,1703937,104,,1,21,-72.7,-10.3,35.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,145,1440233,22.823,22.823,0,9932.6,145,123,27,-3.7,56.8,1,64-QAM: 100.0,1 Layer: 100.0,
06:11.5,Emergency only,,5G-NR,1,1,0.106,22.823,13.366,0.004,1703937,104,,1,21,-72.7,-10.3,35.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,145,1440233,22.823,22.823,0,9932.6,145,123,27,-3.7,56.8,1,64-QAM: 100.0,1 Layer: 100.0,
06:11.5,Emergency only,,5G-NR,1,1,0.106,22.823,13.366,0.016,1703937,104,,1,21,-72.7,-10.3,35.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,145,1440233,22.823,22.823,0,9932.6,145,123,27,-3.7,56.8,1,64-QAM: 100.0,1 Layer: 100.0,
06:11.6,Emergency only,,5G-NR,1,1,0.106,12.878,13.366,0.016,1703937,104,,1,21,-72.7,-10.3,35.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,145,1440233,22.823,22.823,0,9932.6,145,123,27,-3.7,56.8,1,64-QAM: 100.0,1 Layer: 100.0,
06:11.6,Emergency only,,5G-NR,1,1,0.106,12.878,13.366,0.016,1703937,104,,1,21,-72.7,-10.3,35.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,93,825902,12.878,12.878,0,8880.7,93,110,27,-5.4,55.6,1,64-QAM: 100.0,1 Layer: 100.0,
06:11.8,Emergency only,,5G-NR,1,1,0.248,12.878,13.366,0.016,1703937,104,,1,21,-72.7,-10.3,35.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,93,825902,12.878,12.878,0,8880.7,93,110,27,-5.4,55.6,1,64-QAM: 100.0,1 Layer: 100.0,
06:11.9,Emergency only,,5G-NR,1,1,0.248,12.878,13.366,0.016,1703937,104,,1,21,-70.3,-10.3,37.5,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,93,825902,12.878,12.878,0,8880.7,93,110,27,-5.4,55.6,1,64-QAM: 100.0,1 Layer: 100.0,
06:12.0,Emergency only,,5G-NR,1,1,0.248,12.878,31.059,0.016,1703937,104,,1,21,-70.3,-10.3,37.5,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,93,825902,12.878,12.878,0,8880.7,93,110,27,-5.4,55.6,1,64-QAM: 100.0,1 Layer: 100.0,
06:12.0,Emergency only,,5G-NR,1,1,0.248,12.878,31.059,0,1703937,104,,1,21,-70.3,-10.3,37.5,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,93,825902,12.878,12.878,0,8880.7,93,110,27,-5.4,55.6,1,64-QAM: 100.0,1 Layer: 100.0,
06:12.1,Emergency only,,5G-NR,1,1,0.248,32.749,31.059,0,1703937,104,,1,21,-70.3,-10.3,37.5,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,93,825902,12.878,12.878,0,8880.7,93,110,27,-5.4,55.6,1,64-QAM: 100.0,1 Layer: 100.0,
06:12.1,Emergency only,,5G-NR,1,1,0.248,32.749,31.059,0,1703937,104,,1,21,-70.3,-10.3,37.5,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.749,32.749,0,10500.5,200,130,27,-3.8,56.3,1,64-QAM: 100.0,1 Layer: 100.0,
06:12.3,Emergency only,,5G-NR,1,1,0.257,32.749,31.059,0,1703937,104,,1,21,-70.3,-10.3,37.5,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.749,32.749,0,10500.5,200,130,27,-3.8,56.3,1,64-QAM: 100.0,1 Layer: 100.0,
06:12.4,Emergency only,,5G-NR,1,1,0.257,32.749,31.059,0,1703937,104,,1,21,-71.7,-10.3,37.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.749,32.749,0,10500.5,200,130,27,-3.8,56.3,1,64-QAM: 100.0,1 Layer: 100.0,
06:12.5,Emergency only,,5G-NR,1,1,0.257,32.749,31.992,0,1703937,104,,1,21,-71.7,-10.3,37.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.749,32.749,0,10500.5,200,130,27,-3.8,56.3,1,64-QAM: 100.0,1 Layer: 100.0,
06:12.6,Emergency only,,5G-NR,1,1,0.257,32.872,31.992,0,1703937,104,,1,21,-71.7,-10.3,37.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.749,32.749,0,10500.5,200,130,27,-3.8,56.3,1,64-QAM: 100.0,1 Layer: 100.0,
06:12.6,Emergency only,,5G-NR,1,1,0.257,32.872,31.992,0,1703937,104,,1,21,-71.7,-10.3,37.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,202,2120592,32.872,32.872,0,10498,202,130,27,-5.8,54.3,1,64-QAM: 100.0,1 Layer: 100.0,
06:12.8,Emergency only,,5G-NR,1,1,0.233,32.872,31.992,0,1703937,104,,1,21,-71.7,-10.3,37.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,202,2120592,32.872,32.872,0,10498,202,130,27,-5.8,54.3,1,64-QAM: 100.0,1 Layer: 100.0,
06:12.9,Emergency only,,5G-NR,1,1,0.233,32.872,31.992,0,1703937,104,,1,21,-68.1,-10.3,36.3,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,202,2120592,32.872,32.872,0,10498,202,130,27,-5.8,54.3,1,64-QAM: 100.0,1 Layer: 100.0,
06:13.0,Emergency only,,5G-NR,1,1,0.233,32.872,30.712,0,1703937,104,,1,21,-68.1,-10.3,36.3,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,202,2120592,32.872,32.872,0,10498,202,130,27,-5.8,54.3,1,64-QAM: 100.0,1 Layer: 100.0,
06:13.1,Emergency only,,5G-NR,1,1,0.233,32.749,30.712,0,1703937,104,,1,21,-68.1,-10.3,36.3,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,202,2120592,32.872,32.872,0,10498,202,130,27,-5.8,54.3,1,64-QAM: 100.0,1 Layer: 100.0,
06:13.1,Emergency only,,5G-NR,1,1,0.233,32.749,30.712,0,1703937,104,,1,21,-68.1,-10.3,36.3,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.749,32.749,0,10500.5,200,130,27,-6.7,53.4,1,64-QAM: 100.0,1 Layer: 100.0,
06:13.3,Emergency only,,5G-NR,1,1,0.228,32.749,30.712,0,1703937,104,,1,21,-68.1,-10.3,36.3,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.749,32.749,0,10500.5,200,130,27,-6.7,53.4,1,64-QAM: 100.0,1 Layer: 100.0,
06:13.4,Emergency only,,5G-NR,1,1,0.228,32.749,30.712,0,1703937,104,,1,21,-69.7,-10.4,36.8,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.749,32.749,0,10500.5,200,130,27,-6.7,53.4,1,64-QAM: 100.0,1 Layer: 100.0,
06:13.5,Emergency only,,5G-NR,1,1,0.228,32.749,31.829,0,1703937,104,,1,21,-69.7,-10.4,36.8,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.749,32.749,0,10500.5,200,130,27,-6.7,53.4,1,64-QAM: 100.0,1 Layer: 100.0,
06:13.6,Emergency only,,5G-NR,1,1,0.228,32.648,31.829,0,1703937,104,,1,21,-69.7,-10.4,36.8,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.749,32.749,0,10500.5,200,130,27,-6.7,53.4,1,64-QAM: 100.0,1 Layer: 100.0,
06:13.6,Emergency only,,5G-NR,1,1,0.228,32.648,31.829,0,1703937,104,,1,21,-69.7,-10.4,36.8,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.648,32.648,0,10499.2,199,130,27,-5.9,54.2,1,64-QAM: 100.0,1 Layer: 100.0,
06:13.8,Emergency only,,5G-NR,1,1,0.244,32.648,31.829,0,1703937,104,,1,21,-69.7,-10.4,36.8,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.648,32.648,0,10499.2,199,130,27,-5.9,54.2,1,64-QAM: 100.0,1 Layer: 100.0,
06:13.9,Emergency only,,5G-NR,1,1,0.244,32.648,31.829,0,1703937,104,,1,21,-68.1,-10.3,36.9,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.648,32.648,0,10499.2,199,130,27,-5.9,54.2,1,64-QAM: 100.0,1 Layer: 100.0,
06:14.0,Emergency only,,5G-NR,1,1,0.244,32.648,33.448,0,1703937,104,,1,21,-68.1,-10.3,36.9,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.648,32.648,0,10499.2,199,130,27,-5.9,54.2,1,64-QAM: 100.0,1 Layer: 100.0,
06:14.1,Emergency only,,5G-NR,1,1,0.244,33.046,33.448,0,1703937,104,,1,21,-68.1,-10.3,36.9,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.648,32.648,0,10499.2,199,130,27,-5.9,54.2,1,64-QAM: 100.0,1 Layer: 100.0,
06:14.1,Emergency only,,5G-NR,1,1,0.244,33.046,33.448,0,1703937,104,,1,21,-68.1,-10.3,36.9,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.046,33.046,0,10501.8,201,130,27,-7.9,52.2,1,64-QAM: 100.0,1 Layer: 100.0,
06:14.3,Emergency only,,5G-NR,1,1,0.293,33.046,33.448,0,1703937,104,,1,21,-68.1,-10.3,36.9,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.046,33.046,0,10501.8,201,130,27,-7.9,52.2,1,64-QAM: 100.0,1 Layer: 100.0,
06:14.4,Emergency only,,5G-NR,1,1,0.293,33.046,33.448,0,1703937,104,,1,21,-66.2,-10.3,33.3,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.046,33.046,0,10501.8,201,130,27,-7.9,52.2,1,64-QAM: 100.0,1 Layer: 100.0,
06:14.5,Emergency only,,5G-NR,1,1,0.293,33.046,32.436,0,1703937,104,,1,21,-66.2,-10.3,33.3,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.046,33.046,0,10501.8,201,130,27,-7.9,52.2,1,64-QAM: 100.0,1 Layer: 100.0,
06:14.6,Emergency only,,5G-NR,1,1,0.293,32.751,32.436,0,1703937,104,,1,21,-66.2,-10.3,33.3,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.046,33.046,0,10501.8,201,130,27,-7.9,52.2,1,64-QAM: 100.0,1 Layer: 100.0,
06:14.6,Emergency only,,5G-NR,1,1,0.293,32.751,32.436,0,1703937,104,,1,21,-66.2,-10.3,33.3,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.751,32.751,0,10500.5,200,130,27,-1.7,58.4,1,64-QAM: 100.0,1 Layer: 100.0,
06:14.8,Emergency only,,5G-NR,1,1,0.288,32.751,32.436,0,1703937,104,,1,21,-66.2,-10.3,33.3,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.751,32.751,0,10500.5,200,130,27,-1.7,58.4,1,64-QAM: 100.0,1 Layer: 100.0,
06:14.9,Emergency only,,5G-NR,1,1,0.288,32.751,32.436,0,1703937,104,,1,21,-75.7,-10.3,28.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.751,32.751,0,10500.5,200,130,27,-1.7,58.4,1,64-QAM: 100.0,1 Layer: 100.0,
06:15.0,Emergency only,,5G-NR,1,1,0.288,32.751,28.736,0,1703937,104,,1,21,-75.7,-10.3,28.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.751,32.751,0,10500.5,200,130,27,-1.7,58.4,1,64-QAM: 100.0,1 Layer: 100.0,
06:15.1,Emergency only,,5G-NR,1,1,0.288,31.889,28.736,0,1703937,104,,1,21,-75.7,-10.3,28.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.751,32.751,0,10500.5,200,130,27,-1.7,58.4,1,64-QAM: 100.0,1 Layer: 100.0,
06:15.1,Emergency only,,5G-NR,1,1,0.288,31.889,28.736,0,1703937,104,,1,21,-75.7,-10.3,28.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2040909,31.889,31.889,0,10255.8,199,130,26.5,3.5,64.3,1,64-QAM: 100.0,1 Layer: 100.0,
06:15.3,Emergency only,,5G-NR,1,1,0.14,31.889,28.736,0,1703937,104,,1,21,-75.7,-10.3,28.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2040909,31.889,31.889,0,10255.8,199,130,26.5,3.5,64.3,1,64-QAM: 100.0,1 Layer: 100.0,
06:15.5,Emergency only,,5G-NR,1,1,0.14,31.889,28.736,0,1703937,104,,1,21,-76.5,-10.3,37.8,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2040909,31.889,31.889,0,10255.8,199,130,26.5,3.5,64.3,1,64-QAM: 100.0,1 Layer: 100.0,
06:15.5,Emergency only,,5G-NR,1,1,0.14,31.889,31.688,0,1703937,104,,1,21,-76.5,-10.3,37.8,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2040909,31.889,31.889,0,10255.8,199,130,26.5,3.5,64.3,1,64-QAM: 100.0,1 Layer: 100.0,
06:15.6,Emergency only,,5G-NR,1,1,0.14,33.046,31.688,0,1703937,104,,1,21,-76.5,-10.3,37.8,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2040909,31.889,31.889,0,10255.8,199,130,26.5,3.5,64.3,1,64-QAM: 100.0,1 Layer: 100.0,
06:15.6,Emergency only,,5G-NR,1,1,0.14,33.046,31.688,0,1703937,104,,1,21,-76.5,-10.3,37.8,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.046,33.046,0,10501.8,201,130,27,-7.6,52.2,1,64-QAM: 100.0,1 Layer: 100.0,
06:15.8,Emergency only,,5G-NR,1,1,0.211,33.046,31.688,0,1703937,104,,1,21,-76.5,-10.3,37.8,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.046,33.046,0,10501.8,201,130,27,-7.6,52.2,1,64-QAM: 100.0,1 Layer: 100.0,
06:16.0,Emergency only,,5G-NR,1,1,0.211,33.046,31.688,0,1703937,104,,1,21,-64.7,-10.3,38.9,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.046,33.046,0,10501.8,201,130,27,-7.6,52.2,1,64-QAM: 100.0,1 Layer: 100.0,
06:16.0,Emergency only,,5G-NR,1,1,0.211,33.046,30.856,0,1703937,104,,1,21,-64.7,-10.3,38.9,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.046,33.046,0,10501.8,201,130,27,-7.6,52.2,1,64-QAM: 100.0,1 Layer: 100.0,
06:16.1,Emergency only,,5G-NR,1,1,0.211,32.751,30.856,0,1703937,104,,1,21,-64.7,-10.3,38.9,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.046,33.046,0,10501.8,201,130,27,-7.6,52.2,1,64-QAM: 100.0,1 Layer: 100.0,
06:16.1,Emergency only,,5G-NR,1,1,0.211,32.751,30.856,0,1703937,104,,1,21,-64.7,-10.3,38.9,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.751,32.751,0,10500.5,200,130,27,-7.3,51.8,1,64-QAM: 100.0,1 Layer: 100.0,
06:16.3,Emergency only,,5G-NR,1,1,0.227,32.751,30.856,0,1703937,104,,1,21,-64.7,-10.3,38.9,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.751,32.751,0,10500.5,200,130,27,-7.3,51.8,1,64-QAM: 100.0,1 Layer: 100.0,
06:16.5,Emergency only,,5G-NR,1,1,0.227,32.751,30.856,0,1703937,104,,1,21,-68.7,-10.3,38.5,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.751,32.751,0,10500.5,200,130,27,-7.3,51.8,1,64-QAM: 100.0,1 Layer: 100.0,
06:16.5,Emergency only,,5G-NR,1,1,0.227,32.751,30.144,0,1703937,104,,1,21,-68.7,-10.3,38.5,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.751,32.751,0,10500.5,200,130,27,-7.3,51.8,1,64-QAM: 100.0,1 Layer: 100.0,
06:16.6,Emergency only,,5G-NR,1,1,0.227,32.646,30.144,0,1703937,104,,1,21,-68.7,-10.3,38.5,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.751,32.751,0,10500.5,200,130,27,-7.3,51.8,1,64-QAM: 100.0,1 Layer: 100.0,
06:16.6,Emergency only,,5G-NR,1,1,0.227,32.646,30.144,0,1703937,104,,1,21,-68.7,-10.3,38.5,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-6.6,52.4,1,64-QAM: 100.0,1 Layer: 100.0,
06:16.8,Emergency only,,5G-NR,1,1,0.275,32.646,30.144,0,1703937,104,,1,21,-68.7,-10.3,38.5,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-6.6,52.4,1,64-QAM: 100.0,1 Layer: 100.0,
06:17.0,Emergency only,,5G-NR,1,1,0.275,32.646,30.779,0,1703937,104,,1,21,-68.7,-10.3,38.5,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-6.6,52.4,1,64-QAM: 100.0,1 Layer: 100.0,
06:17.0,Emergency only,,5G-NR,1,1,0.275,32.646,30.779,0,1703937,104,,1,21,-64.6,-10.3,37.2,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-6.6,52.4,1,64-QAM: 100.0,1 Layer: 100.0,
06:17.1,Emergency only,,5G-NR,1,1,0.275,33.046,30.779,0,1703937,104,,1,21,-64.6,-10.3,37.2,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-6.6,52.4,1,64-QAM: 100.0,1 Layer: 100.0,
06:17.1,Emergency only,,5G-NR,1,1,0.275,33.046,30.779,0,1703937,104,,1,21,-64.6,-10.3,37.2,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.046,33.046,0,10501.8,201,130,27,-7.3,50.8,1,64-QAM: 100.0,1 Layer: 100.0,
06:17.3,Emergency only,,5G-NR,1,1,0.214,33.046,30.779,0,1703937,104,,1,21,-64.6,-10.3,37.2,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.046,33.046,0,10501.8,201,130,27,-7.3,50.8,1,64-QAM: 100.0,1 Layer: 100.0,
06:17.5,Emergency only,,5G-NR,1,1,0.214,33.046,32.553,0,1703937,104,,1,21,-64.6,-10.3,37.2,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.046,33.046,0,10501.8,201,130,27,-7.3,50.8,1,64-QAM: 100.0,1 Layer: 100.0,
06:17.5,Emergency only,,5G-NR,1,1,0.214,33.046,32.553,0,1703937,104,,1,21,-66.2,-10.3,36.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.046,33.046,0,10501.8,201,130,27,-7.3,50.8,1,64-QAM: 100.0,1 Layer: 100.0,
06:17.6,Emergency only,,5G-NR,1,1,0.214,32.751,32.553,0,1703937,104,,1,21,-66.2,-10.3,36.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,201,2110855,33.046,33.046,0,10501.8,201,130,27,-7.3,50.8,1,64-QAM: 100.0,1 Layer: 100.0,
06:17.6,Emergency only,,5G-NR,1,1,0.214,32.751,32.553,0,1703937,104,,1,21,-66.2,-10.3,36.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.751,32.751,0,10500.5,200,130,27,-4.7,53.4,1,64-QAM: 100.0,1 Layer: 100.0,
06:17.8,Emergency only,,5G-NR,1,1,0.256,32.751,32.553,0,1703937,104,,1,21,-66.2,-10.3,36.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.751,32.751,0,10500.5,200,130,27,-4.7,53.4,1,64-QAM: 100.0,1 Layer: 100.0,
06:18.0,Emergency only,,5G-NR,1,1,0.256,32.751,31.72,0,1703937,104,,1,21,-66.2,-10.3,36.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.751,32.751,0,10500.5,200,130,27,-4.7,53.4,1,64-QAM: 100.0,1 Layer: 100.0,
06:18.0,Emergency only,,5G-NR,1,1,0.256,32.751,31.72,0,1703937,104,,1,21,-68.6,-10.3,36.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.751,32.751,0,10500.5,200,130,27,-4.7,53.4,1,64-QAM: 100.0,1 Layer: 100.0,
06:18.1,Emergency only,,5G-NR,1,1,0.256,32.646,31.72,0,1703937,104,,1,21,-68.6,-10.3,36.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,200,2100100,32.751,32.751,0,10500.5,200,130,27,-4.7,53.4,1,64-QAM: 100.0,1 Layer: 100.0,
06:18.1,Emergency only,,5G-NR,1,1,0.256,32.646,31.72,0,1703937,104,,1,21,-68.6,-10.3,36.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-4.5,53.6,1,64-QAM: 100.0,1 Layer: 100.0,
06:18.3,Emergency only,,5G-NR,1,1,0.255,32.646,31.72,0,1703937,104,,1,21,-68.6,-10.3,36.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-4.5,53.6,1,64-QAM: 100.0,1 Layer: 100.0,
06:18.5,Emergency only,,5G-NR,1,1,0.255,32.646,29.304,0,1703937,104,,1,21,-68.6,-10.3,36.4,0,,1.299978,103.781182,1,30,47.88,47.88,D3-d12f2-U1,,1,199,2089345,32.646,32.646,0,10499.2,199,130,27,-4.5,53.6,1,64-QAM: 100.0,1 Layer: 100.0,
