Time,Network,Operator,Technology,MCC,MNC,Network Thrpt DL,Network Thrpt UL,IP Thrpt UL,IP Thrpt DL,Cell ID,gNB,Num Beams,Num SCS Carrier​ (PCell),PCI​ (PCell),SS-RSRP,SS-RSRQ,SS-SINR​ (PCell),Beam Index​ (PCell),Max MIMO-Layers CB PUSCH,Lat,Long,Speed o.g.,SCS​ (PCell),Bandwidth DL​ (PCell),Bandwidth UL​ (PCell),TDD Slot Pattern​ (PCell),CSI-RSRP,Num PUSCH Carrier,Num Slots​ (PCell),Bytes Transferred​ (PCell),Sched PUSCH Thp​ (PCell),Net PUSCH Thp​ (PCell),Retransmission​ (PCell),Average TB Size​ (PCell),Num of TBs​ (PCell),Average RBs​ (PCell),Average MCS Index​ (PCell),PUSCH TxPower​ (PCell),PUSCH Pathloss​ (PCell),Max Num Layers​ (PCell),Modulation​ (PCell),Layer​ (PCell),MAC UL Thp​ (PCell)
25:19.9,Home network,SGP-M1,5G-NR,525,3,354.543,0.208,0,308.372,20498023403,1251100,,1,695,-87.4,-12.8,3.9,5,,1.299915,103.7815,2,30,98.28,98.28,D3-d10f2u2-U1,,1,42,13062,0.208,0.208,0,311,42,3,19.8,17.2,106.2,1,256-QAM: 54.8,1 Layer: 100.0,
25:20.0,Home network,SGP-M1,5G-NR,525,3,354.543,0.208,0,365.772,20498023403,1251100,,1,695,-87.4,-12.8,3.9,5,,1.299915,103.7815,2,30,98.28,98.28,D3-d10f2u2-U1,,1,42,13062,0.208,0.208,0,311,42,3,19.8,17.2,106.2,1,256-QAM: 54.8,1 Layer: 100.0,
25:20.0,Home network,SGP-M1,5G-NR,525,3,354.543,0.208,0,365.772,20498023403,1251100,,1,695,-87.4,-12.8,3.9,5,,1.299922,103.781506,2,30,98.28,98.28,D3-d10f2u2-U1,,1,42,13062,0.208,0.208,0,311,42,3,19.8,17.2,106.2,1,256-QAM: 54.8,1 Layer: 100.0,
25:20.0,Home network,SGP-M1,5G-NR,525,3,354.543,0.208,0,365.772,20498023403,1251100,,1,695,-88.9,-12.3,6.1,5,,1.299922,103.781506,2,30,98.28,98.28,D3-d10f2u2-U1,,1,42,13062,0.208,0.208,0,311,42,3,19.8,17.2,106.2,1,256-QAM: 54.8,1 Layer: 100.0,
25:20.4,Home network,SGP-M1,5G-NR,525,3,354.543,0.203,0,365.772,20498023403,1251100,,1,695,-88.9,-12.3,6.1,5,,1.299922,103.781506,2,30,98.28,98.28,D3-d10f2u2-U1,,1,42,13062,0.208,0.208,0,311,42,3,19.8,17.2,106.2,1,256-QAM: 54.8,1 Layer: 100.0,
25:20.4,Home network,SGP-M1,5G-NR,525,3,354.543,0.203,0,365.772,20498023403,1251100,,1,695,-88.9,-12.3,6.1,5,,1.299922,103.781506,2,30,98.28,98.28,D3-d10f2u2-U1,,1,42,13221,0.203,0.197,2.4,314.8,42,3,20,13.6,106.3,1,256-QAM: 54.8,1 Layer: 100.0,
25:20.4,Home network,SGP-M1,5G-NR,525,3,327.494,0.203,0,365.772,20498023403,1251100,,1,695,-88.9,-12.3,6.1,5,,1.299922,103.781506,2,30,98.28,98.28,D3-d10f2u2-U1,,1,42,13221,0.203,0.197,2.4,314.8,42,3,20,13.6,106.3,1,256-QAM: 54.8,1 Layer: 100.0,
25:20.5,Home network,SGP-M1,5G-NR,525,3,327.494,0.203,0,337.512,20498023403,1251100,,1,695,-88.9,-12.3,6.1,5,,1.299922,103.781506,2,30,98.28,98.28,D3-d10f2u2-U1,,1,42,13221,0.203,0.197,2.4,314.8,42,3,20,13.6,106.3,1,256-QAM: 54.8,1 Layer: 100.0,
25:20.6,Home network,SGP-M1,5G-NR,525,3,327.494,0.203,0,337.512,20498023403,1251100,,1,695,-90.1,-13.4,7.3,5,,1.299922,103.781506,2,30,98.28,98.28,D3-d10f2u2-U1,,1,42,13221,0.203,0.197,2.4,314.8,42,3,20,13.6,106.3,1,256-QAM: 54.8,1 Layer: 100.0,
25:20.9,Home network,SGP-M1,5G-NR,525,3,327.494,0.212,0,337.512,20498023403,1251100,,1,695,-90.1,-13.4,7.3,5,,1.299922,103.781506,2,30,98.28,98.28,D3-d10f2u2-U1,,1,42,13221,0.203,0.197,2.4,314.8,42,3,20,13.6,106.3,1,256-QAM: 54.8,1 Layer: 100.0,
25:20.9,Home network,SGP-M1,5G-NR,525,3,327.494,0.212,0,337.512,20498023403,1251100,,1,695,-90.1,-13.4,7.3,5,,1.299922,103.781506,2,30,98.28,98.28,D3-d10f2u2-U1,,1,47,13895,0.217,0.217,0,295.6,47,3,18.7,11.4,102.6,1,256-QAM: 54.8,1 Layer: 100.0,
25:20.9,Home network,SGP-M1,5G-NR,525,3,327.494,0.212,0,337.512,20498023403,1251100,,1,695,-90.1,-13.4,7.3,5,,1.299922,103.781506,2,30,98.28,98.28,D3-d10f2u2-U1,,1,47,13895,0.217,0.217,0,295.6,47,3,18.7,11.4,102.6,1,64-QAM: 72.3,1 Layer: 100.0,
25:20.9,Home network,SGP-M1,5G-NR,525,3,369.299,0.212,0,337.512,20498023403,1251100,,1,695,-90.1,-13.4,7.3,5,,1.299922,103.781506,2,30,98.28,98.28,D3-d10f2u2-U1,,1,47,13895,0.217,0.217,0,295.6,47,3,18.7,11.4,102.6,1,64-QAM: 72.3,1 Layer: 100.0,
25:21.0,Home network,SGP-M1,5G-NR,525,3,369.299,0.212,0,381.539,20498023403,1251100,,1,695,-90.1,-13.4,7.3,5,,1.299922,103.781506,2,30,98.28,98.28,D3-d10f2u2-U1,,1,47,13895,0.217,0.217,0,295.6,47,3,18.7,11.4,102.6,1,64-QAM: 72.3,1 Layer: 100.0,
25:21.0,Home network,SGP-M1,5G-NR,525,3,369.299,0.212,0,381.539,20498023403,1251100,,1,695,-90.1,-13.4,7.3,5,,1.299929,103.781513,3,30,98.28,98.28,D3-d10f2u2-U1,,1,47,13895,0.217,0.217,0,295.6,47,3,18.7,11.4,102.6,1,64-QAM: 72.3,1 Layer: 100.0,
25:21.0,Home network,SGP-M1,5G-NR,525,3,369.299,0.212,0,381.539,20498023403,1251100,,1,695,-85.3,-12.8,7.6,5,,1.299929,103.781513,3,30,98.28,98.28,D3-d10f2u2-U1,,1,47,13895,0.217,0.217,0,295.6,47,3,18.7,11.4,102.6,1,64-QAM: 72.3,1 Layer: 100.0,
25:21.4,Home network,SGP-M1,5G-NR,525,3,369.299,0.242,0,381.539,20498023403,1251100,,1,695,-85.3,-12.8,7.6,5,,1.299929,103.781513,3,30,98.28,98.28,D3-d10f2u2-U1,,1,47,13895,0.217,0.217,0,295.6,47,3,18.7,11.4,102.6,1,64-QAM: 72.3,1 Layer: 100.0,
25:21.4,Home network,SGP-M1,5G-NR,525,3,369.299,0.242,0,381.539,20498023403,1251100,,1,695,-85.3,-12.8,7.6,5,,1.299929,103.781513,3,30,98.28,98.28,D3-d10f2u2-U1,,1,40,15400,0.242,0.222,2.5,385,40,4,18.3,11,99.4,1,64-QAM: 72.3,1 Layer: 100.0,
25:21.4,Home network,SGP-M1,5G-NR,525,3,369.299,0.242,0,381.539,20498023403,1251100,,1,695,-85.3,-12.8,7.6,5,,1.299929,103.781513,3,30,98.28,98.28,D3-d10f2u2-U1,,1,40,15400,0.242,0.222,2.5,385,40,4,18.3,11,99.4,1,64-QAM: 87.5,1 Layer: 100.0,
25:21.4,Home network,SGP-M1,5G-NR,525,3,372.642,0.242,0,381.539,20498023403,1251100,,1,695,-85.3,-12.8,7.6,5,,1.299929,103.781513,3,30,98.28,98.28,D3-d10f2u2-U1,,1,40,15400,0.242,0.222,2.5,385,40,4,18.3,11,99.4,1,64-QAM: 87.5,1 Layer: 100.0,
25:21.5,Home network,SGP-M1,5G-NR,525,3,372.642,0.242,0,374.746,20498023403,1251100,,1,695,-85.3,-12.8,7.6,5,,1.299929,103.781513,3,30,98.28,98.28,D3-d10f2u2-U1,,1,40,15400,0.242,0.222,2.5,385,40,4,18.3,11,99.4,1,64-QAM: 87.5,1 Layer: 100.0,
25:21.6,Home network,SGP-M1,5G-NR,525,3,372.642,0.242,0,374.746,20498023403,1251100,,1,695,-81.7,-11.9,5.1,5,,1.299929,103.781513,3,30,98.28,98.28,D3-d10f2u2-U1,,1,40,15400,0.242,0.222,2.5,385,40,4,18.3,11,99.4,1,64-QAM: 87.5,1 Layer: 100.0,
25:21.9,Home network,SGP-M1,5G-NR,525,3,372.642,0.211,0,374.746,20498023403,1251100,,1,695,-81.7,-11.9,5.1,5,,1.299929,103.781513,3,30,98.28,98.28,D3-d10f2u2-U1,,1,40,15400,0.242,0.222,2.5,385,40,4,18.3,11,99.4,1,64-QAM: 87.5,1 Layer: 100.0,
25:21.9,Home network,SGP-M1,5G-NR,525,3,372.642,0.211,0,374.746,20498023403,1251100,,1,695,-81.7,-11.9,5.1,5,,1.299929,103.781513,3,30,98.28,98.28,D3-d10f2u2-U1,,1,42,13882,0.216,0.216,0,330.5,42,3,19.4,13.9,99.4,1,64-QAM: 87.5,1 Layer: 100.0,
25:21.9,Home network,SGP-M1,5G-NR,525,3,372.642,0.211,0,374.746,20498023403,1251100,,1,695,-81.7,-11.9,5.1,5,,1.299929,103.781513,3,30,98.28,98.28,D3-d10f2u2-U1,,1,42,13882,0.216,0.216,0,330.5,42,3,19.4,13.9,99.4,1,64-QAM: 54.8,1 Layer: 100.0,
25:21.9,Home network,SGP-M1,5G-NR,525,3,342.169,0.211,0,374.746,20498023403,1251100,,1,695,-81.7,-11.9,5.1,5,,1.299929,103.781513,3,30,98.28,98.28,D3-d10f2u2-U1,,1,42,13882,0.216,0.216,0,330.5,42,3,19.4,13.9,99.4,1,64-QAM: 54.8,1 Layer: 100.0,
25:22.0,Home network,SGP-M1,5G-NR,525,3,342.169,0.211,0,323.576,20498023403,1251100,,1,695,-81.7,-11.9,5.1,5,,1.299929,103.781513,3,30,98.28,98.28,D3-d10f2u2-U1,,1,42,13882,0.216,0.216,0,330.5,42,3,19.4,13.9,99.4,1,64-QAM: 54.8,1 Layer: 100.0,
25:22.0,Home network,SGP-M1,5G-NR,525,3,342.169,0.211,0,323.576,20498023403,1251100,,1,695,-81.7,-11.9,5.1,5,,1.299936,103.781519,3,30,98.28,98.28,D3-d10f2u2-U1,,1,42,13882,0.216,0.216,0,330.5,42,3,19.4,13.9,99.4,1,64-QAM: 54.8,1 Layer: 100.0,
25:22.1,Home network,SGP-M1,5G-NR,525,3,342.169,0.211,0,323.576,20498023403,1251100,,1,695,-80.9,-11.8,3.2,5,,1.299936,103.781519,3,30,98.28,98.28,D3-d10f2u2-U1,,1,42,13882,0.216,0.216,0,330.5,42,3,19.4,13.9,99.4,1,64-QAM: 54.8,1 Layer: 100.0,
25:22.4,Home network,SGP-M1,5G-NR,525,3,342.169,0.198,0,323.576,20498023403,1251100,,1,695,-80.9,-11.8,3.2,5,,1.299936,103.781519,3,30,98.28,98.28,D3-d10f2u2-U1,,1,42,13882,0.216,0.216,0,330.5,42,3,19.4,13.9,99.4,1,64-QAM: 54.8,1 Layer: 100.0,
25:22.4,Home network,SGP-M1,5G-NR,525,3,342.169,0.198,0,323.576,20498023403,1251100,,1,695,-80.9,-11.8,3.2,5,,1.299936,103.781519,3,30,98.28,98.28,D3-d10f2u2-U1,,1,38,12693,0.198,0.198,0,334,38,3,21.2,16.7,102.9,1,64-QAM: 54.8,1 Layer: 100.0,
25:22.4,Home network,SGP-M1,5G-NR,525,3,342.169,0.198,0,323.576,20498023403,1251100,,1,695,-80.9,-11.8,3.2,5,,1.299936,103.781519,3,30,98.28,98.28,D3-d10f2u2-U1,,1,38,12693,0.198,0.198,0,334,38,3,21.2,16.7,102.9,1,256-QAM: 81.6,1 Layer: 100.0,
25:22.4,Home network,SGP-M1,5G-NR,525,3,336.645,0.198,0,323.576,20498023403,1251100,,1,695,-80.9,-11.8,3.2,5,,1.299936,103.781519,3,30,98.28,98.28,D3-d10f2u2-U1,,1,38,12693,0.198,0.198,0,334,38,3,21.2,16.7,102.9,1,256-QAM: 81.6,1 Layer: 100.0,
25:22.5,Home network,SGP-M1,5G-NR,525,3,336.645,0.198,0,329.945,20498023403,1251100,,1,695,-80.9,-11.8,3.2,5,,1.299936,103.781519,3,30,98.28,98.28,D3-d10f2u2-U1,,1,38,12693,0.198,0.198,0,334,38,3,21.2,16.7,102.9,1,256-QAM: 81.6,1 Layer: 100.0,
25:22.5,Home network,SGP-M1,5G-NR,525,3,336.645,0.198,0,329.945,20498023403,1251100,,1,695,-86.1,-13.1,3.1,5,,1.299936,103.781519,3,30,98.28,98.28,D3-d10f2u2-U1,,1,38,12693,0.198,0.198,0,334,38,3,21.2,16.7,102.9,1,256-QAM: 81.6,1 Layer: 100.0,
25:22.9,Home network,SGP-M1,5G-NR,525,3,336.645,0.187,0,329.945,20498023403,1251100,,1,695,-86.1,-13.1,3.1,5,,1.299936,103.781519,3,30,98.28,98.28,D3-d10f2u2-U1,,1,38,12693,0.198,0.198,0,334,38,3,21.2,16.7,102.9,1,256-QAM: 81.6,1 Layer: 100.0,
25:22.9,Home network,SGP-M1,5G-NR,525,3,336.645,0.187,0,329.945,20498023403,1251100,,1,695,-86.1,-13.1,3.1,5,,1.299936,103.781519,3,30,98.28,98.28,D3-d10f2u2-U1,,1,39,11714,0.187,0.187,0,300.4,39,3,19.2,9.9,103,1,256-QAM: 81.6,1 Layer: 100.0,
25:22.9,Home network,SGP-M1,5G-NR,525,3,336.645,0.187,0,329.945,20498023403,1251100,,1,695,-86.1,-13.1,3.1,5,,1.299936,103.781519,3,30,98.28,98.28,D3-d10f2u2-U1,,1,39,11714,0.187,0.187,0,300.4,39,3,19.2,9.9,103,1,256-QAM: 51.3,1 Layer: 100.0,
25:22.9,Home network,SGP-M1,5G-NR,525,3,272.284,0.187,0,329.945,20498023403,1251100,,1,695,-86.1,-13.1,3.1,5,,1.299936,103.781519,3,30,98.28,98.28,D3-d10f2u2-U1,,1,39,11714,0.187,0.187,0,300.4,39,3,19.2,9.9,103,1,256-QAM: 51.3,1 Layer: 100.0,
25:23.0,Home network,SGP-M1,5G-NR,525,3,272.284,0.187,0,301.426,20498023403,1251100,,1,695,-86.1,-13.1,3.1,5,,1.299936,103.781519,3,30,98.28,98.28,D3-d10f2u2-U1,,1,39,11714,0.187,0.187,0,300.4,39,3,19.2,9.9,103,1,256-QAM: 51.3,1 Layer: 100.0,
25:23.0,Home network,SGP-M1,5G-NR,525,3,272.284,0.187,0,301.426,20498023403,1251100,,1,695,-86.1,-13.1,3.1,5,,1.299942,103.781525,3,30,98.28,98.28,D3-d10f2u2-U1,,1,39,11714,0.187,0.187,0,300.4,39,3,19.2,9.9,103,1,256-QAM: 51.3,1 Layer: 100.0,
25:23.1,Home network,SGP-M1,5G-NR,525,3,272.284,0.187,0,301.426,20498023403,1251100,,1,695,-85.1,-12.4,2.7,5,,1.299942,103.781525,3,30,98.28,98.28,D3-d10f2u2-U1,,1,39,11714,0.187,0.187,0,300.4,39,3,19.2,9.9,103,1,256-QAM: 51.3,1 Layer: 100.0,
25:23.4,Home network,SGP-M1,5G-NR,525,3,272.284,0.215,0,301.426,20498023403,1251100,,1,695,-85.1,-12.4,2.7,5,,1.299942,103.781525,3,30,98.28,98.28,D3-d10f2u2-U1,,1,39,11714,0.187,0.187,0,300.4,39,3,19.2,9.9,103,1,256-QAM: 51.3,1 Layer: 100.0,
25:23.4,Home network,SGP-M1,5G-NR,525,3,272.284,0.215,0,301.426,20498023403,1251100,,1,695,-85.1,-12.4,2.7,5,,1.299942,103.781525,3,30,98.28,98.28,D3-d10f2u2-U1,,1,47,13810,0.215,0.215,0,293.8,47,3,18.6,12.2,103.5,1,256-QAM: 51.3,1 Layer: 100.0,
25:23.4,Home network,SGP-M1,5G-NR,525,3,272.284,0.215,0,301.426,20498023403,1251100,,1,695,-85.1,-12.4,2.7,5,,1.299942,103.781525,3,30,98.28,98.28,D3-d10f2u2-U1,,1,47,13810,0.215,0.215,0,293.8,47,3,18.6,12.2,103.5,1,64-QAM: 72.3,1 Layer: 100.0,
25:23.4,Home network,SGP-M1,5G-NR,525,3,339.946,0.215,0,301.426,20498023403,1251100,,1,695,-85.1,-12.4,2.7,5,,1.299942,103.781525,3,30,98.28,98.28,D3-d10f2u2-U1,,1,47,13810,0.215,0.215,0,293.8,47,3,18.6,12.2,103.5,1,64-QAM: 72.3,1 Layer: 100.0,
25:23.5,Home network,SGP-M1,5G-NR,525,3,339.946,0.215,0,305.857,20498023403,1251100,,1,695,-85.1,-12.4,2.7,5,,1.299942,103.781525,3,30,98.28,98.28,D3-d10f2u2-U1,,1,47,13810,0.215,0.215,0,293.8,47,3,18.6,12.2,103.5,1,64-QAM: 72.3,1 Layer: 100.0,
25:23.6,Home network,SGP-M1,5G-NR,525,3,339.946,0.215,0,305.857,20498023403,1251100,,1,695,-85.6,-12.5,3.3,5,,1.299942,103.781525,3,30,98.28,98.28,D3-d10f2u2-U1,,1,47,13810,0.215,0.215,0,293.8,47,3,18.6,12.2,103.5,1,64-QAM: 72.3,1 Layer: 100.0,
25:23.9,Home network,SGP-M1,5G-NR,525,3,339.946,0.18,0,305.857,20498023403,1251100,,1,695,-85.6,-12.5,3.3,5,,1.299942,103.781525,3,30,98.28,98.28,D3-d10f2u2-U1,,1,47,13810,0.215,0.215,0,293.8,47,3,18.6,12.2,103.5,1,64-QAM: 72.3,1 Layer: 100.0,
25:23.9,Home network,SGP-M1,5G-NR,525,3,339.946,0.18,0,305.857,20498023403,1251100,,1,695,-85.6,-12.5,3.3,5,,1.299942,103.781525,3,30,98.28,98.28,D3-d10f2u2-U1,,1,38,11515,0.18,0.18,0,303,38,3,19.3,14.1,106.6,1,64-QAM: 72.3,1 Layer: 100.0,
25:23.9,Home network,SGP-M1,5G-NR,525,3,339.946,0.18,0,305.857,20498023403,1251100,,1,695,-85.6,-12.5,3.3,5,,1.299942,103.781525,3,30,98.28,98.28,D3-d10f2u2-U1,,1,38,11515,0.18,0.18,0,303,38,3,19.3,14.1,106.6,1,256-QAM: 57.9,1 Layer: 100.0,
25:23.9,Home network,SGP-M1,5G-NR,525,3,304.608,0.18,0,305.857,20498023403,1251100,,1,695,-85.6,-12.5,3.3,5,,1.299942,103.781525,3,30,98.28,98.28,D3-d10f2u2-U1,,1,38,11515,0.18,0.18,0,303,38,3,19.3,14.1,106.6,1,256-QAM: 57.9,1 Layer: 100.0,
25:24.0,Home network,SGP-M1,5G-NR,525,3,304.608,0.18,0,323.772,20498023403,1251100,,1,695,-85.6,-12.5,3.3,5,,1.299942,103.781525,3,30,98.28,98.28,D3-d10f2u2-U1,,1,38,11515,0.18,0.18,0,303,38,3,19.3,14.1,106.6,1,256-QAM: 57.9,1 Layer: 100.0,
25:24.0,Home network,SGP-M1,5G-NR,525,3,304.608,0.18,0,323.772,20498023403,1251100,,1,695,-85.6,-12.5,3.3,5,,1.29995,103.781531,3,30,98.28,98.28,D3-d10f2u2-U1,,1,38,11515,0.18,0.18,0,303,38,3,19.3,14.1,106.6,1,256-QAM: 57.9,1 Layer: 100.0,
25:24.0,Home network,SGP-M1,5G-NR,525,3,304.608,0.18,0,323.772,20498023403,1251100,,1,695,-90.2,-14.2,4.4,5,,1.29995,103.781531,3,30,98.28,98.28,D3-d10f2u2-U1,,1,38,11515,0.18,0.18,0,303,38,3,19.3,14.1,106.6,1,256-QAM: 57.9,1 Layer: 100.0,
25:24.4,Home network,SGP-M1,5G-NR,525,3,304.608,0.217,0,323.772,20498023403,1251100,,1,695,-90.2,-14.2,4.4,5,,1.29995,103.781531,3,30,98.28,98.28,D3-d10f2u2-U1,,1,38,11515,0.18,0.18,0,303,38,3,19.3,14.1,106.6,1,256-QAM: 57.9,1 Layer: 100.0,
25:24.4,Home network,SGP-M1,5G-NR,525,3,304.608,0.217,0,323.772,20498023403,1251100,,1,695,-90.2,-14.2,4.4,5,,1.29995,103.781531,3,30,98.28,98.28,D3-d10f2u2-U1,,1,44,13983,0.217,0.217,0,317.8,44,3,18.8,15.4,104.5,1,256-QAM: 57.9,1 Layer: 100.0,
25:24.4,Home network,SGP-M1,5G-NR,525,3,304.608,0.217,0,323.772,20498023403,1251100,,1,695,-90.2,-14.2,4.4,5,,1.29995,103.781531,3,30,98.28,98.28,D3-d10f2u2-U1,,1,44,13983,0.217,0.217,0,317.8,44,3,18.8,15.4,104.5,1,64-QAM: 65.9,1 Layer: 100.0,
25:24.4,Home network,SGP-M1,5G-NR,525,3,380.636,0.217,0,323.772,20498023403,1251100,,1,695,-90.2,-14.2,4.4,5,,1.29995,103.781531,3,30,98.28,98.28,D3-d10f2u2-U1,,1,44,13983,0.217,0.217,0,317.8,44,3,18.8,15.4,104.5,1,64-QAM: 65.9,1 Layer: 100.0,
25:24.5,Home network,SGP-M1,5G-NR,525,3,380.636,0.217,0,397.268,20498023403,1251100,,1,695,-90.2,-14.2,4.4,5,,1.29995,103.781531,3,30,98.28,98.28,D3-d10f2u2-U1,,1,44,13983,0.217,0.217,0,317.8,44,3,18.8,15.4,104.5,1,64-QAM: 65.9,1 Layer: 100.0,
25:24.6,Home network,SGP-M1,5G-NR,525,3,380.636,0.217,0,397.268,20498023403,1251100,,1,695,-87.3,-13.3,5.2,5,,1.29995,103.781531,3,30,98.28,98.28,D3-d10f2u2-U1,,1,44,13983,0.217,0.217,0,317.8,44,3,18.8,15.4,104.5,1,64-QAM: 65.9,1 Layer: 100.0,
25:24.9,Home network,SGP-M1,5G-NR,525,3,380.636,0.246,0,397.268,20498023403,1251100,,1,695,-87.3,-13.3,5.2,5,,1.29995,103.781531,3,30,98.28,98.28,D3-d10f2u2-U1,,1,44,13983,0.217,0.217,0,317.8,44,3,18.8,15.4,104.5,1,64-QAM: 65.9,1 Layer: 100.0,
25:24.9,Home network,SGP-M1,5G-NR,525,3,380.636,0.246,0,397.268,20498023403,1251100,,1,695,-87.3,-13.3,5.2,5,,1.29995,103.781531,3,30,98.28,98.28,D3-d10f2u2-U1,,1,48,15848,0.246,0.246,0,330.2,48,3,19.9,15.7,105.4,1,64-QAM: 65.9,1 Layer: 100.0,
25:24.9,Home network,SGP-M1,5G-NR,525,3,380.636,0.246,0,397.268,20498023403,1251100,,1,695,-87.3,-13.3,5.2,5,,1.29995,103.781531,3,30,98.28,98.28,D3-d10f2u2-U1,,1,48,15848,0.246,0.246,0,330.2,48,3,19.9,15.7,105.4,1,256-QAM: 52.1,1 Layer: 100.0,
25:24.9,Home network,SGP-M1,5G-NR,525,3,364.955,0.246,0,397.268,20498023403,1251100,,1,695,-87.3,-13.3,5.2,5,,1.29995,103.781531,3,30,98.28,98.28,D3-d10f2u2-U1,,1,48,15848,0.246,0.246,0,330.2,48,3,19.9,15.7,105.4,1,256-QAM: 52.1,1 Layer: 100.0,
25:25.0,Home network,SGP-M1,5G-NR,525,3,364.955,0.246,0,360.464,20498023403,1251100,,1,695,-87.3,-13.3,5.2,5,,1.29995,103.781531,3,30,98.28,98.28,D3-d10f2u2-U1,,1,48,15848,0.246,0.246,0,330.2,48,3,19.9,15.7,105.4,1,256-QAM: 52.1,1 Layer: 100.0,
25:25.0,Home network,SGP-M1,5G-NR,525,3,364.955,0.246,0,360.464,20498023403,1251100,,1,695,-87.3,-13.3,5.2,5,,1.299961,103.781537,3,30,98.28,98.28,D3-d10f2u2-U1,,1,48,15848,0.246,0.246,0,330.2,48,3,19.9,15.7,105.4,1,256-QAM: 52.1,1 Layer: 100.0,
25:25.1,Home network,SGP-M1,5G-NR,525,3,364.955,0.246,0,360.464,20498023403,1251100,,1,695,-87.5,-13.9,3.5,5,,1.299961,103.781537,3,30,98.28,98.28,D3-d10f2u2-U1,,1,48,15848,0.246,0.246,0,330.2,48,3,19.9,15.7,105.4,1,256-QAM: 52.1,1 Layer: 100.0,
25:25.4,Home network,SGP-M1,5G-NR,525,3,364.955,0.198,0,360.464,20498023403,1251100,,1,695,-87.5,-13.9,3.5,5,,1.299961,103.781537,3,30,98.28,98.28,D3-d10f2u2-U1,,1,48,15848,0.246,0.246,0,330.2,48,3,19.9,15.7,105.4,1,256-QAM: 52.1,1 Layer: 100.0,
25:25.4,Home network,SGP-M1,5G-NR,525,3,364.955,0.198,0,360.464,20498023403,1251100,,1,695,-87.5,-13.9,3.5,5,,1.299961,103.781537,3,30,98.28,98.28,D3-d10f2u2-U1,,1,43,12671,0.198,0.198,0,294.7,43,3,18.7,14.8,105,1,256-QAM: 52.1,1 Layer: 100.0,
25:25.4,Home network,SGP-M1,5G-NR,525,3,364.955,0.198,0,360.464,20498023403,1251100,,1,695,-87.5,-13.9,3.5,5,,1.299961,103.781537,3,30,98.28,98.28,D3-d10f2u2-U1,,1,43,12671,0.198,0.198,0,294.7,43,3,18.7,14.8,105,1,64-QAM: 86.0,1 Layer: 100.0,
25:25.4,Home network,SGP-M1,5G-NR,525,3,371.797,0.198,0,360.464,20498023403,1251100,,1,695,-87.5,-13.9,3.5,5,,1.299961,103.781537,3,30,98.28,98.28,D3-d10f2u2-U1,,1,43,12671,0.198,0.198,0,294.7,43,3,18.7,14.8,105,1,64-QAM: 86.0,1 Layer: 100.0,
25:25.5,Home network,SGP-M1,5G-NR,525,3,371.797,0.198,0,366.53,20498023403,1251100,,1,695,-87.5,-13.9,3.5,5,,1.299961,103.781537,3,30,98.28,98.28,D3-d10f2u2-U1,,1,43,12671,0.198,0.198,0,294.7,43,3,18.7,14.8,105,1,64-QAM: 86.0,1 Layer: 100.0,
25:25.6,Home network,SGP-M1,5G-NR,525,3,371.797,0.198,0,366.53,20498023403,1251100,,1,695,-87.1,-13.4,2.7,5,,1.299961,103.781537,3,30,98.28,98.28,D3-d10f2u2-U1,,1,43,12671,0.198,0.198,0,294.7,43,3,18.7,14.8,105,1,64-QAM: 86.0,1 Layer: 100.0,
25:25.9,Home network,SGP-M1,5G-NR,525,3,371.797,0.209,0,366.53,20498023403,1251100,,1,695,-87.1,-13.4,2.7,5,,1.299961,103.781537,3,30,98.28,98.28,D3-d10f2u2-U1,,1,43,12671,0.198,0.198,0,294.7,43,3,18.7,14.8,105,1,64-QAM: 86.0,1 Layer: 100.0,
25:25.9,Home network,SGP-M1,5G-NR,525,3,371.797,0.209,0,366.53,20498023403,1251100,,1,695,-87.1,-13.4,2.7,5,,1.299961,103.781537,3,30,98.28,98.28,D3-d10f2u2-U1,,1,46,13142,0.209,0.209,0,285.7,46,3,18.1,12.2,102.8,1,64-QAM: 86.0,1 Layer: 100.0,
25:25.9,Home network,SGP-M1,5G-NR,525,3,371.797,0.209,0,366.53,20498023403,1251100,,1,695,-87.1,-13.4,2.7,5,,1.299961,103.781537,3,30,98.28,98.28,D3-d10f2u2-U1,,1,46,13142,0.209,0.209,0,285.7,46,3,18.1,12.2,102.8,1,64-QAM: 87.0,1 Layer: 100.0,
25:25.9,Home network,SGP-M1,5G-NR,525,3,392.395,0.209,0,366.53,20498023403,1251100,,1,695,-87.1,-13.4,2.7,5,,1.299961,103.781537,3,30,98.28,98.28,D3-d10f2u2-U1,,1,46,13142,0.209,0.209,0,285.7,46,3,18.1,12.2,102.8,1,64-QAM: 87.0,1 Layer: 100.0,
25:26.0,Home network,SGP-M1,5G-NR,525,3,392.395,0.209,0.002,366.53,20498023403,1251100,,1,695,-87.1,-13.4,2.7,5,,1.299961,103.781537,3,30,98.28,98.28,D3-d10f2u2-U1,,1,46,13142,0.209,0.209,0,285.7,46,3,18.1,12.2,102.8,1,64-QAM: 87.0,1 Layer: 100.0,
25:26.0,Home network,SGP-M1,5G-NR,525,3,392.395,0.209,0.002,458.893,20498023403,1251100,,1,695,-87.1,-13.4,2.7,5,,1.299961,103.781537,3,30,98.28,98.28,D3-d10f2u2-U1,,1,46,13142,0.209,0.209,0,285.7,46,3,18.1,12.2,102.8,1,64-QAM: 87.0,1 Layer: 100.0,
