Time,Network,Operator,Technology,MCC,MNC,Network Thrpt DL,Network Thrpt UL,IP Thrpt UL,IP Thrpt DL,Cell ID,gNB,Num Beams,Num SCS Carrier​ (PCell),PCI​ (PCell),SS-RSRP,SS-RSRQ,SS-SINR​ (PCell),Beam Index​ (PCell),Max MIMO-Layers CB PUSCH,Lat,Long,Speed o.g.,SCS​ (PCell),Bandwidth DL​ (PCell),Bandwidth UL​ (PCell),TDD Slot Pattern​ (PCell),CSI-RSRP,Num PUSCH Carrier,Num Slots​ (PCell),Bytes Transferred​ (PCell),Sched PUSCH Thp​ (PCell),Net PUSCH Thp​ (PCell),Retransmission​ (PCell),Average TB Size​ (PCell),Num of TBs​ (PCell),Average RBs​ (PCell),Average MCS Index​ (PCell),PUSCH TxPower​ (PCell),PUSCH Pathloss​ (PCell),Max Num Layers​ (PCell),Modulation​ (PCell),Layer​ (PCell),MAC UL Thp​ (PCell)
25:04.3,Home network,SGP-M1,5G-NR,525,3,0.002,0.042,0.001,0.001,11817042923,721255,,1,7,-90.8,-13.8,4.2,5,,1.299939,103.781319,0,30,98.28,98.28,D3-d10f2u2-U1,,1,1,161,0.042,0.042,0,161,1,3,11,20.5,108.3,1,64-QAM: 100.0,1 Layer: 100.0,
25:04.3,Home network,SGP-M1,5G-NR,525,3,0.002,0.042,0.001,0.001,11817042923,721255,,1,7,-90.8,-13.8,4.2,5,,1.299928,103.781344,0,30,98.28,98.28,D3-d10f2u2-U1,,1,1,161,0.042,0.042,0,161,1,3,11,20.5,108.3,1,64-QAM: 100.0,1 Layer: 100.0,
25:04.4,Home network,SGP-M1,5G-NR,525,3,0.002,0.042,0.001,0.001,11817042923,721255,,1,7,-90.8,-13.8,4.2,5,,1.299897,103.781379,2,30,98.28,98.28,D3-d10f2u2-U1,,1,1,161,0.042,0.042,0,161,1,3,11,20.5,108.3,1,64-QAM: 100.0,1 Layer: 100.0,
25:04.4,Home network,SGP-M1,5G-NR,525,3,0.002,0.042,0.001,0.001,11817042923,721255,,1,7,-90.8,-13.8,4.2,5,,1.299858,103.781427,0,30,98.28,98.28,D3-d10f2u2-U1,,1,1,161,0.042,0.042,0,161,1,3,11,20.5,108.3,1,64-QAM: 100.0,1 Layer: 100.0,
25:04.4,Home network,SGP-M1,5G-NR,525,3,0.002,0.042,0.001,0.001,11817042923,721255,,1,7,-90.8,-13.8,4.2,5,,1.299855,103.781431,2,30,98.28,98.28,D3-d10f2u2-U1,,1,1,161,0.042,0.042,0,161,1,3,11,20.5,108.3,1,64-QAM: 100.0,1 Layer: 100.0,
25:04.4,Home network,SGP-M1,5G-NR,525,3,0.002,0.042,0.001,0.001,11817042923,721255,,1,7,-90.8,-13.8,4.2,5,,1.29985,103.781435,3,30,98.28,98.28,D3-d10f2u2-U1,,1,1,161,0.042,0.042,0,161,1,3,11,20.5,108.3,1,64-QAM: 100.0,1 Layer: 100.0,
25:04.4,Home network,SGP-M1,5G-NR,525,3,0.002,0.042,0.001,0.001,11817042923,721255,,1,7,-90.8,-13.8,4.2,5,,1.299879,103.781411,0,30,98.28,98.28,D3-d10f2u2-U1,,1,1,161,0.042,0.042,0,161,1,3,11,20.5,108.3,1,64-QAM: 100.0,1 Layer: 100.0,
25:04.4,Home network,SGP-M1,5G-NR,525,3,0.002,0.042,0.001,0.001,11817042923,721255,,1,7,-90.8,-13.8,4.2,5,,1.299882,103.781414,2,30,98.28,98.28,D3-d10f2u2-U1,,1,1,161,0.042,0.042,0,161,1,3,11,20.5,108.3,1,64-QAM: 100.0,1 Layer: 100.0,
25:04.5,Home network,SGP-M1,5G-NR,525,3,0.002,0.042,0.001,0.001,11817042923,721255,,1,7,-90.8,-13.8,4.2,5,,1.299888,103.781413,2,30,98.28,98.28,D3-d10f2u2-U1,,1,1,161,0.042,0.042,0,161,1,3,11,20.5,108.3,1,64-QAM: 100.0,1 Layer: 100.0,
25:04.5,Home network,SGP-M1,5G-NR,525,3,0.002,0.042,0.001,0.001,11817042923,721255,,1,7,-90.8,-13.8,4.2,5,,1.29989,103.781412,2,30,98.28,98.28,D3-d10f2u2-U1,,1,1,161,0.042,0.042,0,161,1,3,11,20.5,108.3,1,64-QAM: 100.0,1 Layer: 100.0,
25:04.5,Home network,SGP-M1,5G-NR,525,3,0.002,0.042,0.008,0.001,11817042923,721255,,1,7,-90.8,-13.8,4.2,5,,1.29989,103.781412,2,30,98.28,98.28,D3-d10f2u2-U1,,1,1,161,0.042,0.042,0,161,1,3,11,20.5,108.3,1,64-QAM: 100.0,1 Layer: 100.0,
25:04.5,Home network,SGP-M1,5G-NR,525,3,0.002,0.042,0.008,0.003,11817042923,721255,,1,7,-90.8,-13.8,4.2,5,,1.29989,103.781412,2,30,98.28,98.28,D3-d10f2u2-U1,,1,1,161,0.042,0.042,0,161,1,3,11,20.5,108.3,1,64-QAM: 100.0,1 Layer: 100.0,
25:04.5,Home network,SGP-M1,5G-NR,525,3,0.002,0.042,0.008,0.003,11817042923,721255,,1,7,-90.8,-13.8,4.2,5,,1.299882,103.781422,4,30,98.28,98.28,D3-d10f2u2-U1,,1,1,161,0.042,0.042,0,161,1,3,11,20.5,108.3,1,64-QAM: 100.0,1 Layer: 100.0,
25:04.5,Home network,SGP-M1,5G-NR,525,3,0.002,0.042,0.008,0.003,11817042923,721255,,1,7,-90.8,-13.8,4.2,5,,1.299874,103.781436,5,30,98.28,98.28,D3-d10f2u2-U1,,1,1,161,0.042,0.042,0,161,1,3,11,20.5,108.3,1,64-QAM: 100.0,1 Layer: 100.0,
25:04.5,Home network,SGP-M1,5G-NR,525,3,0.002,0.042,0.008,0.003,11817042923,721255,,1,7,-90.8,-13.8,4.2,5,,1.299868,103.781441,3,30,98.28,98.28,D3-d10f2u2-U1,,1,1,161,0.042,0.042,0,161,1,3,11,20.5,108.3,1,64-QAM: 100.0,1 Layer: 100.0,
25:04.5,Home network,SGP-M1,5G-NR,525,3,0.002,0.042,0.008,0.003,11817042923,721255,,1,7,-90.8,-13.8,4.2,5,,1.299866,103.781449,4,30,98.28,98.28,D3-d10f2u2-U1,,1,1,161,0.042,0.042,0,161,1,3,11,20.5,108.3,1,64-QAM: 100.0,1 Layer: 100.0,
25:04.5,Home network,SGP-M1,5G-NR,525,3,0.002,0.042,0.008,0.003,11817042923,721255,,1,7,-90.8,-13.8,4.2,5,,1.299865,103.78146,4,30,98.28,98.28,D3-d10f2u2-U1,,1,1,161,0.042,0.042,0,161,1,3,11,20.5,108.3,1,64-QAM: 100.0,1 Layer: 100.0,
25:04.6,Home network,SGP-M1,5G-NR,525,3,0.002,0.042,0.008,0.003,11817042923,721255,,1,7,-90.8,-13.8,4.2,5,,1.299865,103.781469,3,30,98.28,98.28,D3-d10f2u2-U1,,1,1,161,0.042,0.042,0,161,1,3,11,20.5,108.3,1,64-QAM: 100.0,1 Layer: 100.0,
25:04.6,Home network,SGP-M1,5G-NR,525,3,0.002,0.042,0.008,0.003,11817042923,721255,,1,7,-90.8,-13.8,4.2,5,,1.299867,103.781478,4,30,98.28,98.28,D3-d10f2u2-U1,,1,1,161,0.042,0.042,0,161,1,3,11,20.5,108.3,1,64-QAM: 100.0,1 Layer: 100.0,
25:04.6,Home network,SGP-M1,5G-NR,525,3,0.002,0.055,0.008,0.003,11817042923,721255,,1,7,-90.8,-13.8,4.2,5,,1.299867,103.781478,4,30,98.28,98.28,D3-d10f2u2-U1,,1,1,161,0.042,0.042,0,161,1,3,11,20.5,108.3,1,64-QAM: 100.0,1 Layer: 100.0,
25:04.6,Home network,SGP-M1,5G-NR,525,3,0.002,0.055,0.008,0.003,11817042923,721255,,1,7,-90.8,-13.8,4.2,5,,1.299867,103.781478,4,30,98.28,98.28,D3-d10f2u2-U1,,1,28,4010,0.061,0.061,0,143.2,28,3,9.6,21.5,108.6,1,64-QAM: 100.0,1 Layer: 100.0,
25:04.6,Home network,SGP-M1,5G-NR,525,3,0.002,0.055,0.008,0.003,11817042923,721255,,1,7,-90.8,-13.8,4.2,5,,1.299867,103.781478,4,30,98.28,98.28,D3-d10f2u2-U1,,1,28,4010,0.061,0.061,0,143.2,28,3,9.6,21.5,108.6,1,16-QAM: 57.1,1 Layer: 100.0,
25:04.6,Home network,SGP-M1,5G-NR,525,3,0.002,0.055,0.008,0.003,11817042923,721255,,1,7,-90.8,-13.8,4.2,5,,1.299871,103.781486,2,30,98.28,98.28,D3-d10f2u2-U1,,1,28,4010,0.061,0.061,0,143.2,28,3,9.6,21.5,108.6,1,16-QAM: 57.1,1 Layer: 100.0,
25:04.6,Home network,SGP-M1,5G-NR,525,3,0.002,0.055,0.008,0.003,11817042923,721255,,1,7,-90.8,-13.8,4.2,5,,1.299876,103.781492,3,30,98.28,98.28,D3-d10f2u2-U1,,1,28,4010,0.061,0.061,0,143.2,28,3,9.6,21.5,108.6,1,16-QAM: 57.1,1 Layer: 100.0,
25:04.6,Home network,SGP-M1,5G-NR,525,3,0.006,0.055,0.008,0.003,11817042923,721255,,1,7,-90.8,-13.8,4.2,5,,1.299876,103.781492,3,30,98.28,98.28,D3-d10f2u2-U1,,1,28,4010,0.061,0.061,0,143.2,28,3,9.6,21.5,108.6,1,16-QAM: 57.1,1 Layer: 100.0,
25:04.6,Home network,SGP-M1,5G-NR,525,3,0.006,0.055,0.008,0.003,11817042923,721255,,1,7,-90.8,-13.6,-1.2,5,,1.299876,103.781492,3,30,98.28,98.28,D3-d10f2u2-U1,,1,28,4010,0.061,0.061,0,143.2,28,3,9.6,21.5,108.6,1,16-QAM: 57.1,1 Layer: 100.0,
25:04.8,Home network,SGP-M1,5G-NR,525,3,,0.055,0.008,0.003,11817042923,721255,,1,7,-90.8,-13.6,-1.2,5,,1.299876,103.781492,3,30,98.28,98.28,D3-d10f2u2-U1,,1,28,4010,0.061,0.061,0,143.2,28,3,9.6,21.5,108.6,1,16-QAM: 57.1,1 Layer: 100.0,
25:04.8,Home network,SGP-M1,5G-NR,525,3,,,0.008,0.003,11817042923,721255,,1,7,-90.8,-13.6,-1.2,5,,1.299876,103.781492,3,30,98.28,98.28,D3-d10f2u2-U1,,1,28,4010,0.061,0.061,0,143.2,28,3,9.6,21.5,108.6,1,16-QAM: 57.1,1 Layer: 100.0,
25:04.8,Home network,SGP-M1,5G-NR,525,3,,,0.008,0.003,11817042923,721255,,1,7,-90.8,-13.6,-1.2,5,,1.299876,103.781492,3,30,98.28,98.28,D3-d10f2u2-U1,,1,0,0,0,0,0,143.2,0,3,9.6,21.5,108.6,1,16-QAM: 57.1,1 Layer: 100.0,
25:04.9,Home network,SGP-M1,5G-NR,525,3,204.45,,0.008,0.003,11817042923,721255,,1,7,-90.8,-13.6,-1.2,5,,1.299876,103.781492,3,30,98.28,98.28,D3-d10f2u2-U1,,1,0,0,0,0,0,143.2,0,3,9.6,21.5,108.6,1,16-QAM: 57.1,1 Layer: 100.0,
25:04.9,Home network,SGP-M1,5G-NR,525,3,204.45,0.064,0.008,0.003,11817042923,721255,,1,7,-90.8,-13.6,-1.2,5,,1.299876,103.781492,3,30,98.28,98.28,D3-d10f2u2-U1,,1,0,0,0,0,0,143.2,0,3,9.6,21.5,108.6,1,16-QAM: 57.1,1 Layer: 100.0,
25:04.9,Home network,SGP-M1,5G-NR,525,3,204.45,0.064,0.008,0.003,11817042923,721255,,1,7,-90.8,-13.6,-1.2,5,,1.299876,103.781492,3,30,98.28,98.28,D3-d10f2u2-U1,,1,23,3551,0.064,0.064,0,154.4,23,3,10.7,22.2,110.4,1,16-QAM: 57.1,1 Layer: 100.0,
25:04.9,Home network,SGP-M1,5G-NR,525,3,204.45,0.064,0.008,0.003,11817042923,721255,,1,7,-90.8,-13.6,-1.2,5,,1.299876,103.781492,3,30,98.28,98.28,D3-d10f2u2-U1,,1,23,3551,0.064,0.064,0,154.4,23,3,10.7,22.2,110.4,1,64-QAM: 56.5,1 Layer: 100.0,
25:04.9,Home network,SGP-M1,5G-NR,525,3,204.45,0.064,0.008,0.003,11817042923,721255,,1,7,-90.8,-13.6,-1.2,5,,1.299876,103.781492,3,30,98.28,98.28,D3-d10f2u2-U1,,1,0,0,0,0,0,154.4,0,3,10.7,22.2,110.4,1,64-QAM: 56.5,1 Layer: 100.0,
25:04.9,Home network,SGP-M1,5G-NR,525,3,48.725,0.064,0.008,0.003,11817042923,721255,,1,7,-90.8,-13.6,-1.2,5,,1.299876,103.781492,3,30,98.28,98.28,D3-d10f2u2-U1,,1,0,0,0,0,0,154.4,0,3,10.7,22.2,110.4,1,64-QAM: 56.5,1 Layer: 100.0,
25:04.9,Home network,SGP-M1,5G-NR,525,3,48.725,,0.008,0.003,11817042923,721255,,1,7,-90.8,-13.6,-1.2,5,,1.299876,103.781492,3,30,98.28,98.28,D3-d10f2u2-U1,,1,0,0,0,0,0,154.4,0,3,10.7,22.2,110.4,1,64-QAM: 56.5,1 Layer: 100.0,
25:04.9,Home network,SGP-M1,5G-NR,525,3,18.453,,0.008,0.003,11817042923,721255,,1,7,-90.8,-13.6,-1.2,5,,1.299876,103.781492,3,30,98.28,98.28,D3-d10f2u2-U1,,1,0,0,0,0,0,154.4,0,3,10.7,22.2,110.4,1,64-QAM: 56.5,1 Layer: 100.0,
25:04.9,Home network,SGP-M1,5G-NR,525,3,26.268,,0.008,0.003,11817042923,721255,,1,7,-90.8,-13.6,-1.2,5,,1.299876,103.781492,3,30,98.28,98.28,D3-d10f2u2-U1,,1,0,0,0,0,0,154.4,0,3,10.7,22.2,110.4,1,64-QAM: 56.5,1 Layer: 100.0,
25:04.9,Home network,SGP-M1,5G-NR,525,3,29.12,,0.008,0.003,11817042923,721255,,1,7,-90.8,-13.6,-1.2,5,,1.299876,103.781492,3,30,98.28,98.28,D3-d10f2u2-U1,,1,0,0,0,0,0,154.4,0,3,10.7,22.2,110.4,1,64-QAM: 56.5,1 Layer: 100.0,
25:04.9,Home network,SGP-M1,5G-NR,525,3,29.12,0.012,0.008,0.003,11817042923,721255,,1,7,-90.8,-13.6,-1.2,5,,1.299876,103.781492,3,30,98.28,98.28,D3-d10f2u2-U1,,1,0,0,0,0,0,154.4,0,3,10.7,22.2,110.4,1,64-QAM: 56.5,1 Layer: 100.0,
25:04.9,Home network,SGP-M1,5G-NR,525,3,29.12,0.012,0.008,0.003,11817042923,721255,,1,7,-90.8,-13.6,-1.2,5,,1.299876,103.781492,3,30,98.28,98.28,D3-d10f2u2-U1,,1,1,161,0.012,0.012,0,161,1,3,11,22.2,110.4,1,64-QAM: 56.5,1 Layer: 100.0,
25:04.9,Home network,SGP-M1,5G-NR,525,3,29.12,0.012,0.008,0.003,11817042923,721255,,1,7,-90.8,-13.6,-1.2,5,,1.299876,103.781492,3,30,98.28,98.28,D3-d10f2u2-U1,,1,1,161,0.012,0.012,0,161,1,3,11,22.2,110.4,1,64-QAM: 100.0,1 Layer: 100.0,
25:04.9,Home network,SGP-M1,5G-NR,525,3,38.606,0.012,0.008,0.003,11817042923,721255,,1,7,-90.8,-13.6,-1.2,5,,1.299876,103.781492,3,30,98.28,98.28,D3-d10f2u2-U1,,1,1,161,0.012,0.012,0,161,1,3,11,22.2,110.4,1,64-QAM: 100.0,1 Layer: 100.0,
25:04.9,Home network,SGP-M1,5G-NR,525,3,40.796,0.012,0.008,0.003,11817042923,721255,,1,7,-90.8,-13.6,-1.2,5,,1.299876,103.781492,3,30,98.28,98.28,D3-d10f2u2-U1,,1,1,161,0.012,0.012,0,161,1,3,11,22.2,110.4,1,64-QAM: 100.0,1 Layer: 100.0,
25:04.9,Home network,SGP-M1,5G-NR,525,3,28.398,0.012,0.008,0.003,11817042923,721255,,1,7,-90.8,-13.6,-1.2,5,,1.299876,103.781492,3,30,98.28,98.28,D3-d10f2u2-U1,,1,1,161,0.012,0.012,0,161,1,3,11,22.2,110.4,1,64-QAM: 100.0,1 Layer: 100.0,
25:05.0,Home network,SGP-M1,5G-NR,525,3,28.398,0.043,0.008,0.003,11817042923,721255,,1,7,-90.8,-13.6,-1.2,5,,1.299876,103.781492,3,30,98.28,98.28,D3-d10f2u2-U1,,1,1,161,0.012,0.012,0,161,1,3,11,22.2,110.4,1,64-QAM: 100.0,1 Layer: 100.0,
25:05.0,Home network,SGP-M1,5G-NR,525,3,13.816,0.043,0.008,0.003,11817042923,721255,,1,7,-90.8,-13.6,-1.2,5,,1.299876,103.781492,3,30,98.28,98.28,D3-d10f2u2-U1,,1,1,161,0.012,0.012,0,161,1,3,11,22.2,110.4,1,64-QAM: 100.0,1 Layer: 100.0,
25:05.0,Home network,SGP-M1,5G-NR,525,3,13.816,0.043,0.008,0.003,11817042923,721255,,1,7,-90.8,-13.6,-1.2,5,,1.299876,103.781492,3,30,98.28,98.28,D3-d10f2u2-U1,,1,2,354,0.067,0.067,0,177,2,3,12,21.5,110,1,64-QAM: 100.0,1 Layer: 100.0,
25:05.0,Home network,SGP-M1,5G-NR,525,3,17.372,0.043,0.008,0.003,11817042923,721255,,1,7,-90.8,-13.6,-1.2,5,,1.299876,103.781492,3,30,98.28,98.28,D3-d10f2u2-U1,,1,2,354,0.067,0.067,0,177,2,3,12,21.5,110,1,64-QAM: 100.0,1 Layer: 100.0,
25:05.0,Home network,SGP-M1,5G-NR,525,3,36.859,0.043,0.008,0.003,11817042923,721255,,1,7,-90.8,-13.6,-1.2,5,,1.299876,103.781492,3,30,98.28,98.28,D3-d10f2u2-U1,,1,2,354,0.067,0.067,0,177,2,3,12,21.5,110,1,64-QAM: 100.0,1 Layer: 100.0,
25:05.0,Home network,SGP-M1,5G-NR,525,3,21.979,0.043,0.008,0.003,11817042923,721255,,1,7,-90.8,-13.6,-1.2,5,,1.299876,103.781492,3,30,98.28,98.28,D3-d10f2u2-U1,,1,2,354,0.067,0.067,0,177,2,3,12,21.5,110,1,64-QAM: 100.0,1 Layer: 100.0,
25:05.0,Home network,SGP-M1,5G-NR,525,3,21.979,0.043,0.003,0.003,11817042923,721255,,1,7,-90.8,-13.6,-1.2,5,,1.299876,103.781492,3,30,98.28,98.28,D3-d10f2u2-U1,,1,2,354,0.067,0.067,0,177,2,3,12,21.5,110,1,64-QAM: 100.0,1 Layer: 100.0,
25:05.0,Home network,SGP-M1,5G-NR,525,3,21.979,0.043,0.003,265.162,11817042923,721255,,1,7,-90.8,-13.6,-1.2,5,,1.299876,103.781492,3,30,98.28,98.28,D3-d10f2u2-U1,,1,2,354,0.067,0.067,0,177,2,3,12,21.5,110,1,64-QAM: 100.0,1 Layer: 100.0,
25:05.0,Home network,SGP-M1,5G-NR,525,3,21.979,0.043,0.003,265.162,11817042923,721255,,1,7,-90.8,-13.6,-1.2,5,,1.299885,103.781497,4,30,98.28,98.28,D3-d10f2u2-U1,,1,2,354,0.067,0.067,0,177,2,3,12,21.5,110,1,64-QAM: 100.0,1 Layer: 100.0,
25:05.1,Home network,SGP-M1,5G-NR,525,3,21.979,0.043,0.003,265.162,11817042923,721255,,1,7,-87.6,-15.1,-2.9,5,,1.299885,103.781497,4,30,98.28,98.28,D3-d10f2u2-U1,,1,2,354,0.067,0.067,0,177,2,3,12,21.5,110,1,64-QAM: 100.0,1 Layer: 100.0,
25:05.3,Home network,SGP-M1,5G-NR,525,3,21.979,0.043,0.003,265.162,,,,1,7,-87.6,-15.1,-2.9,5,,1.299885,103.781497,4,30,98.28,98.28,D3-d10f2u2-U1,,1,2,354,0.067,0.067,0,177,2,3,12,21.5,110,1,64-QAM: 100.0,1 Layer: 100.0,
25:05.3,Home network,SGP-M1,5G-NR,525,3,21.979,0.043,0.003,265.162,,,,1,695,-83.4,-11.3,-6.1,5,,1.299885,103.781497,4,30,98.28,98.28,D3-d10f2u2-U1,,1,2,354,0.067,0.067,0,177,2,3,12,21.5,110,1,64-QAM: 100.0,1 Layer: 100.0,
25:05.4,Home network,SGP-M1,5G-NR,525,3,196.334,0.043,0.003,265.162,,,,1,695,-83.4,-11.3,-6.1,5,,1.299885,103.781497,4,30,98.28,98.28,D3-d10f2u2-U1,,1,2,354,0.067,0.067,0,177,2,3,12,21.5,110,1,64-QAM: 100.0,1 Layer: 100.0,
25:05.4,Home network,SGP-M1,5G-NR,525,3,196.334,0.073,0.003,265.162,,,,1,695,-83.4,-11.3,-6.1,5,,1.299885,103.781497,4,30,98.28,98.28,D3-d10f2u2-U1,,1,2,354,0.067,0.067,0,177,2,3,12,21.5,110,1,64-QAM: 100.0,1 Layer: 100.0,
25:05.4,Home network,SGP-M1,5G-NR,525,3,196.334,0.073,0.003,265.162,,,,1,695,-83.4,-11.3,-6.1,5,,1.299885,103.781497,4,30,98.28,98.28,D3-d10f2u2-U1,,1,28,4954,0.073,0.072,3.6,176.9,28,4,13.1,22.2,110.8,1,64-QAM: 100.0,1 Layer: 100.0,
25:05.4,Home network,SGP-M1,5G-NR,525,3,196.334,0.073,0.003,265.162,,,,1,695,-83.4,-11.3,-6.1,5,,1.299885,103.781497,4,30,98.28,98.28,D3-d10f2u2-U1,,1,28,4954,0.073,0.072,3.6,176.9,28,4,13.1,22.2,110.8,1,64-QAM: 78.6,1 Layer: 100.0,
25:05.4,Home network,SGP-M1,5G-NR,525,3,196.334,0.073,0.003,265.162,20498023403,1251100,,1,695,-83.4,-11.3,-6.1,5,,1.299885,103.781497,4,30,98.28,98.28,D3-d10f2u2-U1,,1,28,4954,0.073,0.072,3.6,176.9,28,4,13.1,22.2,110.8,1,64-QAM: 78.6,1 Layer: 100.0,
25:05.5,Home network,SGP-M1,5G-NR,525,3,196.334,0.073,0,265.162,20498023403,1251100,,1,695,-83.4,-11.3,-6.1,5,,1.299885,103.781497,4,30,98.28,98.28,D3-d10f2u2-U1,,1,28,4954,0.073,0.072,3.6,176.9,28,4,13.1,22.2,110.8,1,64-QAM: 78.6,1 Layer: 100.0,
25:05.5,Home network,SGP-M1,5G-NR,525,3,196.334,0.073,0,162.553,20498023403,1251100,,1,695,-83.4,-11.3,-6.1,5,,1.299885,103.781497,4,30,98.28,98.28,D3-d10f2u2-U1,,1,28,4954,0.073,0.072,3.6,176.9,28,4,13.1,22.2,110.8,1,64-QAM: 78.6,1 Layer: 100.0,
25:05.8,Home network,SGP-M1,5G-NR,525,3,196.334,0.073,0,162.553,20498023403,1251100,,1,695,-84.4,-11.5,7.1,5,,1.299885,103.781497,4,30,98.28,98.28,D3-d10f2u2-U1,,1,28,4954,0.073,0.072,3.6,176.9,28,4,13.1,22.2,110.8,1,64-QAM: 78.6,1 Layer: 100.0,
25:05.9,Home network,SGP-M1,5G-NR,525,3,277.949,0.073,0,162.553,20498023403,1251100,,1,695,-84.4,-11.5,7.1,5,,1.299885,103.781497,4,30,98.28,98.28,D3-d10f2u2-U1,,1,28,4954,0.073,0.072,3.6,176.9,28,4,13.1,22.2,110.8,1,64-QAM: 78.6,1 Layer: 100.0,
25:05.9,Home network,SGP-M1,5G-NR,525,3,277.949,0.186,0,162.553,20498023403,1251100,,1,695,-84.4,-11.5,7.1,5,,1.299885,103.781497,4,30,98.28,98.28,D3-d10f2u2-U1,,1,28,4954,0.073,0.072,3.6,176.9,28,4,13.1,22.2,110.8,1,64-QAM: 78.6,1 Layer: 100.0,
25:05.9,Home network,SGP-M1,5G-NR,525,3,277.949,0.186,0,162.553,20498023403,1251100,,1,695,-84.4,-11.5,7.1,5,,1.299885,103.781497,4,30,98.28,98.28,D3-d10f2u2-U1,,1,46,12422,0.195,0.19,2.2,270,46,3,17.2,19.6,102.7,1,64-QAM: 78.6,1 Layer: 100.0,
25:05.9,Home network,SGP-M1,5G-NR,525,3,277.949,0.186,0,162.553,20498023403,1251100,,1,695,-84.4,-11.5,7.1,5,,1.299885,103.781497,4,30,98.28,98.28,D3-d10f2u2-U1,,1,46,12422,0.195,0.19,2.2,270,46,3,17.2,19.6,102.7,1,64-QAM: 63.0,1 Layer: 100.0,
25:06.0,Home network,SGP-M1,5G-NR,525,3,277.949,0.186,0,397.283,20498023403,1251100,,1,695,-84.4,-11.5,7.1,5,,1.299885,103.781497,4,30,98.28,98.28,D3-d10f2u2-U1,,1,46,12422,0.195,0.19,2.2,270,46,3,17.2,19.6,102.7,1,64-QAM: 63.0,1 Layer: 100.0,
25:06.0,Home network,SGP-M1,5G-NR,525,3,277.949,0.186,0,397.283,20498023403,1251100,,1,695,-84.4,-11.5,7.1,5,,1.299896,103.781499,4,30,98.28,98.28,D3-d10f2u2-U1,,1,46,12422,0.195,0.19,2.2,270,46,3,17.2,19.6,102.7,1,64-QAM: 63.0,1 Layer: 100.0,
25:06.3,Home network,SGP-M1,5G-NR,525,3,277.949,0.186,0,397.283,20498023403,1251100,,1,695,-86.4,-12.5,2.7,5,,1.299896,103.781499,4,30,98.28,98.28,D3-d10f2u2-U1,,1,46,12422,0.195,0.19,2.2,270,46,3,17.2,19.6,102.7,1,64-QAM: 63.0,1 Layer: 100.0,
25:06.4,Home network,SGP-M1,5G-NR,525,3,346.464,0.186,0,397.283,20498023403,1251100,,1,695,-86.4,-12.5,2.7,5,,1.299896,103.781499,4,30,98.28,98.28,D3-d10f2u2-U1,,1,46,12422,0.195,0.19,2.2,270,46,3,17.2,19.6,102.7,1,64-QAM: 63.0,1 Layer: 100.0,
25:06.4,Home network,SGP-M1,5G-NR,525,3,346.464,0.182,0,397.283,20498023403,1251100,,1,695,-86.4,-12.5,2.7,5,,1.299896,103.781499,4,30,98.28,98.28,D3-d10f2u2-U1,,1,46,12422,0.195,0.19,2.2,270,46,3,17.2,19.6,102.7,1,64-QAM: 63.0,1 Layer: 100.0,
25:06.4,Home network,SGP-M1,5G-NR,525,3,346.464,0.182,0,397.283,20498023403,1251100,,1,695,-86.4,-12.5,2.7,5,,1.299896,103.781499,4,30,98.28,98.28,D3-d10f2u2-U1,,1,41,11645,0.182,0.182,0,284,41,3,18,18.9,106.3,1,64-QAM: 63.0,1 Layer: 100.0,
25:06.4,Home network,SGP-M1,5G-NR,525,3,346.464,0.182,0,397.283,20498023403,1251100,,1,695,-86.4,-12.5,2.7,5,,1.299896,103.781499,4,30,98.28,98.28,D3-d10f2u2-U1,,1,41,11645,0.182,0.182,0,284,41,3,18,18.9,106.3,1,64-QAM: 97.6,1 Layer: 100.0,
25:06.5,Home network,SGP-M1,5G-NR,525,3,346.464,0.182,0,340.947,20498023403,1251100,,1,695,-86.4,-12.5,2.7,5,,1.299896,103.781499,4,30,98.28,98.28,D3-d10f2u2-U1,,1,41,11645,0.182,0.182,0,284,41,3,18,18.9,106.3,1,64-QAM: 97.6,1 Layer: 100.0,
25:06.8,Home network,SGP-M1,5G-NR,525,3,346.464,0.182,0,340.947,20498023403,1251100,,1,695,-88.5,-11.6,6.3,5,,1.299896,103.781499,4,30,98.28,98.28,D3-d10f2u2-U1,,1,41,11645,0.182,0.182,0,284,41,3,18,18.9,106.3,1,64-QAM: 97.6,1 Layer: 100.0,
25:06.9,Home network,SGP-M1,5G-NR,525,3,378.295,0.182,0,340.947,20498023403,1251100,,1,695,-88.5,-11.6,6.3,5,,1.299896,103.781499,4,30,98.28,98.28,D3-d10f2u2-U1,,1,41,11645,0.182,0.182,0,284,41,3,18,18.9,106.3,1,64-QAM: 97.6,1 Layer: 100.0,
25:06.9,Home network,SGP-M1,5G-NR,525,3,378.295,0.193,0,340.947,20498023403,1251100,,1,695,-88.5,-11.6,6.3,5,,1.299896,103.781499,4,30,98.28,98.28,D3-d10f2u2-U1,,1,41,11645,0.182,0.182,0,284,41,3,18,18.9,106.3,1,64-QAM: 97.6,1 Layer: 100.0,
25:06.9,Home network,SGP-M1,5G-NR,525,3,378.295,0.193,0,340.947,20498023403,1251100,,1,695,-88.5,-11.6,6.3,5,,1.299896,103.781499,4,30,98.28,98.28,D3-d10f2u2-U1,,1,44,12551,0.193,0.193,0,285.2,44,3,17.2,19,106.9,1,64-QAM: 97.6,1 Layer: 100.0,
